Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Travis Kelce,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,-165,DraftKings
Isiah Pacheco,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,-160,DraftKings
Rashee Rice,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,190,DraftKings
Jerick McKinnon,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,265,DraftKings
Kadarius Toney,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,265,DraftKings
Patrick Mahomes,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,285,DraftKings
Skyy Moore,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,275,DraftKings
Marquez Valdes-Scantling,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,295,DraftKings
Jaleel McLaughlin,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,215,DraftKings
Courtland Sutton,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,230,DraftKings
Javonte Williams,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,215,DraftKings
Jerry Jeudy,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,230,DraftKings
Justin Watson,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,360,DraftKings
Noah Gray,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,370,DraftKings
Clyde Edwards-Helaire,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,450,DraftKings
Samaje Perine,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,425,DraftKings
Adam Trautman,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,425,DraftKings
Marvin Mims,N/A,Kansas City Chiefs,Denver Broncos,2023,6,2023-10-13T00:16:00Z,475,DraftKings
