Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Josh Jacobs,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,130,DraftKings
Austin Ekeler,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,135,DraftKings
Zamir White,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,150,DraftKings
Davante Adams,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,165,DraftKings
Ameer Abdullah,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,205,DraftKings
Jakobi Meyers,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,245,DraftKings
Joshua Palmer,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,295,DraftKings
Gerald Everett,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,360,DraftKings
Quentin Johnston,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,500,DraftKings
Easton Stick,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,475,DraftKings
Michael Mayer,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,550,DraftKings
Hunter Renfrow,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,600,DraftKings
Joshua Kelley,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,600,DraftKings
Donald Parham Jr.,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,700,DraftKings
Isaiah Spiller,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,700,DraftKings
Jalen Guyton,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,950,DraftKings
Austin Hooper,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,900,DraftKings
Aidan O'Connell,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,1000,DraftKings
Alex Erickson,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,950,DraftKings
Tre Tucker,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,1700,DraftKings
DeAndre Carter,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,1700,DraftKings
Brandon Bolden,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,2000,DraftKings
Derius Davis,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,1700,DraftKings
DJ Turner,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,2500,DraftKings
Nick Vannett,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,2500,DraftKings
Stone Smartt,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,2200,DraftKings
Jesper Horsted,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,3500,DraftKings
Joe Mixon,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,-125,DraftKings
Ja'Marr Chase,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,130,DraftKings
Justin Jefferson,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,150,DraftKings
T.J. Hockenson,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,180,DraftKings
Ty Chandler,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,190,DraftKings
Alexander Mattison,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,190,DraftKings
Tee Higgins,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,230,DraftKings
Jordan Addison,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,235,DraftKings
Chase Brown,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,330,DraftKings
Jake Browning,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,340,DraftKings
Tyler Boyd,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,330,DraftKings
Tanner Hudson,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,500,DraftKings
K.J. Osborn,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,500,DraftKings
Drew Sample,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,700,DraftKings
Trenton Irwin,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,800,DraftKings
Nick Mullens,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,800,DraftKings
Kene Nwangwu,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,1000,DraftKings
Brandon Powell,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,900,DraftKings
Josh Oliver,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,1200,DraftKings
Trayveon Williams,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,1500,DraftKings
Irv Smith Jr.,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,1400,DraftKings
Andrei Iosivas,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,1500,DraftKings
Charlie Jones,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,2000,DraftKings
