Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Jahmyr Gibbs,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,120,DraftKings
AJ Dillon,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,115,DraftKings
David Montgomery,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,125,DraftKings
Aaron Jones,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,125,DraftKings
Amon-Ra St. Brown,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,140,DraftKings
Christian Watson,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,160,DraftKings
Romeo Doubs,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,200,DraftKings
Sam LaPorta,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,225,DraftKings
Josh Reynolds,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,290,DraftKings
Luke Musgrave,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,350,DraftKings
Kalif Raymond,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,380,DraftKings
Jayden Reed,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,390,DraftKings
Jordan Love,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,360,DraftKings
Marvin Jones Jr.,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,500,DraftKings
Dontayvion Wicks,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,750,DraftKings
Craig Reynolds,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,800,DraftKings
Jared Goff,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,700,DraftKings
Zonovan Knight,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1300,DraftKings
Emanuel Wilson,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1400,DraftKings
Brock Wright,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1400,DraftKings
Samori Toure,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1300,DraftKings
Antoine Green,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1300,DraftKings
Josiah Deguara,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1800,DraftKings
Malik Heath,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1700,DraftKings
James Mitchell,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,2500,DraftKings
Jason Cabinda,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,1700,DraftKings
Ben Sims,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,2500,DraftKings
Tucker Kraft,N/A,Green Bay Packers,Detroit Lions,2023,4,2023-09-29T00:15:00Z,4000,DraftKings
Travis Etienne Jr.,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,100,DraftKings
Bijan Robinson,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,100,DraftKings
Calvin Ridley,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,145,DraftKings
Christian Kirk,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,185,DraftKings
Tyler Allgeier,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,205,DraftKings
Evan Engram,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,270,DraftKings
Drake London,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,220,DraftKings
Kyle Pitts,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,245,DraftKings
Zay Jones,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,300,DraftKings
Trevor Lawrence,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,370,DraftKings
Mack Hollins,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,340,DraftKings
Tank Bigsby,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,400,DraftKings
Jamal Agnew,N/A,Jacksonville Jaguars,Atlanta Falcons,2023,4,2023-10-01T13:30:00Z,380,DraftKings
