Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Najee Harris,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,165,DraftKings
Jaylen Warren,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,165,DraftKings
Ezekiel Elliott,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,185,DraftKings
Pat Freiermuth,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,310,DraftKings
George Pickens,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,310,DraftKings
Diontae Johnson,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,330,DraftKings
Hunter Henry,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,550,DraftKings
DeVante Parker,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,550,DraftKings
Mitchell Trubisky,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,550,DraftKings
Tyquan Thornton,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,650,DraftKings
JuJu Smith-Schuster,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,650,DraftKings
Allen Robinson,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,850,DraftKings
Godwin Igwebuike,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,950,DraftKings
Connor Heyward,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1100,DraftKings
JaMycal Hasty,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,950,DraftKings
Calvin Austin III,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1400,DraftKings
Ty Montgomery,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1300,DraftKings
Bailey Zappe,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1600,DraftKings
Jalen Reagor,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1400,DraftKings
Darnell Washington,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1900,DraftKings
Anthony McFarland Jr.,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1800,DraftKings
Mike Gesicki,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,1600,DraftKings
Miles Boykin,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,2800,DraftKings
Pharaoh Brown,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,2200,DraftKings
Rodney Williams,N/A,Pittsburgh Steelers,New England Patriots,2023,14,2023-12-08T01:15:00Z,3500,DraftKings
Rachaad White,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,-120,DraftKings
Bijan Robinson,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,-105,DraftKings
Mike Evans,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,130,DraftKings
Drake London,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,205,DraftKings
Tyler Allgeier,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,250,DraftKings
Chris Godwin,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,265,DraftKings
Kyle Pitts,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,330,DraftKings
Desmond Ridder,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,350,DraftKings
Cade Otton,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,400,DraftKings
Jonnu Smith,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,370,DraftKings
Trey Palmer,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,400,DraftKings
Mack Hollins,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,500,DraftKings
Cordarrelle Patterson,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,550,DraftKings
Chase Edmonds,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,550,DraftKings
Baker Mayfield,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,600,DraftKings
MyCole Pruitt,N/A,Atlanta Falcons,Tampa Bay Buccaneers,2023,14,2023-12-10T18:03:00Z,700,DraftKings
