Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Tony Pollard,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,-160,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,-145,DraftKings
Jake Ferguson,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,160,DraftKings
Zach Charbonnet,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,120,DraftKings
Brandin Cooks,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,205,DraftKings
Rico Dowdle,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,215,DraftKings
DK Metcalf,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,195,DraftKings
Dak Prescott,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,300,DraftKings
Tyler Lockett,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,220,DraftKings
Jaxon Smith-Njigba,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,280,DraftKings
Michael Gallup,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,550,DraftKings
Jalen Tolbert,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,650,DraftKings
KaVontae Turpin,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,550,DraftKings
Noah Fant,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,500,DraftKings
Luke Schoonmaker,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,700,DraftKings
DeeJay Dallas,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,600,DraftKings
Jake Bobo,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,550,DraftKings
Deuce Vaughn,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,850,DraftKings
Geno Smith,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,700,DraftKings
Jalen Brooks,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,1000,DraftKings
Colby Parkinson,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,1000,DraftKings
Kenny McIntosh,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,1100,DraftKings
