Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Ladd McConkey,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,5.5,-120,5.5,-110,DraftKings
Courtland Sutton,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,4.5,-150,4.5,115,DraftKings
Quentin Johnston,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,3.5,110,3.5,-145,DraftKings
Stone Smartt,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,3.5,110,3.5,-145,DraftKings
Devaughn Vele,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,2.5,-150,2.5,115,DraftKings
Javonte Williams,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,2.5,-120,2.5,-110,DraftKings
Joshua Palmer,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,2.5,-115,2.5,-115,DraftKings
Marvin Mims Jr.,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,2.5,140,2.5,-185,DraftKings
Troy Franklin,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,1.5,-165,1.5,125,DraftKings
Kimani Vidal,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,1.5,-135,1.5,105,DraftKings
Lil'Jordan Humphrey,N/A,Los Angeles Chargers,Denver Broncos,2024,16,2024-12-20T01:16:00Z,1.5,180,1.5,-235,DraftKings
Nico Collins,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,6.5,110,6.5,-145,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,5.5,120,5.5,-155,DraftKings
DeAndre Hopkins,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,4.5,135,4.5,-175,DraftKings
Xavier Worthy,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,3.5,-125,3.5,-105,DraftKings
Joe Mixon,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,3.5,-105,3.5,-125,DraftKings
Tank Dell,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,3.5,-105,3.5,-125,DraftKings
Dalton Schultz,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,3.5,100,3.5,-130,DraftKings
Noah Gray,N/A,Kansas City Chiefs,Houston Texans,2024,16,2024-12-21T18:01:00Z,2.5,-150,2.5,115,DraftKings
Zay Flowers,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,4.5,-150,4.5,115,DraftKings
Rashod Bateman,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,3.5,115,3.5,-150,DraftKings
Jaylen Warren,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,2.5,-170,2.5,130,DraftKings
Mark Andrews,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,2.5,-135,2.5,105,DraftKings
Justice Hill,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,2.5,100,2.5,-130,DraftKings
Najee Harris,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,2.5,105,2.5,-135,DraftKings
Isaiah Likely,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,2.5,110,2.5,-145,DraftKings
Derrick Henry,N/A,Baltimore Ravens,Pittsburgh Steelers,2024,16,2024-12-21T21:31:00Z,0.5,-170,0.5,130,DraftKings
Ja'Marr Chase,N/A,Cincinnati Bengals,Cleveland Browns,2024,16,2024-12-22T18:00:00Z,7.5,100,7.5,-130,DraftKings
Jerome Ford,N/A,Cincinnati Bengals,Cleveland Browns,2024,16,2024-12-22T18:00:00Z,2.5,-175,2.5,135,DraftKings
Mike Gesicki,N/A,Cincinnati Bengals,Cleveland Browns,2024,16,2024-12-22T18:00:00Z,2.5,-115,2.5,-115,DraftKings
Puka Nacua,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,6.5,-150,6.5,115,DraftKings
Davante Adams,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,6.5,115,6.5,-150,DraftKings
Cooper Kupp,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,5.5,105,5.5,-135,DraftKings
Garrett Wilson,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,5.5,110,5.5,-145,DraftKings
Tyler Conklin,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,2.5,105,2.5,-135,DraftKings
Allen Lazard,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,1.5,-200,1.5,150,DraftKings
Kyren Williams,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,1.5,-130,1.5,100,DraftKings
Demarcus Robinson,N/A,New York Jets,Los Angeles Rams,2024,16,2024-12-22T18:00:00Z,1.5,105,1.5,-135,DraftKings
Trey McBride,N/A,Carolina Panthers,Arizona Cardinals,2024,16,2024-12-22T18:01:00Z,6.5,-145,6.5,110,DraftKings
Adam Thielen,N/A,Carolina Panthers,Arizona Cardinals,2024,16,2024-12-22T18:01:00Z,5.5,120,5.5,-155,DraftKings
Marvin Harrison Jr.,N/A,Carolina Panthers,Arizona Cardinals,2024,16,2024-12-22T18:01:00Z,3.5,-135,3.5,105,DraftKings
Chuba Hubbard,N/A,Carolina Panthers,Arizona Cardinals,2024,16,2024-12-22T18:01:00Z,2.5,-200,2.5,150,DraftKings
Michael Wilson,N/A,Carolina Panthers,Arizona Cardinals,2024,16,2024-12-22T18:01:00Z,2.5,-105,2.5,-125,DraftKings
Malik Nabers,N/A,Atlanta Falcons,New York Giants,2024,16,2024-12-22T18:01:00Z,6.5,-105,6.5,-125,DraftKings
Wan'Dale Robinson,N/A,Atlanta Falcons,New York Giants,2024,16,2024-12-22T18:01:00Z,4.5,-110,4.5,-120,DraftKings
Tyrone Tracy Jr.,N/A,Atlanta Falcons,New York Giants,2024,16,2024-12-22T18:01:00Z,2.5,-145,2.5,110,DraftKings
Daniel Bellinger,N/A,Atlanta Falcons,New York Giants,2024,16,2024-12-22T18:01:00Z,2.5,105,2.5,-135,DraftKings
Darius Slayton,N/A,Atlanta Falcons,New York Giants,2024,16,2024-12-22T18:01:00Z,2.5,105,2.5,-135,DraftKings
Amon-Ra St. Brown,N/A,Chicago Bears,Detroit Lions,2024,16,2024-12-22T18:01:00Z,6.5,-105,6.5,-125,DraftKings
