Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Derrick Henry,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1.5,120,1.5,-155,DraftKings
Isaiah Likely,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1.5,-135,1.5,105,DraftKings
Isiah Pacheco,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,2.5,-120,2.5,-110,DraftKings
Justice Hill,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1.5,-110,1.5,-120,DraftKings
Justin Watson,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1.5,125,1.5,-160,DraftKings
Mark Andrews,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,4.5,100,4.5,-130,DraftKings
Nelson Agholor,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1.5,-130,1.5,100,DraftKings
Noah Gray,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1.5,105,1.5,-135,DraftKings
Rashee Rice,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,5.5,-130,5.5,100,DraftKings
Rashod Bateman,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,2.5,-115,2.5,-115,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,5.5,-130,5.5,100,DraftKings
Xavier Worthy,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,3.5,110,3.5,-140,DraftKings
Zay Flowers,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,4.5,-135,4.5,105,DraftKings
AJ Brown,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,5.5,-115,5.5,-115,DraftKings
Christian Watson,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,3.5,125,3.5,-165,DraftKings
Dallas Goedert,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,4.5,115,4.5,-145,DraftKings
DeVonta Smith,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,4.5,-135,4.5,105,DraftKings
Dontayvion Wicks,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,2.5,-105,2.5,-125,DraftKings
Jayden Reed,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,3.5,-135,3.5,105,DraftKings
Josh Jacobs,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,2.5,-115,2.5,-115,DraftKings
Luke Musgrave,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,2.5,-125,2.5,-105,DraftKings
Romeo Doubs,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,3.5,110,3.5,-140,DraftKings
Saquon Barkley,N/A,Philadelphia Eagles,Green Bay Packers,2024,1,2024-09-07T00:20:00Z,2.5,-120,2.5,-110,DraftKings
Curtis Samuel,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,2.5,-180,2.5,135,DraftKings
Dalton Kincaid,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,4.5,-160,4.5,125,DraftKings
Greg Dortch,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,3.5,140,3.5,-185,DraftKings
James Conner,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,1.5,-160,1.5,125,DraftKings
James Cook,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,2.5,-110,2.5,-120,DraftKings
Keon Coleman,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,2.5,-120,2.5,-110,DraftKings
Khalil Shakir,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,3.5,-115,3.5,-115,DraftKings
Marvin Harrison Jr.,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,5.5,105,5.5,-135,DraftKings
Michael Wilson,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,2.5,-110,2.5,-120,DraftKings
Trey McBride,N/A,Buffalo Bills,Arizona Cardinals,2024,1,2024-09-08T17:00:00Z,5.5,115,5.5,-145,DraftKings
Bijan Robinson,N/A,Atlanta Falcons,Pittsburgh Steelers,2024,1,2024-09-08T17:00:00Z,3.5,-130,3.5,100,DraftKings
Darnell Mooney,N/A,Atlanta Falcons,Pittsburgh Steelers,2024,1,2024-09-08T17:00:00Z,3.5,115,3.5,-145,DraftKings
George Pickens,N/A,Atlanta Falcons,Pittsburgh Steelers,2024,1,2024-09-08T17:00:00Z,4.5,125,4.5,-160,DraftKings
