Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Javonte Williams,N/A,Denver Broncos,Las Vegas Raiders,2024,5,2024-10-06T20:05:00Z,2.5,-145.0,2.5,110,DraftKings
Tre Tucker,N/A,Denver Broncos,Las Vegas Raiders,2024,5,2024-10-06T20:05:00Z,3.5,100.0,3.5,-130,DraftKings
Colby Parkinson,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,-135.0,3.5,105,DraftKings
Demarcus Robinson,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,130.0,3.5,-170,DraftKings
Dontayvion Wicks,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,-150.0,3.5,115,DraftKings
Jayden Reed,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,4.5,-155.0,4.5,120,DraftKings
Jordan Whittington,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,4.5,-110.0,4.5,-120,DraftKings
Josh Jacobs,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,2.5,-105.0,2.5,-125,DraftKings
Kyren Williams,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,145.0,3.5,-190,DraftKings
Romeo Doubs,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,-145.0,3.5,110,DraftKings
Tucker Kraft,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,-120.0,3.5,-110,DraftKings
Tutu Atwell,N/A,Los Angeles Rams,Green Bay Packers,2024,5,2024-10-06T20:25:00Z,3.5,-135.0,3.5,105,DraftKings
DK Metcalf,N/A,Seattle Seahawks,New York Giants,2024,5,2024-10-06T20:25:00Z,4.5,-150.0,4.5,115,DraftKings
Jaxon Smith-Njigba,N/A,Seattle Seahawks,New York Giants,2024,5,2024-10-06T20:25:00Z,4.5,-150.0,4.5,115,DraftKings
Tyler Lockett,N/A,Seattle Seahawks,New York Giants,2024,5,2024-10-06T20:25:00Z,3.5,-130.0,3.5,100,DraftKings
CeeDee Lamb,N/A,Pittsburgh Steelers,Dallas Cowboys,2024,5,2024-10-07T00:20:00Z,6.5,-115.0,6.5,-115,DraftKings
Jake Ferguson,N/A,Pittsburgh Steelers,Dallas Cowboys,2024,5,2024-10-07T00:20:00Z,4.5,-135.0,4.5,105,DraftKings
Jalen Tolbert,N/A,Pittsburgh Steelers,Dallas Cowboys,2024,5,2024-10-07T00:20:00Z,3.5,130.0,3.5,-170,DraftKings
Rico Dowdle,N/A,Pittsburgh Steelers,Dallas Cowboys,2024,5,2024-10-07T00:20:00Z,2.5,130.0,2.5,-170,DraftKings
Alvin Kamara,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,4.5,-135.0,4.5,105,DraftKings
Chris Olave,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,4.5,-145.0,4.5,110,DraftKings
Justin Watson,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,2.5,140.0,2.5,-185,DraftKings
Noah Gray,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,1.5,-190.0,1.5,145,DraftKings
Rashid Shaheed,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,3.5,-135.0,3.5,105,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,5.5,-110.0,5.5,-120,DraftKings
Xavier Worthy,N/A,Kansas City Chiefs,New Orleans Saints,2024,5,2024-10-08T00:15:00Z,3.5,-115.0,3.5,-115,DraftKings
