Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Allen Lazard,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,2.5,-105,2.5,-125,DraftKings
Antonio Gibson,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,1.5,135,1.5,-180,DraftKings
Austin Hooper,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,1.5,125,1.5,-160,DraftKings
Braelon Allen,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,1.5,-110,1.5,-120,DraftKings
Breece Hall,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,4.5,-115,4.5,-115,DraftKings
DeMario Douglas,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,2.5,-130,2.5,100,DraftKings
Garrett Wilson,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,5.5,-125,5.5,-105,DraftKings
Hunter Henry,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,3.5,-105,3.5,-125,DraftKings
Ja'Lynn Polk,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,1.5,-170,1.5,130,DraftKings
K.J. Osborn,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,2.5,130,2.5,-170,DraftKings
Mike Williams,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,1.5,-190,1.5,145,DraftKings
Rhamondre Stevenson,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,2.5,-155,2.5,120,DraftKings
Tyler Conklin,N/A,New York Jets,New England Patriots,2024,3,2024-09-20T00:15:00Z,2.5,110,2.5,-140,DraftKings
Alec Pierce,N/A,Indianapolis Colts,Chicago Bears,2024,3,2024-09-22T17:00:00Z,2.5,115,2.5,-145,DraftKings
Cole Kmet,N/A,Indianapolis Colts,Chicago Bears,2024,3,2024-09-22T17:00:00Z,2.5,-145,2.5,115,DraftKings
DJ Moore,N/A,Indianapolis Colts,Chicago Bears,2024,3,2024-09-22T17:00:00Z,5.5,105,5.5,-135,DraftKings
D'Andre Swift,N/A,Indianapolis Colts,Chicago Bears,2024,3,2024-09-22T17:00:00Z,2.5,-110,2.5,-120,DraftKings
Jonathan Taylor,N/A,Indianapolis Colts,Chicago Bears,2024,3,2024-09-22T17:00:00Z,1.5,-170,1.5,130,DraftKings
Michael Pittman Jr.,N/A,Indianapolis Colts,Chicago Bears,2024,3,2024-09-22T17:00:00Z,4.5,-140,4.5,110,DraftKings
Amari Cooper,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,3.5,-165,3.5,125,DraftKings
Darius Slayton,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,2.5,100,2.5,-130,DraftKings
Devin Singletary,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,2.5,-105,2.5,-125,DraftKings
Elijah Moore,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,3.5,105,3.5,-135,DraftKings
Jerome Ford,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,2.5,-135,2.5,105,DraftKings
Jerry Jeudy,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,3.5,-115,3.5,-115,DraftKings
Malik Nabers,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,6.5,130,6.5,-170,DraftKings
Theo Johnson,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,1.5,-140,1.5,110,DraftKings
Wan'Dale Robinson,N/A,Cleveland Browns,New York Giants,2024,3,2024-09-22T17:00:00Z,3.5,-110,3.5,-120,DraftKings
Cade Otton,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,2.5,120,2.5,-155,DraftKings
Chris Godwin,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,6.5,120,6.5,-155,DraftKings
Courtland Sutton,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,3.5,-115,3.5,-115,DraftKings
Greg Dulcich,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,2.5,-105,2.5,-125,DraftKings
Jalen McMillan,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,2.5,110,2.5,-140,DraftKings
Javonte Williams,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,2.5,-155,2.5,120,DraftKings
Josh Reynolds,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,2.5,-180,2.5,135,DraftKings
Mike Evans,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,4.5,-120,4.5,-110,DraftKings
Rachaad White,N/A,Tampa Bay Buccaneers,Denver Broncos,2024,3,2024-09-22T17:00:00Z,3.5,100,3.5,-130,DraftKings
Calvin Ridley,N/A,Tennessee Titans,Green Bay Packers,2024,3,2024-09-22T17:00:00Z,3.5,-155,3.5,120,DraftKings
Chigoziem Okonkwo,N/A,Tennessee Titans,Green Bay Packers,2024,3,2024-09-22T17:00:00Z,2.5,125,2.5,-160,DraftKings
DeAndre Hopkins,N/A,Tennessee Titans,Green Bay Packers,2024,3,2024-09-22T17:00:00Z,2.5,-120,2.5,-110,DraftKings
Tony Pollard,N/A,Tennessee Titans,Green Bay Packers,2024,3,2024-09-22T17:00:00Z,2.5,-140,2.5,110,DraftKings
Tyler Boyd,N/A,Tennessee Titans,Green Bay Packers,2024,3,2024-09-22T17:00:00Z,2.5,-140,2.5,110,DraftKings
