Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Brandon Aiyuk,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,4.5,-125,4.5,-105.0,DraftKings
Deebo Samuel,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,4.5,-110,4.5,-120.0,DraftKings
DK Metcalf,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,4.5,-150,4.5,115.0,DraftKings
George Kittle,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,4.5,105,4.5,-135.0,DraftKings
Jauan Jennings,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,2.5,-105,2.5,-125.0,DraftKings
Jaxon Smith-Njigba,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,4.5,-150,4.5,115.0,DraftKings
Jordan Mason,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,1.5,-105,1.5,-125.0,DraftKings
Kenneth Walker III,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,3.5,115,3.5,-150.0,DraftKings
Noah Fant,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,2.5,105,2.5,-135.0,DraftKings
Tyler Lockett,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,4.5,120,4.5,-155.0,DraftKings
Zach Charbonnet,N/A,Seattle Seahawks,San Francisco 49ers,2024,6,2024-10-11T00:15:00Z,2.5,115,2.5,-150.0,DraftKings
Brian Thomas Jr,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,4.5,-110,4.5,-120.0,DraftKings
Christian Kirk,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,4.5,125,4.5,-165.0,DraftKings
Cole Kmet,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,3.5,120,3.5,-155.0,DraftKings
DJ Moore,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,5.5,115,5.5,-150.0,DraftKings
D'Andre Swift,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,2.5,-135,2.5,105.0,DraftKings
Gabe Davis,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,2.5,-130,2.5,100.0,DraftKings
Keenan Allen,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,4.5,-110,4.5,-120.0,DraftKings
Rome Odunze,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,3.5,120,3.5,-155.0,DraftKings
Travis Etienne Jr.,N/A,Chicago Bears,Jacksonville Jaguars,2024,6,2024-10-13T13:30:00Z,2.5,-135,2.5,105.0,DraftKings
James Conner,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,2.5,140,2.5,-185.0,DraftKings
Jayden Reed,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,4.5,-135,4.5,105.0,DraftKings
Josh Jacobs,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,2.5,115,2.5,-150.0,DraftKings
Marvin Harrison Jr.,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,4.5,-115,4.5,-115.0,DraftKings
Romeo Doubs,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,3.5,-120,3.5,-110.0,DraftKings
Trey McBride,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,5.5,100,5.5,-130.0,DraftKings
Tucker Kraft,N/A,Green Bay Packers,Arizona Cardinals,2024,6,2024-10-13T17:00:00Z,3.5,-155,3.5,120.0,DraftKings
Isaiah Likely,N/A,Baltimore Ravens,Washington Commanders,2024,6,2024-10-13T17:00:00Z,2.5,115,2.5,-150.0,DraftKings
Mark Andrews,N/A,Baltimore Ravens,Washington Commanders,2024,6,2024-10-13T17:00:00Z,2.5,115,2.5,-150.0,DraftKings
Rashod Bateman,N/A,Baltimore Ravens,Washington Commanders,2024,6,2024-10-13T17:00:00Z,2.5,-105,2.5,-125.0,DraftKings
Terry McLaurin,N/A,Baltimore Ravens,Washington Commanders,2024,6,2024-10-13T17:00:00Z,4.5,-125,4.5,-105.0,DraftKings
Zach Ertz,N/A,Baltimore Ravens,Washington Commanders,2024,6,2024-10-13T17:00:00Z,3.5,115,3.5,-150.0,DraftKings
Zay Flowers,N/A,Baltimore Ravens,Washington Commanders,2024,6,2024-10-13T17:00:00Z,4.5,-130,4.5,100.0,DraftKings
AJ Brown,N/A,Philadelphia Eagles,Cleveland Browns,2024,6,2024-10-13T17:00:00Z,5.5,115,5.5,-150.0,DraftKings
Amari Cooper,N/A,Philadelphia Eagles,Cleveland Browns,2024,6,2024-10-13T17:00:00Z,4.5,-125,4.5,-105.0,DraftKings
Dallas Goedert,N/A,Philadelphia Eagles,Cleveland Browns,2024,6,2024-10-13T17:00:00Z,3.5,-150,3.5,115.0,DraftKings
DeVonta Smith,N/A,Philadelphia Eagles,Cleveland Browns,2024,6,2024-10-13T17:00:00Z,5.5,110,5.5,-145.0,DraftKings
Elijah Moore,N/A,Philadelphia Eagles,Cleveland Browns,2024,6,2024-10-13T17:00:00Z,2.5,-125,2.5,-105.0,DraftKings
Saquon Barkley,N/A,Philadelphia Eagles,Cleveland Browns,2024,6,2024-10-13T17:00:00Z,2.5,-115,2.5,-115.0,DraftKings
Dalton Schultz,N/A,New England Patriots,Houston Texans,2024,6,2024-10-13T17:00:00Z,3.5,115,3.5,-150.0,DraftKings
DeMario Douglas,N/A,New England Patriots,Houston Texans,2024,6,2024-10-13T17:00:00Z,3.5,-110,3.5,-120.0,DraftKings
Hunter Henry,N/A,New England Patriots,Houston Texans,2024,6,2024-10-13T17:00:00Z,2.5,-130,2.5,100.0,DraftKings
Ja'Lynn Polk,N/A,New England Patriots,Houston Texans,2024,6,2024-10-13T17:00:00Z,2.5,105,2.5,-135.0,DraftKings
Stefon Diggs,N/A,New England Patriots,Houston Texans,2024,6,2024-10-13T17:00:00Z,5.5,-130,5.5,100.0,DraftKings
Tank Dell,N/A,New England Patriots,Houston Texans,2024,6,2024-10-13T17:00:00Z,4.5,-115,4.5,-115.0,DraftKings
Calvin Ridley,N/A,Tennessee Titans,Indianapolis Colts,2024,6,2024-10-13T17:00:00Z,3.5,100,3.5,-130.0,DraftKings
Chigoziem Okonkwo,N/A,Tennessee Titans,Indianapolis Colts,2024,6,2024-10-13T17:00:00Z,2.5,145,2.5,-190.0,DraftKings
DeAndre Hopkins,N/A,Tennessee Titans,Indianapolis Colts,2024,6,2024-10-13T17:00:00Z,3.5,-105,3.5,-125.0,DraftKings
Tony Pollard,N/A,Tennessee Titans,Indianapolis Colts,2024,6,2024-10-13T17:00:00Z,2.5,-155,2.5,120.0,DraftKings
Tyjae Spears,N/A,Tennessee Titans,Indianapolis Colts,2024,6,2024-10-13T17:00:00Z,2.5,110,2.5,-145.0,DraftKings
Chris Godwin,N/A,New Orleans Saints,Tampa Bay Buccaneers,2024,6,2024-10-13T17:00:00Z,5.5,-130,5.5,100.0,DraftKings
Mike Evans,N/A,New Orleans Saints,Tampa Bay Buccaneers,2024,6,2024-10-13T17:00:00Z,4.5,-115,4.5,-115.0,DraftKings
Hayden Hurst,N/A,Denver Broncos,Los Angeles Chargers,2024,6,2024-10-13T20:05:00Z,1.5,-205,1.5,155.0,DraftKings
Javonte Williams,N/A,Denver Broncos,Los Angeles Chargers,2024,6,2024-10-13T20:05:00Z,2.5,-165,2.5,125.0,DraftKings
Joshua Palmer,N/A,Denver Broncos,Los Angeles Chargers,2024,6,2024-10-13T20:05:00Z,2.5,-155,2.5,120.0,DraftKings
Ladd McConkey,N/A,Denver Broncos,Los Angeles Chargers,2024,6,2024-10-13T20:05:00Z,4.5,-110,4.5,-120.0,DraftKings
Quentin Johnston,N/A,Denver Broncos,Los Angeles Chargers,2024,6,2024-10-13T20:05:00Z,2.5,-170,2.5,130.0,DraftKings
Pat Freiermuth,N/A,Las Vegas Raiders,Pittsburgh Steelers,2024,6,2024-10-13T20:05:00Z,3.5,125,3.5,-165.0,DraftKings
Bijan Robinson,N/A,Carolina Panthers,Atlanta Falcons,2024,6,2024-10-13T20:25:00Z,3.5,115,3.5,-150.0,DraftKings
Darnell Mooney,N/A,Carolina Panthers,Atlanta Falcons,2024,6,2024-10-13T20:25:00Z,4.5,105,4.5,-135.0,DraftKings
Diontae Johnson,N/A,Carolina Panthers,Atlanta Falcons,2024,6,2024-10-13T20:25:00Z,5.5,105,5.5,-135.0,DraftKings
Drake London,N/A,Carolina Panthers,Atlanta Falcons,2024,6,2024-10-13T20:25:00Z,5.5,-135,5.5,105.0,DraftKings
Kyle Pitts,N/A,Carolina Panthers,Atlanta Falcons,2024,6,2024-10-13T20:25:00Z,2.5,-170,2.5,130.0,DraftKings
Ray-Ray McCloud III,N/A,Carolina Panthers,Atlanta Falcons,2024,6,2024-10-13T20:25:00Z,3.5,-135,3.5,105.0,DraftKings
Amon-Ra St. Brown,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,6.5,-150,6.5,115.0,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,6.5,-135,6.5,105.0,DraftKings
David Montgomery,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,1.5,-125,1.5,-105.0,DraftKings
Jahmyr Gibbs,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,2.5,-175,,,DraftKings
Jake Ferguson,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,5.5,105,5.5,-135.0,DraftKings
Jalen Tolbert,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,3.5,-135,3.5,105.0,DraftKings
Jameson Williams,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,3.5,-105,3.5,-125.0,DraftKings
Rico Dowdle,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,2.5,-110,2.5,-120.0,DraftKings
Sam LaPorta,N/A,Dallas Cowboys,Detroit Lions,2024,6,2024-10-13T20:25:00Z,4.5,110,4.5,-145.0,DraftKings
Ja'Marr Chase,N/A,New York Giants,Cincinnati Bengals,2024,6,2024-10-14T00:20:00Z,5.5,-145,5.5,110.0,DraftKings
Tee Higgins,N/A,New York Giants,Cincinnati Bengals,2024,6,2024-10-14T00:20:00Z,4.5,-105,4.5,-125.0,DraftKings
Allen Lazard,N/A,New York Jets,Buffalo Bills,2024,6,2024-10-15T00:15:00Z,3.5,115,3.5,-150.0,DraftKings
Breece Hall,N/A,New York Jets,Buffalo Bills,2024,6,2024-10-15T00:15:00Z,3.5,-135,3.5,105.0,DraftKings
Garrett Wilson,N/A,New York Jets,Buffalo Bills,2024,6,2024-10-15T00:15:00Z,5.5,-135,5.5,105.0,DraftKings
Mike Williams,N/A,New York Jets,Buffalo Bills,2024,6,2024-10-15T00:15:00Z,2.5,100,2.5,-130.0,DraftKings
Tyler Conklin,N/A,New York Jets,Buffalo Bills,2024,6,2024-10-15T00:15:00Z,3.5,120,3.5,-155.0,DraftKings
