Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Curtis Samuel,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,1.5,-170,1.5,130,DraftKings
Dalton Kincaid,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,4.5,-115,4.5,-115,DraftKings
Dawson Knox,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,1.5,-115,1.5,-115,DraftKings
James Cook,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,2.5,-110,2.5,-120,DraftKings
Jaylen Waddle,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,4.5,-145,4.5,115,DraftKings
Jonnu Smith,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,1.5,-135,1.5,105,DraftKings
Keon Coleman,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,3.5,-125,3.5,-105,DraftKings
Khalil Shakir,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,3.5,100,3.5,-130,DraftKings
Mack Hollins,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,1.5,-105,1.5,-125,DraftKings
Tyreek Hill,N/A,Miami Dolphins,Buffalo Bills,2024,2,2024-09-13T00:20:00Z,6.5,-140,6.5,110,DraftKings
Alexander Mattison,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,2.5,120,2.5,-155,DraftKings
Brock Bowers,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,3.5,-125,3.5,-105,DraftKings
Davante Adams,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,5.5,115,5.5,-145,DraftKings
Derrick Henry,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,1.5,120,1.5,-155,DraftKings
Isaiah Likely,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,3.5,-115,3.5,-115,DraftKings
Jakobi Meyers,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,3.5,125,3.5,-160,DraftKings
Mark Andrews,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,3.5,105,3.5,-135,DraftKings
Michael Mayer,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,1.5,120,1.5,-155,DraftKings
Rashod Bateman,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,2.5,115,2.5,-145,DraftKings
Tre Tucker,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,1.5,-135,1.5,105,DraftKings
Zamir White,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,1.5,125,1.5,-160,DraftKings
Zay Flowers,N/A,Baltimore Ravens,Las Vegas Raiders,2024,2,2024-09-15T17:00:00Z,4.5,-120,4.5,-110,DraftKings
Adam Thielen,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,3.5,-120,3.5,-110,DraftKings
Chuba Hubbard,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,2.5,145,2.5,-190,DraftKings
Diontae Johnson,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,4.5,125,4.5,-160,DraftKings
Gus Edwards,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,0.5,-210,0.5,160,DraftKings
Hayden Hurst,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,2.5,125,2.5,-160,DraftKings
J.K. Dobbins,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,1.5,-180,1.5,135,DraftKings
Joshua Palmer,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,3.5,-145,3.5,115,DraftKings
Ladd McConkey,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,4.5,135,4.5,-180,DraftKings
Miles Sanders,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,1.5,120,1.5,-155,DraftKings
Quentin Johnston,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,2.5,-165,2.5,125,DraftKings
Xavier Legette,N/A,Carolina Panthers,Los Angeles Chargers,2024,2,2024-09-15T17:00:00Z,2.5,115,2.5,-145,DraftKings
Amari Cooper,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,4.5,105,4.5,-135,DraftKings
Brian Thomas Jr,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,3.5,110,3.5,-140,DraftKings
Christian Kirk,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,4.5,110,4.5,-140,DraftKings
Evan Engram,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,4.5,-135,4.5,105,DraftKings
Gabe Davis,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,2.5,-140,2.5,110,DraftKings
Jerome Ford,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,3.5,110,3.5,-140,DraftKings
Jerry Jeudy,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,3.5,-130,3.5,100,DraftKings
Travis Etienne Jr.,N/A,Jacksonville Jaguars,Cleveland Browns,2024,2,2024-09-15T17:00:00Z,3.5,120,3.5,-155,DraftKings
Alvin Kamara,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,4.5,-115,4.5,-115,DraftKings
Brandin Cooks,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,3.5,-140,3.5,110,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,6.5,-155,6.5,120,DraftKings
Chris Olave,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,4.5,-120,4.5,-110,DraftKings
Ezekiel Elliott,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,2.5,145,2.5,-190,DraftKings
Jalen Tolbert,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,2.5,135,2.5,-180,DraftKings
Juwan Johnson,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,2.5,-115,2.5,-115,DraftKings
Rashid Shaheed,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,3.5,115,3.5,-145,DraftKings
Rico Dowdle,N/A,Dallas Cowboys,New Orleans Saints,2024,2,2024-09-15T17:00:00Z,1.5,-130,1.5,100,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,Tampa Bay Buccaneers,2024,2,2024-09-15T17:00:00Z,6.5,-145,6.5,115,DraftKings
