Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Amon-Ra St. Brown,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,6.5,105,6.5,-135,DraftKings
Cole Kmet,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,3.5,-105,3.5,-125,DraftKings
DJ Moore,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,5.5,110,5.5,-145,DraftKings
D'Andre Swift,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,2.5,130,2.5,-170,DraftKings
David Montgomery,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,1.5,-155,1.5,120,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,2.5,-120,2.5,-110,DraftKings
Jameson Williams,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,3.5,125,3.5,-165,DraftKings
Keenan Allen,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,5.5,-105,5.5,-125,DraftKings
Rome Odunze,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,3.5,-150,3.5,115,DraftKings
Sam LaPorta,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,3.5,-110,3.5,-120,DraftKings
Tim Patrick,N/A,Detroit Lions,Chicago Bears,2024,13,2024-11-28T17:30:00Z,1.5,-170,1.5,130,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,6.5,-135,6.5,105,DraftKings
Darius Slayton,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,1.5,-175,1.5,135,DraftKings
Jalen Tolbert,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,2.5,-105,2.5,-125,DraftKings
Luke Schoonmaker,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,3.5,115,3.5,-150,DraftKings
Malik Nabers,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,6.5,100,6.5,-130,DraftKings
Rico Dowdle,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,2.5,-125,2.5,-105,DraftKings
Theo Johnson,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,2.5,-120,2.5,-110,DraftKings
Tyrone Tracy Jr.,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,1.5,-165,1.5,125,DraftKings
Wan'Dale Robinson,N/A,Dallas Cowboys,New York Giants,2024,13,2024-11-28T21:30:00Z,4.5,110,4.5,-145,DraftKings
Christian Watson,N/A,Green Bay Packers,Miami Dolphins,2024,13,2024-11-29T01:20:00Z,3.5,130,3.5,-170,DraftKings
De'Von Achane,N/A,Green Bay Packers,Miami Dolphins,2024,13,2024-11-29T01:20:00Z,4.5,115,4.5,-150,DraftKings
Dontayvion Wicks,N/A,Green Bay Packers,Miami Dolphins,2024,13,2024-11-29T01:20:00Z,3.5,120,3.5,-155,DraftKings
Jayden Reed,N/A,Green Bay Packers,Miami Dolphins,2024,13,2024-11-29T01:20:00Z,4.5,115,4.5,-150,DraftKings
Jaylen Waddle,N/A,Green Bay Packers,Miami Dolphins,2024,13,2024-11-29T01:20:00Z,3.5,-110,3.5,-120,DraftKings
Jonnu Smith,N/A,Green Bay Packers,Miami Dolphins,2024,13,2024-11-29T01:20:00Z,4.5,-125,4.5,-105,DraftKings
