Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Calvin Austin III,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,1.5,105,1.5,-135,DraftKings
Cedric Tillman,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,3.5,-125,3.5,-105,DraftKings
Darnell Washington,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,1.5,110,1.5,-145,DraftKings
David Njoku,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,4.5,-120,4.5,-110,DraftKings
Elijah Moore,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,3.5,115,3.5,-150,DraftKings
George Pickens,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,4.5,110,4.5,-145,DraftKings
Jaylen Warren,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,2.5,125,2.5,-165,DraftKings
Jerome Ford,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,1.5,-165,1.5,125,DraftKings
Jerry Jeudy,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,3.5,-130,3.5,100,DraftKings
Najee Harris,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,1.5,-105,1.5,-125,DraftKings
Pat Freiermuth,N/A,Cleveland Browns,Pittsburgh Steelers,2024,12,2024-11-22T01:15:00Z,1.5,-205,1.5,155,DraftKings
DeAndre Hopkins,N/A,Carolina Panthers,Kansas City Chiefs,2024,12,2024-11-24T18:00:00Z,3.5,-165,3.5,125,DraftKings
Justin Watson,N/A,Carolina Panthers,Kansas City Chiefs,2024,12,2024-11-24T18:00:00Z,1.5,125,1.5,-165,DraftKings
Noah Gray,N/A,Carolina Panthers,Kansas City Chiefs,2024,12,2024-11-24T18:00:00Z,1.5,-175,1.5,135,DraftKings
Travis Kelce,N/A,Carolina Panthers,Kansas City Chiefs,2024,12,2024-11-24T18:00:00Z,6.5,110,6.5,-145,DraftKings
Xavier Worthy,N/A,Carolina Panthers,Kansas City Chiefs,2024,12,2024-11-24T18:00:00Z,2.5,-145,2.5,110,DraftKings
Aaron Jones,N/A,Chicago Bears,Minnesota Vikings,2024,12,2024-11-24T18:00:00Z,2.5,-110,2.5,-120,DraftKings
