Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Isiah Pacheco,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,-105,DraftKings
Derrick Henry,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,-125,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,110,DraftKings
Rashee Rice,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,175,DraftKings
Xavier Worthy,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,180,DraftKings
Mark Andrews,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,175,DraftKings
Lamar Jackson,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,215,DraftKings
Zay Flowers,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,190,DraftKings
Patrick Mahomes,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,330,DraftKings
Carson Steele,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,450,DraftKings
Samaje Perine,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,475,DraftKings
Rashod Bateman,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,450,DraftKings
Justin Watson,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,600,DraftKings
Justice Hill,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,550,DraftKings
Isaiah Likely,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,650,DraftKings
Nelson Agholor,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,750,DraftKings
JuJu Smith-Schuster,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,800,DraftKings
Mecole Hardman,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,750,DraftKings
Noah Gray,N/A,Kansas City Chiefs,Baltimore Ravens,2024,1,2024-09-06T00:20:00Z,1000,DraftKings
