Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
David Montgomery,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,-165,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,-165,DraftKings
Josh Jacobs,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,-150,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,-105,DraftKings
Jayden Reed,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,135,DraftKings
Sam LaPorta,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,200,DraftKings
Jameson Williams,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,190,DraftKings
Christian Watson,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,185,DraftKings
Tucker Kraft,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,200,DraftKings
Dontayvion Wicks,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,260,DraftKings
Tim Patrick,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,450,DraftKings
Jordan Love,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,425,DraftKings
Chris Brooks,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,450,DraftKings
Green Bay Packers D/ST,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,550,DraftKings
Detroit Lions D/ST,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,500,DraftKings
Emanuel Wilson,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,850,DraftKings
Bo Melton,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,750,DraftKings
Brock Wright,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,900,DraftKings
Allen Robinson II,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,900,DraftKings
Jared Goff,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,1200,DraftKings
Craig Reynolds,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,1300,DraftKings
Malik Heath,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,1000,DraftKings
John FitzPatrick,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,1500,DraftKings
Ben Sims,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,1200,DraftKings
Shane Zylstra,N/A,Detroit Lions,Green Bay Packers,2024,14,2024-12-06T01:15:00Z,1600,DraftKings
