Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Ja'Marr Chase,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,8.5,115,8.5,-150,DraftKings
Tee Higgins,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,6.5,100,6.5,-130,DraftKings
George Pickens,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,4.5,-130,4.5,100,DraftKings
Pat Freiermuth,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,3.5,-105,3.5,-125,DraftKings
Mike Gesicki,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,3.5,105,3.5,-135,DraftKings
Jaylen Warren,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,3.5,135,3.5,-175,DraftKings
Andrei Iosivas,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,2.5,-120,2.5,-110,DraftKings
Calvin Austin III,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,2.5,-115,2.5,-115,DraftKings
Najee Harris,N/A,Pittsburgh Steelers,Cincinnati Bengals,2024,18,2025-01-05T01:00:00Z,1.5,110,1.5,-145,DraftKings
Bijan Robinson,N/A,Atlanta Falcons,Carolina Panthers,2024,18,2025-01-05T18:00:00Z,2.5,-155,2.5,120,DraftKings
DJ Moore,N/A,Green Bay Packers,Chicago Bears,2024,18,2025-01-05T18:00:00Z,6.5,125,6.5,-165,DraftKings
Keenan Allen,N/A,Green Bay Packers,Chicago Bears,2024,18,2025-01-05T18:00:00Z,5.5,115,5.5,-150,DraftKings
D'Andre Swift,N/A,Green Bay Packers,Chicago Bears,2024,18,2025-01-05T18:00:00Z,2.5,110,2.5,-145,DraftKings
Cole Kmet,N/A,Green Bay Packers,Chicago Bears,2024,18,2025-01-05T18:00:00Z,1.5,-200,1.5,150,DraftKings
Malik Nabers,N/A,Philadelphia Eagles,New York Giants,2024,18,2025-01-05T18:00:00Z,6.5,-115,6.5,-115,DraftKings
Tyrone Tracy Jr.,N/A,Philadelphia Eagles,New York Giants,2024,18,2025-01-05T18:00:00Z,2.5,-110,2.5,-120,DraftKings
Courtland Sutton,N/A,Denver Broncos,Kansas City Chiefs,2024,18,2025-01-05T21:25:00Z,5.5,115,5.5,-150,DraftKings
Marvin Mims Jr.,N/A,Denver Broncos,Kansas City Chiefs,2024,18,2025-01-05T21:25:00Z,2.5,-170,2.5,130,DraftKings
Devaughn Vele,N/A,Denver Broncos,Kansas City Chiefs,2024,18,2025-01-05T21:25:00Z,1.5,-185,1.5,140,DraftKings
Jaleel McLaughlin,N/A,Denver Broncos,Kansas City Chiefs,2024,18,2025-01-05T21:25:00Z,1.5,140,1.5,-185,DraftKings
Brock Bowers,N/A,Las Vegas Raiders,Los Angeles Chargers,2024,18,2025-01-05T21:25:00Z,7.5,-115,7.5,-115,DraftKings
Jakobi Meyers,N/A,Las Vegas Raiders,Los Angeles Chargers,2024,18,2025-01-05T21:25:00Z,5.5,110,5.5,-145,DraftKings
Jaxon Smith-Njigba,N/A,Los Angeles Rams,Seattle Seahawks,2024,18,2025-01-05T21:25:00Z,5.5,-145,5.5,110,DraftKings
DK Metcalf,N/A,Los Angeles Rams,Seattle Seahawks,2024,18,2025-01-05T21:25:00Z,4.5,110,4.5,-145,DraftKings
Noah Fant,N/A,Los Angeles Rams,Seattle Seahawks,2024,18,2025-01-05T21:25:00Z,3.5,125,3.5,-165,DraftKings
Tyler Lockett,N/A,Los Angeles Rams,Seattle Seahawks,2024,18,2025-01-05T21:25:00Z,1.5,-185,1.5,140,DraftKings
Davante Adams,N/A,New York Jets,Miami Dolphins,2024,18,2025-01-05T21:25:00Z,5.5,-125,5.5,-105,DraftKings
Garrett Wilson,N/A,New York Jets,Miami Dolphins,2024,18,2025-01-05T21:25:00Z,4.5,-135,4.5,105,DraftKings
Breece Hall,N/A,New York Jets,Miami Dolphins,2024,18,2025-01-05T21:25:00Z,3.5,135,3.5,-175,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,6.5,-150,6.5,115,DraftKings
Justin Jefferson,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,6.5,-125,6.5,-105,DraftKings
Jordan Addison,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,5.5,125,5.5,-165,DraftKings
Sam LaPorta,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,4.5,-145,4.5,110,DraftKings
T.J. Hockenson,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,4.5,105,4.5,-135,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,4.5,115,4.5,-150,DraftKings
Jameson Williams,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,3.5,-165,3.5,125,DraftKings
Tim Patrick,N/A,Detroit Lions,Minnesota Vikings,2024,18,2025-01-06T01:23:00Z,1.5,-190,1.5,145,DraftKings
