game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point,over/under
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,DraftKings,11/2/2025,New England Patriots,Atlanta Falcons,spreads,Atlanta Falcons,,-102,4.5,45.5
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,DraftKings,11/2/2025,New England Patriots,Atlanta Falcons,spreads,New England Patriots,,-118,-4.5,45.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,11/2/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-102,12.5,43.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,11/2/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-118,-12.5,43.5
016f76d8237e8d4eb62b9c2ef68381bb,11/2/2025,FALSE,DraftKings,11/2/2025,Cincinnati Bengals,Chicago Bears,spreads,Chicago Bears,,-120,-2.5,51.5
016f76d8237e8d4eb62b9c2ef68381bb,11/2/2025,FALSE,DraftKings,11/2/2025,Cincinnati Bengals,Chicago Bears,spreads,Cincinnati Bengals,,100,2.5,51.5
72e2ce6652bbb3901f60b38bec05bf5f,11/2/2025,FALSE,DraftKings,11/2/2025,Houston Texans,Denver Broncos,spreads,Denver Broncos,,-110,1.5,40.5
72e2ce6652bbb3901f60b38bec05bf5f,11/2/2025,FALSE,DraftKings,11/2/2025,Houston Texans,Denver Broncos,spreads,Houston Texans,,-110,-1.5,40.5
cf95657d78ab3e515203df1d19c3b0c2,11/2/2025,FALSE,DraftKings,11/2/2025,Detroit Lions,Minnesota Vikings,spreads,Detroit Lions,,-110,-9.5,47.5
cf95657d78ab3e515203df1d19c3b0c2,11/2/2025,FALSE,DraftKings,11/2/2025,Detroit Lions,Minnesota Vikings,spreads,Minnesota Vikings,,-110,9.5,47.5
2340a6e0794d5688996dcf8aaf634742,11/2/2025,FALSE,DraftKings,11/2/2025,Pittsburgh Steelers,Indianapolis Colts,spreads,Indianapolis Colts,,-108,-3.5,50.5
2340a6e0794d5688996dcf8aaf634742,11/2/2025,FALSE,DraftKings,11/2/2025,Pittsburgh Steelers,Indianapolis Colts,spreads,Pittsburgh Steelers,,-112,3.5,50.5
b60025aea576e2e89ef7bc7303f847ec,11/2/2025,FALSE,DraftKings,11/2/2025,Tennessee Titans,Los Angeles Chargers,spreads,Los Angeles Chargers,,-112,-10,43.5
b60025aea576e2e89ef7bc7303f847ec,11/2/2025,FALSE,DraftKings,11/2/2025,Tennessee Titans,Los Angeles Chargers,spreads,Tennessee Titans,,-108,10,43.5
a788e7cebff4b5fe10034710090e4529,11/2/2025,FALSE,DraftKings,11/2/2025,New York Giants,San Francisco 49ers,spreads,New York Giants,,100,2.5,48.5
a788e7cebff4b5fe10034710090e4529,11/2/2025,FALSE,DraftKings,11/2/2025,New York Giants,San Francisco 49ers,spreads,San Francisco 49ers,,-120,-2.5,48.5
d0bf341e7959d69b55f1a8ff09065234,11/2/2025,FALSE,DraftKings,11/2/2025,Las Vegas Raiders,Jacksonville Jaguars,spreads,Jacksonville Jaguars,,100,-3,43.5
d0bf341e7959d69b55f1a8ff09065234,11/2/2025,FALSE,DraftKings,11/2/2025,Las Vegas Raiders,Jacksonville Jaguars,spreads,Las Vegas Raiders,,-120,3,43.5
b08df670a95f1809707b335dc75081c6,11/2/2025,FALSE,DraftKings,11/2/2025,Los Angeles Rams,New Orleans Saints,spreads,Los Angeles Rams,,-115,-14,43.5
b08df670a95f1809707b335dc75081c6,11/2/2025,FALSE,DraftKings,11/2/2025,Los Angeles Rams,New Orleans Saints,spreads,New Orleans Saints,,-105,14,43.5
61531628516decd1ee8116da5f6f9056,11/2/2025,FALSE,DraftKings,11/2/2025,Buffalo Bills,Kansas City Chiefs,spreads,Buffalo Bills,,-115,2.5,52.5
61531628516decd1ee8116da5f6f9056,11/2/2025,FALSE,DraftKings,11/2/2025,Buffalo Bills,Kansas City Chiefs,spreads,Kansas City Chiefs,,-105,-2.5,52.5
c2fd8a23091a954fb21ff6d3537db826,11/3/2025,FALSE,DraftKings,11/2/2025,Washington Commanders,Seattle Seahawks,spreads,Seattle Seahawks,,-105,-3,48.5
c2fd8a23091a954fb21ff6d3537db826,11/3/2025,FALSE,DraftKings,11/2/2025,Washington Commanders,Seattle Seahawks,spreads,Washington Commanders,,-115,3,48.5
f3dfb574e0a542375a480534525ee6cf,11/4/2025,FALSE,DraftKings,11/2/2025,Dallas Cowboys,Arizona Cardinals,spreads,Arizona Cardinals,,-102,3,54.5
f3dfb574e0a542375a480534525ee6cf,11/4/2025,FALSE,DraftKings,11/2/2025,Dallas Cowboys,Arizona Cardinals,spreads,Dallas Cowboys,,-118,-3,54.5
