game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,Drew Ogletree,1800,
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,KhaDarel Hodge,1800,
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,Laquon Treadwell,2200,
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,Jamal Agnew,2200,
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,Nathan Carter,3500,
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,Feleipe Franks,4000,
42473c1ddf8f424069ff3f264dd8dca4,11/9/2025,FALSE,DraftKings,11/8/2025,Indianapolis Colts,Atlanta Falcons,player_anytime_td,Yes,Teagan Quitoriano,4000,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Derrick Henry,-150,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Justin Jefferson,125,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Mark Andrews,135,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Zay Flowers,135,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Aaron Jones,140,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Jordan Addison,185,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Lamar Jackson,235,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Jordan Mason,265,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Rashod Bateman,280,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Isaiah Likely,280,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,T.J. Hockenson,290,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,J.J. McCarthy,425,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Jalen Nailor,500,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,DeAndre Hopkins,500,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Baltimore Ravens D/ST,550,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Justice Hill,600,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Minnesota Vikings D/ST,600,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Nick Vannett,750,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Keaton Mitchell,850,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Charlie Kolar,850,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Devontez Walker,1400,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Adam Thielen,1700,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Tylan Wallace,1700,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Ben Yurosek,1800,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Myles Price,2000,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Ben Sims,2000,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Zavier Scott,2200,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,LaJohntay Wester,2200,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Rasheen Ali,2500,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Tai Felton,3000,
9900b89c4776c5b47dd26ca4c755edf9,11/9/2025,FALSE,DraftKings,11/8/2025,Minnesota Vikings,Baltimore Ravens,player_anytime_td,Yes,Patrick Ricard,5500,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,James Cook,-185,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,De'Von Achane,-150,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Josh Allen,-140,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Jaylen Waddle,155,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Dalton Kincaid,205,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Khalil Shakir,225,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Keon Coleman,240,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Malik Washington,250,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Ollie Gordon II,320,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Jaylen Wright,330,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Ty Johnson,340,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Ray Davis,340,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Dawson Knox,400,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Joshua Palmer,425,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Buffalo Bills D/ST,500,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Julian Hill,550,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Miami Dolphins D/ST,600,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Nick Westbrook-Ikhine,650,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Elijah Moore,650,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Curtis Samuel,650,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Greg Dulcich,700,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Jackson Hawes,900,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Tyrell Shavers,1100,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Cedrick Wilson Jr.,1800,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Alec Ingold,1900,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Tahj Washington,2000,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Reggie Gilliam,2000,
3c10bc18680995136017c3bfd3152334,11/9/2025,FALSE,DraftKings,11/8/2025,Miami Dolphins,Buffalo Bills,player_anytime_td,Yes,Tua Tagovailoa,2200,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Rico Dowdle,-150,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Tetairoa McMillan,160,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Alvin Kamara,165,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Xavier Legette,245,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Jalen Coker,275,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Chris Olave,290,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Chuba Hubbard,330,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Juwan Johnson,340,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Taysom Hill,360,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Ja'Tavion Sanders,380,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Jimmy Horn Jr.,475,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Carolina Panthers D/ST,475,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,New Orleans Saints D/ST,500,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Tommy Tremble,600,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Devin Neal,600,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Brandin Cooks,650,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Bryce Young,700,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Devaughn Vele,700,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Tyler Shough,750,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Mason Tipton,1000,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Hunter Renfrow,1000,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Foster Moreau,1000,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Brycen Tremayne,1200,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Mitchell Evans,1600,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,James Mitchell,1600,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Trevor Etienne,1900,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Jack Stoll,1900,
21f47a328fb2ab65c01360a7a2bd9571,11/9/2025,FALSE,DraftKings,11/8/2025,Carolina Panthers,New Orleans Saints,player_anytime_td,Yes,Zaire Mitchell-Paden,1900,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Kyle Monangai,-185,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,D'Andre Swift,-155,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Rome Odunze,155,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Tyrone Tracy Jr.,170,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,DJ Moore,175,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Jaxson Dart,180,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Theo Johnson,225,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Wan'Dale Robinson,225,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Colston Loveland,250,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Caleb Williams,265,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Devin Singletary,265,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Darius Slayton,270,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Olamide Zaccheaus,390,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Cole Kmet,400,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Daniel Bellinger,500,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Chicago Bears D/ST,500,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,New York Giants D/ST,500,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Luther Burden III,550,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Ray-Ray McCloud III,550,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Thomas Fidone,550,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Brittain Brown,900,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Devin Duvernay,1100,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Travis Homer,1300,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Roschon Johnson,1400,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Gunner Olszewski,1400,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Jalin Hyatt,1400,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Durham Smythe,1600,
3b1a97366685a96e6e1940ae56cc4d31,11/9/2025,FALSE,DraftKings,11/8/2025,Chicago Bears,New York Giants,player_anytime_td,Yes,Chris Manhertz,1700,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Quinshon Judkins,-145,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Breece Hall,160,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Garrett Wilson,210,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Justin Fields,220,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Mason Taylor,290,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Jerry Jeudy,310,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Harold Fannin Jr.,320,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,David Njoku,330,
844b89333f293f055f8e0c147fb9fec5,11/9/2025,FALSE,DraftKings,11/8/2025,New York Jets,Cleveland Browns,player_anytime_td,Yes,Cedric Tillman,380,
