game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point,over/under
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,spreads,Detroit Lions,,-115,-2.5,48.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,spreads,Green Bay Packers,,-105,2.5,48.5
de53b8a594fe830c5fd56484705cd756,11/27/2025,FALSE,DraftKings,11/26/2025,Dallas Cowboys,Kansas City Chiefs,spreads,Dallas Cowboys,,-115,3.5,52.5
de53b8a594fe830c5fd56484705cd756,11/27/2025,FALSE,DraftKings,11/26/2025,Dallas Cowboys,Kansas City Chiefs,spreads,Kansas City Chiefs,,-105,-3.5,52.5
883a79a306b312fad75ebf04b441b4da,11/28/2025,FALSE,DraftKings,11/26/2025,Baltimore Ravens,Cincinnati Bengals,spreads,Baltimore Ravens,,-110,-7,51.5
883a79a306b312fad75ebf04b441b4da,11/28/2025,FALSE,DraftKings,11/26/2025,Baltimore Ravens,Cincinnati Bengals,spreads,Cincinnati Bengals,,-110,7,51.5
52f539d9d080618aa8830a0b03846a80,11/28/2025,FALSE,DraftKings,11/26/2025,Philadelphia Eagles,Chicago Bears,spreads,Chicago Bears,,-115,7,44.5
52f539d9d080618aa8830a0b03846a80,11/28/2025,FALSE,DraftKings,11/26/2025,Philadelphia Eagles,Chicago Bears,spreads,Philadelphia Eagles,,-105,-7,44.5
c0d324e29ce58b36bdc77564f7aae56f,11/30/2025,FALSE,DraftKings,11/26/2025,Tampa Bay Buccaneers,Arizona Cardinals,spreads,Arizona Cardinals,,-108,3,44.5
c0d324e29ce58b36bdc77564f7aae56f,11/30/2025,FALSE,DraftKings,11/26/2025,Tampa Bay Buccaneers,Arizona Cardinals,spreads,Tampa Bay Buccaneers,,-112,-3,44.5
9da608f5bdae527b280abd61e47a110b,11/30/2025,FALSE,DraftKings,11/26/2025,New York Jets,Atlanta Falcons,spreads,Atlanta Falcons,,-110,-2.5,39.5
9da608f5bdae527b280abd61e47a110b,11/30/2025,FALSE,DraftKings,11/26/2025,New York Jets,Atlanta Falcons,spreads,New York Jets,,-110,2.5,39.5
67e51d17848485bed8737bd7043a275a,11/30/2025,FALSE,DraftKings,11/26/2025,Carolina Panthers,Los Angeles Rams,spreads,Carolina Panthers,,-112,10.5,44.5
67e51d17848485bed8737bd7043a275a,11/30/2025,FALSE,DraftKings,11/26/2025,Carolina Panthers,Los Angeles Rams,spreads,Los Angeles Rams,,-108,-10.5,44.5
36fcf5ca155a5dcd2f7a87fd2a985b02,11/30/2025,FALSE,DraftKings,11/26/2025,Cleveland Browns,San Francisco 49ers,spreads,Cleveland Browns,,-108,4.5,37.5
36fcf5ca155a5dcd2f7a87fd2a985b02,11/30/2025,FALSE,DraftKings,11/26/2025,Cleveland Browns,San Francisco 49ers,spreads,San Francisco 49ers,,-112,-4.5,37.5
fa46c661007f5f0cbbf6abf939ac9d51,11/30/2025,FALSE,DraftKings,11/26/2025,Indianapolis Colts,Houston Texans,spreads,Houston Texans,,-110,4.5,44.5
fa46c661007f5f0cbbf6abf939ac9d51,11/30/2025,FALSE,DraftKings,11/26/2025,Indianapolis Colts,Houston Texans,spreads,Indianapolis Colts,,-110,-4.5,44.5
61e1e459b2ddafd43e8808d4f40c01d9,11/30/2025,FALSE,DraftKings,11/26/2025,Tennessee Titans,Jacksonville Jaguars,spreads,Jacksonville Jaguars,,-108,-6.5,42.5
61e1e459b2ddafd43e8808d4f40c01d9,11/30/2025,FALSE,DraftKings,11/26/2025,Tennessee Titans,Jacksonville Jaguars,spreads,Tennessee Titans,,-112,6.5,42.5
e3c9bfba57bbe784481d881ea3b4519d,11/30/2025,FALSE,DraftKings,11/26/2025,Miami Dolphins,New Orleans Saints,spreads,Miami Dolphins,,-108,-6,41.5
e3c9bfba57bbe784481d881ea3b4519d,11/30/2025,FALSE,DraftKings,11/26/2025,Miami Dolphins,New Orleans Saints,spreads,New Orleans Saints,,-112,6,41.5
6f956074c4df48e7b07a3286a6c6ed2a,11/30/2025,FALSE,DraftKings,11/26/2025,Seattle Seahawks,Minnesota Vikings,spreads,Minnesota Vikings,,-110,10.5,41.5
6f956074c4df48e7b07a3286a6c6ed2a,11/30/2025,FALSE,DraftKings,11/26/2025,Seattle Seahawks,Minnesota Vikings,spreads,Seattle Seahawks,,-110,-10.5,41.5
365a766a3862bc47a5455dc3b097421e,11/30/2025,FALSE,DraftKings,11/26/2025,Pittsburgh Steelers,Buffalo Bills,spreads,Buffalo Bills,,-110,-3.5,47.5
365a766a3862bc47a5455dc3b097421e,11/30/2025,FALSE,DraftKings,11/26/2025,Pittsburgh Steelers,Buffalo Bills,spreads,Pittsburgh Steelers,,-110,3.5,47.5
76ac5a8d2c8679ae6ea8861114791bd8,11/30/2025,FALSE,DraftKings,11/26/2025,Los Angeles Chargers,Las Vegas Raiders,spreads,Las Vegas Raiders,,-112,10,41.5
76ac5a8d2c8679ae6ea8861114791bd8,11/30/2025,FALSE,DraftKings,11/26/2025,Los Angeles Chargers,Las Vegas Raiders,spreads,Los Angeles Chargers,,-108,-10,41.5
9c040de8f1dfc3ddee20e0d65c9402de,12/1/2025,FALSE,DraftKings,11/26/2025,Washington Commanders,Denver Broncos,spreads,Denver Broncos,,-110,-6.5,43.5
9c040de8f1dfc3ddee20e0d65c9402de,12/1/2025,FALSE,DraftKings,11/26/2025,Washington Commanders,Denver Broncos,spreads,Washington Commanders,,-110,6.5,43.5
3e65786eddd4c7aee9e7f2504f6fdedc,12/2/2025,FALSE,DraftKings,11/26/2025,New England Patriots,New York Giants,spreads,New England Patriots,,-115,-7,46.5
3e65786eddd4c7aee9e7f2504f6fdedc,12/2/2025,FALSE,DraftKings,11/26/2025,New England Patriots,New York Giants,spreads,New York Giants,,-105,7,46.5
