Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Brandin Cooks,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,3.5,114,3.5,-145,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,6.5,-135,6.5,105,DraftKings
DK Metcalf,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,4.5,-140,4.5,110,DraftKings
Jake Ferguson,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,3.5,-125,3.5,-105,DraftKings
Jaxon Smith-Njigba,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,4.5,120,4.5,-150,DraftKings
Noah Fant,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,1.5,-135,1.5,105,DraftKings
Tony Pollard,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,3.5,114,3.5,-145,DraftKings
Tyler Lockett,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,4.5,-110,4.5,-120,DraftKings
Zach Charbonnet,N/A,Dallas Cowboys,Seattle Seahawks,2023,13,2023-12-01T01:16:00Z,3.5,110,3.5,-140,DraftKings
Jaylen Warren,N/A,Pittsburgh Steelers,Arizona Cardinals,2023,13,2023-12-03T18:01:00Z,2.5,-150,2.5,120,DraftKings
Pat Freiermuth,N/A,Pittsburgh Steelers,Arizona Cardinals,2023,13,2023-12-03T18:01:00Z,3.5,105,3.5,-135,DraftKings
Breece Hall,N/A,New York Jets,Atlanta Falcons,2023,13,2023-12-03T18:01:00Z,3.5,-145,3.5,114,DraftKings
Drake London,N/A,New York Jets,Atlanta Falcons,2023,13,2023-12-03T18:01:00Z,3.5,-140,3.5,110,DraftKings
Tyler Conklin,N/A,New York Jets,Atlanta Falcons,2023,13,2023-12-03T18:01:00Z,2.5,-166,2.5,130,DraftKings
Courtland Sutton,N/A,Houston Texans,Denver Broncos,2023,13,2023-12-03T18:01:00Z,4.5,-115,4.5,-115,DraftKings
Javonte Williams,N/A,Houston Texans,Denver Broncos,2023,13,2023-12-03T18:01:00Z,2.5,-160,2.5,124,DraftKings
Jerry Jeudy,N/A,Houston Texans,Denver Broncos,2023,13,2023-12-03T18:01:00Z,3.5,-145,3.5,114,DraftKings
Samaje Perine,N/A,Houston Texans,Denver Broncos,2023,13,2023-12-03T18:01:00Z,2.5,114,2.5,-145,DraftKings
Amon-Ra St. Brown,N/A,New Orleans Saints,Detroit Lions,2023,13,2023-12-03T18:01:00Z,7.5,110,7.5,-140,DraftKings
