Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Stefon Diggs,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,-130,DraftKings
James Cook,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,125,DraftKings
Josh Allen,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,140,DraftKings
Gabriel Davis,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,145,DraftKings
Latavius Murray,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,185,DraftKings
Dalton Kincaid,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,190,DraftKings
Rachaad White,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,150,DraftKings
Mike Evans,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,165,DraftKings
Chris Godwin,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,235,DraftKings
Khalil Shakir,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,550,DraftKings
Cade Otton,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,425,DraftKings
Trey Palmer,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,550,DraftKings
Deonte Harty,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,700,DraftKings
Trent Sherfield,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,800,DraftKings
Ke'Shawn Vaughn,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,600,DraftKings
Baker Mayfield,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,650,DraftKings
Ty Johnson,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,1100,DraftKings
Deven Thompkins,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,850,DraftKings
Reggie Gilliam,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,1100,DraftKings
