Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Austin Ekeler,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,4.5,-105,4.5,-125,DraftKings
Donald Parham Jr.,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,1.5,140,1.5,-180,DraftKings
Gerald Everett,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,3.5,110,3.5,-140,DraftKings
Joshua Palmer,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,3.5,120,3.5,-150,DraftKings
Quentin Johnston,N/A,Las Vegas Raiders,Los Angeles Chargers,2023,15,2023-12-15T01:16:00Z,2.5,-115,2.5,-115,DraftKings
Ja'Marr Chase,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,5.5,-110,5.5,-120,DraftKings
Joe Mixon,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,3.5,100,3.5,-130,DraftKings
Jordan Addison,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,3.5,124,3.5,-160,DraftKings
Justin Jefferson,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,6.5,120,6.5,-150,DraftKings
K.J. Osborn,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,2.5,-105,2.5,-125,DraftKings
T.J. Hockenson,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,5.5,100,5.5,-130,DraftKings
Tanner Hudson,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,2.5,140,2.5,-180,DraftKings
Tee Higgins,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,3.5,114,3.5,-145,DraftKings
Tyler Boyd,N/A,Cincinnati Bengals,Minnesota Vikings,2023,15,2023-12-16T18:01:00Z,3.5,130,3.5,-166,DraftKings
Alec Pierce,N/A,Indianapolis Colts,Pittsburgh Steelers,2023,15,2023-12-16T21:31:00Z,2.5,130,2.5,-166,DraftKings
Josh Downs,N/A,Indianapolis Colts,Pittsburgh Steelers,2023,15,2023-12-16T21:31:00Z,3.5,-150,3.5,120,DraftKings
Michael Pittman Jr.,N/A,Indianapolis Colts,Pittsburgh Steelers,2023,15,2023-12-16T21:31:00Z,6.5,-145,6.5,114,DraftKings
Zack Moss,N/A,Indianapolis Colts,Pittsburgh Steelers,2023,15,2023-12-16T21:31:00Z,2.5,114,2.5,-145,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,6.5,-105,6.5,-125,DraftKings
Brock Wright,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,0.5,-166,0.5,130,DraftKings
Courtland Sutton,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,4.5,110,4.5,-140,DraftKings
David Montgomery,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,1.5,-110,1.5,-120,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,3.5,-120,3.5,-110,DraftKings
Javonte Williams,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,3.5,114,3.5,-145,DraftKings
Jerry Jeudy,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,3.5,-125,3.5,-105,DraftKings
Josh Reynolds,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,1.5,-125,1.5,-105,DraftKings
Kalif Raymond,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,1.5,-135,1.5,105,DraftKings
Lil'Jordan Humphrey,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,0.5,-175,0.5,135,DraftKings
Marvin Mims,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,1.5,-125,1.5,-105,DraftKings
Sam LaPorta,N/A,Detroit Lions,Denver Broncos,2023,15,2023-12-17T01:16:00Z,4.5,-135,4.5,105,DraftKings
Adam Thielen,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,4.5,100,4.5,-130,DraftKings
Bijan Robinson,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,2.5,-130,2.5,100,DraftKings
Chuba Hubbard,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,2.5,154,2.5,-200,DraftKings
DJ Chark Jr.,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,1.5,-175,1.5,135,DraftKings
Drake London,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,4.5,130,4.5,-166,DraftKings
Jonathan Mingo,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,3.5,-145,3.5,114,DraftKings
KhaDarel Hodge,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,0.5,-125,0.5,-105,DraftKings
Kyle Pitts,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,3.5,124,3.5,-160,DraftKings
Van Jefferson,N/A,Carolina Panthers,Atlanta Falcons,2023,15,2023-12-17T18:03:00Z,0.5,-166,0.5,130,DraftKings
Amari Cooper,N/A,Cleveland Browns,Chicago Bears,2023,15,2023-12-17T18:03:00Z,4.5,-120,4.5,-110,DraftKings
David Njoku,N/A,Cleveland Browns,Chicago Bears,2023,15,2023-12-17T18:03:00Z,4.5,105,4.5,-135,DraftKings
Elijah Moore,N/A,Cleveland Browns,Chicago Bears,2023,15,2023-12-17T18:03:00Z,3.5,-115,3.5,-115,DraftKings
Cade Otton,N/A,Green Bay Packers,Tampa Bay Buccaneers,2023,15,2023-12-17T18:03:00Z,2.5,-150,2.5,120,DraftKings
Mike Evans,N/A,Green Bay Packers,Tampa Bay Buccaneers,2023,15,2023-12-17T18:03:00Z,5.5,120,5.5,-150,DraftKings
Rachaad White,N/A,Green Bay Packers,Tampa Bay Buccaneers,2023,15,2023-12-17T18:03:00Z,3.5,135,3.5,-175,DraftKings
Tucker Kraft,N/A,Green Bay Packers,Tampa Bay Buccaneers,2023,15,2023-12-17T18:03:00Z,3.5,110,3.5,-140,DraftKings
Demario Douglas,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,4.5,-105,4.5,-125,DraftKings
DeVante Parker,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,2.5,-166,2.5,130,DraftKings
Hunter Henry,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,2.5,-140,2.5,110,DraftKings
JuJu Smith-Schuster,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,2.5,114,2.5,-145,DraftKings
Justin Watson,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,1.5,130,1.5,-166,DraftKings
Kadarius Toney,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,1.5,-160,1.5,124,DraftKings
Marquez Valdes-Scantling,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,1.5,-105,1.5,-125,DraftKings
Noah Gray,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,1.5,110,1.5,-140,DraftKings
Rashee Rice,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,5.5,-120,5.5,-115,DraftKings
Skyy Moore,N/A,New England Patriots,Kansas City Chiefs,2023,15,2023-12-17T18:03:00Z,1.5,130,1.5,-166,DraftKings
