Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
A.T. Perry,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,1.5,114,1.5,-145,DraftKings
Alvin Kamara,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,4.5,100,4.5,-130,DraftKings
Chris Olave,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,4.5,-160,4.5,124,DraftKings
Cooper Kupp,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,6.5,110,6.5,-140,DraftKings
Foster Moreau,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,0.5,-238,0.5,180,DraftKings
Jamaal Williams,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,0.5,-180,0.5,140,DraftKings
Jimmy Graham,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,0.5,-200,0.5,154,DraftKings
Juwan Johnson,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,2.5,140,2.5,-180,DraftKings
Kyren Williams,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,3.5,120,3.5,-150,DraftKings
Puka Nacua,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,5.5,100,5.5,-130,DraftKings
Rashid Shaheed,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,2.5,-130,2.5,100,DraftKings
Taysom Hill,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,0.5,-250,0.5,190,DraftKings
Tyler Higbee,N/A,Los Angeles Rams,New Orleans Saints,2023,16,2023-12-22T01:16:00Z,2.5,-125,2.5,-105,DraftKings
Allen Robinson,N/A,Pittsburgh Steelers,Cincinnati Bengals,2023,16,2023-12-23T21:31:00Z,1.5,-125,1.5,-105,DraftKings
Chase Brown,N/A,Pittsburgh Steelers,Cincinnati Bengals,2023,16,2023-12-23T21:31:00Z,2.5,105,2.5,-135,DraftKings
Diontae Johnson,N/A,Pittsburgh Steelers,Cincinnati Bengals,2023,16,2023-12-23T21:31:00Z,3.5,-140,3.5,110,DraftKings
George Pickens,N/A,Pittsburgh Steelers,Cincinnati Bengals,2023,16,2023-12-23T21:31:00Z,3.5,114,3.5,-145,DraftKings
