Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Brian Robinson Jr.,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,-115,DraftKings
Terry McLaurin,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,115,DraftKings
Jahan Dotson,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,210,DraftKings
Antonio Gibson,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,205,DraftKings
Justin Fields,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,150,DraftKings
D.J. Moore,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,155,DraftKings
Curtis Samuel,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,245,DraftKings
Logan Thomas,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,230,DraftKings
Khalil Herbert,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,195,DraftKings
Sam Howell,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,350,DraftKings
Roschon Johnson,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,280,DraftKings
Cole Kmet,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,320,DraftKings
Dyami Brown,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,500,DraftKings
Darnell Mooney,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,425,DraftKings
John Bates,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,700,DraftKings
Byron Pringle,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,700,DraftKings
Cole Turner,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,850,DraftKings
Jamison Crowder,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,1000,DraftKings
Equanimeous St. Brown,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,800,DraftKings
