Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Alvin Kamara,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,105,DraftKings
Travis Etienne Jr.,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,100,DraftKings
Chris Olave,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,170,DraftKings
Calvin Ridley,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,190,DraftKings
Michael Thomas (NO),N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,240,DraftKings
Christian Kirk,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,235,DraftKings
Jamaal Williams,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,255,DraftKings
Taysom Hill,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,310,DraftKings
Evan Engram,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,300,DraftKings
Rashid Shaheed,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,330,DraftKings
Trevor Lawrence,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,450,DraftKings
Foster Moreau,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,500,DraftKings
Jimmy Graham,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,550,DraftKings
Tank Bigsby,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,550,DraftKings
Jamal Agnew,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,700,DraftKings
Kendre Miller,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,850,DraftKings
Derek Carr,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,850,DraftKings
Brenton Strange,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,800,DraftKings
Luke Farrell,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,1500,DraftKings
Keith Kirkwood,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,2000,DraftKings
Tim Jones,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,2000,DraftKings
D'Ernest Johnson,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,1900,DraftKings
Lynn Bowden Jr.,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,2200,DraftKings
Jordan Mims,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,2800,DraftKings
Elijah Cooks,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,1900,DraftKings
JaMycal Hasty,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,1900,DraftKings
A.T. Perry,N/A,New Orleans Saints,Jacksonville Jaguars,2023,7,2023-10-20T00:16:00Z,3000,DraftKings
Bijan Robinson,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,130,DraftKings
Rachaad White,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,155,DraftKings
Mike Evans,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,155,DraftKings
Chris Godwin,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,230,DraftKings
Drake London,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,275,DraftKings
Tyler Allgeier,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,310,DraftKings
Cade Otton,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,390,DraftKings
Trey Palmer,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,400,DraftKings
Kyle Pitts,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,400,DraftKings
Baker Mayfield,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,550,DraftKings
Deven Thompkins,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,550,DraftKings
Ke'Shawn Vaughn,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,500,DraftKings
Desmond Ridder,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,550,DraftKings
Jonnu Smith,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,550,DraftKings
Mack Hollins,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,650,DraftKings
Van Jefferson,N/A,Tampa Bay Buccaneers,Atlanta Falcons,2023,7,2023-10-22T17:01:00Z,750,DraftKings
