Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Amari Cooper,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,4.5,110,4.5,-140,DraftKings
Breece Hall,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,4.5,120,4.5,-150,DraftKings
Cedric Tillman,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,2.5,140,2.5,-180,DraftKings
David Njoku,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,5.5,110,5.5,-140,DraftKings
Elijah Moore,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,2.5,-150,2.5,120,DraftKings
Garrett Wilson,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,4.5,-140,4.5,110,DraftKings
Jerome Ford,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,2.5,-160,2.5,124,DraftKings
Tyler Conklin,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,3.5,100,3.5,-130,DraftKings
Xavier Gipson,N/A,Cleveland Browns,New York Jets,2023,17,2023-12-29T01:15:00Z,1.5,-175,1.5,135,DraftKings
Brandin Cooks,N/A,Dallas Cowboys,Detroit Lions,2023,17,2023-12-31T01:15:00Z,3.5,135,3.5,-175,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,Detroit Lions,2023,17,2023-12-31T01:15:00Z,7.5,-115,7.5,-115,DraftKings
Jake Ferguson,N/A,Dallas Cowboys,Detroit Lions,2023,17,2023-12-31T01:15:00Z,4.5,-135,4.5,105,DraftKings
Jalen Tolbert,N/A,Dallas Cowboys,Detroit Lions,2023,17,2023-12-31T01:15:00Z,1.5,-140,1.5,110,DraftKings
Michael Gallup,N/A,Dallas Cowboys,Detroit Lions,2023,17,2023-12-31T01:15:00Z,1.5,-175,1.5,135,DraftKings
Tony Pollard,N/A,Dallas Cowboys,Detroit Lions,2023,17,2023-12-31T01:15:00Z,2.5,-125,2.5,-105,DraftKings
A.J. Brown,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,6.5,100,6.5,-130,DraftKings
D'Andre Swift,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,1.5,-160,1.5,124,DraftKings
Dallas Goedert,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,4.5,105,4.5,-135,DraftKings
DeVonta Smith,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,4.5,-110,4.5,-120,DraftKings
James Conner,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,2.5,120,2.5,-150,DraftKings
Kenneth Gainwell,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,1.5,114,1.5,-145,DraftKings
Trey McBride,N/A,Philadelphia Eagles,Arizona Cardinals,2023,17,2023-12-31T18:01:00Z,6.5,-105,6.5,-125,DraftKings
Isaiah Likely,N/A,Baltimore Ravens,Miami Dolphins,2023,17,2023-12-31T18:01:00Z,3.5,-140,3.5,110,DraftKings
Nelson Agholor,N/A,Baltimore Ravens,Miami Dolphins,2023,17,2023-12-31T18:01:00Z,1.5,-125,1.5,105,DraftKings
Odell Beckham Jr.,N/A,Baltimore Ravens,Miami Dolphins,2023,17,2023-12-31T18:01:00Z,2.5,-166,2.5,130,DraftKings
Rashod Bateman,N/A,Baltimore Ravens,Miami Dolphins,2023,17,2023-12-31T18:01:00Z,2.5,-115,2.5,-115,DraftKings
Zay Flowers,N/A,Baltimore Ravens,Miami Dolphins,2023,17,2023-12-31T18:01:00Z,4.5,-150,4.5,120,DraftKings
Alec Pierce,N/A,Indianapolis Colts,Las Vegas Raiders,2023,17,2023-12-31T18:01:00Z,2.5,100,2.5,-130,DraftKings
Davante Adams,N/A,Indianapolis Colts,Las Vegas Raiders,2023,17,2023-12-31T18:01:00Z,5.5,-120,5.5,-110,DraftKings
Josh Downs,N/A,Indianapolis Colts,Las Vegas Raiders,2023,17,2023-12-31T18:01:00Z,3.5,-120,3.5,-110,DraftKings
Kylen Granson,N/A,Indianapolis Colts,Las Vegas Raiders,2023,17,2023-12-31T18:01:00Z,2.5,145,2.5,-190,DraftKings
Michael Pittman Jr.,N/A,Indianapolis Colts,Las Vegas Raiders,2023,17,2023-12-31T18:01:00Z,6.5,-140,6.5,110,DraftKings
Cooper Kupp,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,5.5,-145,5.5,114,DraftKings
Daniel Bellinger,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,1.5,124,1.5,-160,DraftKings
Darius Slayton,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,2.5,-130,2.5,100,DraftKings
Darren Waller,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,3.5,-115,3.5,-115,DraftKings
Demarcus Robinson,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,2.5,-140,2.5,110,DraftKings
Jalin Hyatt,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,1.5,-150,1.5,120,DraftKings
Kyren Williams,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,2.5,-125,2.5,-105,DraftKings
Puka Nacua,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,5.5,-125,5.5,-105,DraftKings
Saquon Barkley,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,2.5,-135,2.5,105,DraftKings
Tyler Higbee,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,2.5,-125,2.5,-105,DraftKings
Wan'Dale Robinson,N/A,New York Giants,Los Angeles Rams,2023,17,2023-12-31T18:01:00Z,3.5,-150,3.5,120,DraftKings
Brandon Aiyuk,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,4.5,-110,4.5,-120,DraftKings
Christian McCaffrey,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,3.5,-166,3.5,130,DraftKings
Curtis Samuel,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,4.5,114,4.5,-145,DraftKings
Deebo Samuel,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,4.5,-130,4.5,100,DraftKings
George Kittle,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,3.5,-145,3.5,114,DraftKings
Jahan Dotson,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,2.5,-145,2.5,114,DraftKings
Logan Thomas,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,3.5,130,3.5,-166,DraftKings
Terry McLaurin,N/A,Washington Commanders,San Francisco 49ers,2023,17,2023-12-31T18:01:00Z,4.5,120,4.5,-150,DraftKings
Bijan Robinson,N/A,Chicago Bears,Atlanta Falcons,2023,17,2023-12-31T18:03:00Z,3.5,105,3.5,-135,DraftKings
D.J. Moore,N/A,Chicago Bears,Atlanta Falcons,2023,17,2023-12-31T18:03:00Z,4.5,-140,4.5,110,DraftKings
Drake London,N/A,Chicago Bears,Atlanta Falcons,2023,17,2023-12-31T18:03:00Z,3.5,-125,3.5,-105,DraftKings
Jonnu Smith,N/A,Chicago Bears,Atlanta Falcons,2023,17,2023-12-31T18:03:00Z,2.5,-130,2.5,100,DraftKings
Kyle Pitts,N/A,Chicago Bears,Atlanta Falcons,2023,17,2023-12-31T18:03:00Z,3.5,130,3.5,-166,DraftKings
Van Jefferson,N/A,Chicago Bears,Atlanta Falcons,2023,17,2023-12-31T18:03:00Z,1.5,150,1.5,-195,DraftKings
Dalton Kincaid,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,2.5,-145,2.5,114,DraftKings
Demario Douglas,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,4.5,-130,4.5,100,DraftKings
DeVante Parker,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,3.5,100,3.5,-130,DraftKings
Ezekiel Elliott,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,4.5,-130,4.5,100,DraftKings
Gabriel Davis,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,2.5,-105,2.5,-125,DraftKings
Hunter Henry,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,3.5,130,3.5,-166,DraftKings
James Cook,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,2.5,-160,2.5,124,DraftKings
Khalil Shakir,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,2.5,124,2.5,-160,DraftKings
Stefon Diggs,N/A,Buffalo Bills,New England Patriots,2023,17,2023-12-31T18:03:00Z,5.5,-145,5.5,114,DraftKings
Adam Thielen,N/A,Jacksonville Jaguars,Carolina Panthers,2023,17,2023-12-31T18:03:00Z,4.5,-105,4.5,-125,DraftKings
Calvin Ridley,N/A,Jacksonville Jaguars,Carolina Panthers,2023,17,2023-12-31T18:03:00Z,4.5,-115,4.5,-115,DraftKings
DJ Chark Jr.,N/A,Jacksonville Jaguars,Carolina Panthers,2023,17,2023-12-31T18:03:00Z,2.5,135,2.5,-175,DraftKings
Jonathan Mingo,N/A,Jacksonville Jaguars,Carolina Panthers,2023,17,2023-12-31T18:03:00Z,3.5,135,3.5,-175,DraftKings
Tommy Tremble,N/A,Jacksonville Jaguars,Carolina Panthers,2023,17,2023-12-31T18:03:00Z,1.5,-160,1.5,124,DraftKings
A.T. Perry,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,1.5,135,1.5,-175,DraftKings
Alvin Kamara,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,4.5,130,4.5,-166,DraftKings
Cade Otton,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,2.5,-150,2.5,120,DraftKings
Chris Godwin,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,5.5,120,5.5,-150,DraftKings
Chris Olave,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,5.5,100,5.5,-130,DraftKings
Foster Moreau,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,1.5,145,1.5,-190,DraftKings
Juwan Johnson,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,1.5,-190,1.5,145,DraftKings
Mike Evans,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,4.5,-130,4.5,100,DraftKings
Rachaad White,N/A,Tampa Bay Buccaneers,New Orleans Saints,2023,17,2023-12-31T18:03:00Z,3.5,105,3.5,-135,DraftKings
Allen Robinson,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,1.5,-175,1.5,135,DraftKings
Diontae Johnson,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,3.5,-140,3.5,110,DraftKings
DK Metcalf,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,4.5,110,4.5,-140,DraftKings
George Pickens,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,4.5,140,4.5,-180,DraftKings
Jaylen Warren,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,3.5,-145,3.5,114,DraftKings
Kenneth Walker III,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,2.5,150,2.5,-195,DraftKings
Najee Harris,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,1.5,-110,1.5,-120,DraftKings
Noah Fant,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,1.5,-190,1.5,145,DraftKings
Pat Freiermuth,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,2.5,-130,2.5,100,DraftKings
Tyler Lockett,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,4.5,-120,4.5,-110,DraftKings
Zach Charbonnet,N/A,Seattle Seahawks,Pittsburgh Steelers,2023,17,2023-12-31T21:08:00Z,1.5,105,1.5,-135,DraftKings
Noah Gray,N/A,Kansas City Chiefs,Cincinnati Bengals,2023,17,2023-12-31T21:26:00Z,1.5,100,1.5,-130,DraftKings
Rashee Rice,N/A,Kansas City Chiefs,Cincinnati Bengals,2023,17,2023-12-31T21:26:00Z,5.5,-160,5.5,124,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Cincinnati Bengals,2023,17,2023-12-31T21:26:00Z,5.5,-140,5.5,110,DraftKings
Austin Ekeler,N/A,Denver Broncos,Los Angeles Chargers,2023,17,2023-12-31T21:28:00Z,4.5,120,4.5,-150,DraftKings
Gerald Everett,N/A,Denver Broncos,Los Angeles Chargers,2023,17,2023-12-31T21:28:00Z,4.5,-105,4.5,-125,DraftKings
Javonte Williams,N/A,Denver Broncos,Los Angeles Chargers,2023,17,2023-12-31T21:28:00Z,2.5,124,2.5,-160,DraftKings
Lucas Krull,N/A,Denver Broncos,Los Angeles Chargers,2023,17,2023-12-31T21:28:00Z,1.5,-115,1.5,-115,DraftKings
Aaron Jones,N/A,Minnesota Vikings,Green Bay Packers,2023,17,2024-01-01T01:23:00Z,2.5,-160,2.5,124,DraftKings
Romeo Doubs,N/A,Minnesota Vikings,Green Bay Packers,2023,17,2024-01-01T01:23:00Z,3.5,-110,3.5,-120,DraftKings
Tucker Kraft,N/A,Minnesota Vikings,Green Bay Packers,2023,17,2024-01-01T01:23:00Z,4.5,120,4.5,-150,DraftKings
