Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
D'Onta Foreman,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,115,DraftKings
D.J. Moore,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,170,DraftKings
Chuba Hubbard,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,140,DraftKings
Cole Kmet,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,200,DraftKings
Adam Thielen,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,180,DraftKings
Tyson Bagent,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,275,DraftKings
Darnell Mooney,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,425,DraftKings
Roschon Johnson,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,425,DraftKings
Jonathan Mingo,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,370,DraftKings
Darrynton Evans,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,500,DraftKings
Miles Sanders,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,450,DraftKings
Hayden Hurst,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,600,DraftKings
Terrace Marshall,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,600,DraftKings
Bryce Young,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,650,DraftKings
Tommy Tremble,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,600,DraftKings
Robert Tonyan,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,900,DraftKings
Tyler Scott,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,800,DraftKings
Ihmir Smith-Marsette,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1200,DraftKings
Raheem Blackshear,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1200,DraftKings
Stephen Sullivan,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1200,DraftKings
Trent Taylor,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1800,DraftKings
Velus Jones Jr.,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1500,DraftKings
Marcedes Lewis,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1900,DraftKings
Jonathan Taylor,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,-120,DraftKings
Rhamondre Stevenson,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,125,DraftKings
Michael Pittman Jr.,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,160,DraftKings
Ezekiel Elliott,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,185,DraftKings
Demario Douglas,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,225,DraftKings
DeVante Parker,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,210,DraftKings
Zack Moss,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,220,DraftKings
Josh Downs,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,270,DraftKings
Hunter Henry,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,290,DraftKings
Jalen Reagor,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,370,DraftKings
Alec Pierce,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,310,DraftKings
JuJu Smith-Schuster,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,400,DraftKings
Kylen Granson,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,500,DraftKings
Mike Gesicki,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,550,DraftKings
Andrew Ogletree,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,550,DraftKings
