Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Zay Flowers,N/A,Baltimore Ravens,Indianapolis Colts,2023,3,2023-09-24T17:04:00Z,4.5,124,4.5,-160,DraftKings
Gabriel Davis,N/A,Washington Commanders,Buffalo Bills,2023,3,2023-09-24T17:04:00Z,2.5,-175,2.5,135,DraftKings
Jahan Dotson,N/A,Washington Commanders,Buffalo Bills,2023,3,2023-09-24T17:04:00Z,3.5,-115,3.5,-115,DraftKings
Stefon Diggs,N/A,Washington Commanders,Buffalo Bills,2023,3,2023-09-24T17:04:00Z,5.5,-145,5.5,114,DraftKings
Terry McLaurin,N/A,Washington Commanders,Buffalo Bills,2023,3,2023-09-24T17:04:00Z,4.5,120,4.5,-150,DraftKings
Courtland Sutton,N/A,Miami Dolphins,Denver Broncos,2023,3,2023-09-24T17:04:00Z,3.5,-105,3.5,-125,DraftKings
Durham Smythe,N/A,Miami Dolphins,Denver Broncos,2023,3,2023-09-24T17:04:00Z,2.5,-160,2.5,124,DraftKings
Javonte Williams,N/A,Miami Dolphins,Denver Broncos,2023,3,2023-09-24T17:04:00Z,2.5,124,2.5,-160,DraftKings
Jerry Jeudy,N/A,Miami Dolphins,Denver Broncos,2023,3,2023-09-24T17:04:00Z,3.5,-160,3.5,124,DraftKings
Tyreek Hill,N/A,Miami Dolphins,Denver Broncos,2023,3,2023-09-24T17:04:00Z,6.5,-120,6.5,-110,DraftKings
Jordan Addison,N/A,Minnesota Vikings,Los Angeles Chargers,2023,3,2023-09-24T17:04:00Z,3.5,-160,3.5,124,DraftKings
Justin Jefferson,N/A,Minnesota Vikings,Los Angeles Chargers,2023,3,2023-09-24T17:04:00Z,7.5,110,7.5,-140,DraftKings
Keenan Allen,N/A,Minnesota Vikings,Los Angeles Chargers,2023,3,2023-09-24T17:04:00Z,6.5,-105,6.5,-125,DraftKings
Mike Williams,N/A,Minnesota Vikings,Los Angeles Chargers,2023,3,2023-09-24T17:04:00Z,4.5,-140,4.5,110,DraftKings
T.J. Hockenson,N/A,Minnesota Vikings,Los Angeles Chargers,2023,3,2023-09-24T17:04:00Z,5.5,120,5.5,-150,DraftKings
Allen Lazard,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,2.5,-150,2.5,120,DraftKings
Ezekiel Elliott,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,1.5,110,1.5,-140,DraftKings
Garrett Wilson,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,3.5,-160,3.5,124,DraftKings
Hunter Henry,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,3.5,130,3.5,-166,DraftKings
Randall Cobb,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,1.5,130,1.5,-166,DraftKings
Rhamondre Stevenson,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,3.5,-105,3.5,-125,DraftKings
Tyler Conklin,N/A,New York Jets,New England Patriots,2023,3,2023-09-24T17:04:00Z,2.5,-115,2.5,-115,DraftKings
Adam Thielen,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,2.5,-160,2.5,124,DraftKings
DK Metcalf,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,4.5,-140,4.5,110,DraftKings
Hayden Hurst,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,3.5,130,3.5,-166,DraftKings
Jaxon Smith-Njigba,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,3.5,105,3.5,-135,DraftKings
Jonathan Mingo,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,3.5,114,3.5,-145,DraftKings
Kenneth Walker III,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,1.5,-175,1.5,135,DraftKings
Miles Sanders,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,2.5,100,2.5,-130,DraftKings
Tyler Lockett,N/A,Seattle Seahawks,Carolina Panthers,2023,3,2023-09-24T20:05:00Z,4.5,110,4.5,-140,DraftKings
CeeDee Lamb,N/A,Arizona Cardinals,Dallas Cowboys,2023,3,2023-09-24T20:25:00Z,5.5,-140,5.5,110,DraftKings
James Conner,N/A,Arizona Cardinals,Dallas Cowboys,2023,3,2023-09-24T20:25:00Z,2.5,-150,2.5,120,DraftKings
Marquise Brown,N/A,Arizona Cardinals,Dallas Cowboys,2023,3,2023-09-24T20:25:00Z,3.5,-180,3.5,140,DraftKings
Tony Pollard,N/A,Arizona Cardinals,Dallas Cowboys,2023,3,2023-09-24T20:25:00Z,2.5,-135,2.5,105,DraftKings
Zach Ertz,N/A,Arizona Cardinals,Dallas Cowboys,2023,3,2023-09-24T20:25:00Z,3.5,-166,3.5,130,DraftKings
Cole Kmet,N/A,Kansas City Chiefs,Chicago Bears,2023,3,2023-09-24T20:25:00Z,3.5,110,3.5,-140,DraftKings
D.J. Moore,N/A,Kansas City Chiefs,Chicago Bears,2023,3,2023-09-24T20:25:00Z,3.5,-115,3.5,-115,DraftKings
Darnell Mooney,N/A,Kansas City Chiefs,Chicago Bears,2023,3,2023-09-24T20:25:00Z,2.5,-125,2.5,-105,DraftKings
Khalil Herbert,N/A,Kansas City Chiefs,Chicago Bears,2023,3,2023-09-24T20:25:00Z,1.5,-110,1.5,-120,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Chicago Bears,2023,3,2023-09-24T20:25:00Z,6.5,-105,6.5,-125,DraftKings
Allen Robinson,N/A,Las Vegas Raiders,Pittsburgh Steelers,2023,3,2023-09-25T00:20:00Z,3.5,105,3.5,-135,DraftKings
Calvin Austin III,N/A,Las Vegas Raiders,Pittsburgh Steelers,2023,3,2023-09-25T00:20:00Z,2.5,-140,2.5,110,DraftKings
George Pickens,N/A,Las Vegas Raiders,Pittsburgh Steelers,2023,3,2023-09-25T00:20:00Z,4.5,105,4.5,-135,DraftKings
Jaylen Warren,N/A,Las Vegas Raiders,Pittsburgh Steelers,2023,3,2023-09-25T00:20:00Z,2.5,105,2.5,-135,DraftKings
Pat Freiermuth,N/A,Las Vegas Raiders,Pittsburgh Steelers,2023,3,2023-09-25T00:20:00Z,3.5,110,3.5,-140,DraftKings
A.J. Brown,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,4.5,-160,4.5,124,DraftKings
Cade Otton,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,2.5,-166,2.5,130,DraftKings
Chris Godwin,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,5.5,130,5.5,-166,DraftKings
Dallas Goedert,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,4.5,124,4.5,-160,DraftKings
DeVonta Smith,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,4.5,-150,4.5,120,DraftKings
Mike Evans,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,4.5,120,4.5,-150,DraftKings
Rachaad White,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,3.5,100,3.5,-130,DraftKings
Trey Palmer,N/A,Tampa Bay Buccaneers,Philadelphia Eagles,2023,3,2023-09-25T23:15:00Z,1.5,-166,1.5,130,DraftKings
Tyler Higbee,N/A,Cincinnati Bengals,Los Angeles Rams,2023,3,2023-09-26T00:15:00Z,4.5,150,4.5,-195,DraftKings
