Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
AJ Dillon,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,2.5,130,2.5,-166,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,6.5,-140,6.5,110,DraftKings
Christian Watson,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,3.5,100,3.5,-130,DraftKings
David Montgomery,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,1.5,150,1.5,-195,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,3.5,-135,3.5,105,DraftKings
Jameson Williams,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,2.5,140,2.5,-180,DraftKings
Jayden Reed,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,3.5,-105,3.5,-125,DraftKings
Josh Reynolds,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,1.5,-135,1.5,105,DraftKings
Kalif Raymond,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,1.5,130,1.5,-166,DraftKings
Romeo Doubs,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,3.5,-125,3.5,-105,DraftKings
Sam LaPorta,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,4.5,100,4.5,-130,DraftKings
Tucker Kraft,N/A,Detroit Lions,Green Bay Packers,2023,12,2023-11-23T17:31:00Z,2.5,-140,2.5,110,DraftKings
Brandin Cooks,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,3.5,154,3.5,-200,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,6.5,-145,6.5,114,DraftKings
Curtis Samuel,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,2.5,-180,2.5,140,DraftKings
Jahan Dotson,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,3.5,114,3.5,-145,DraftKings
Jake Ferguson,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,3.5,-150,3.5,120,DraftKings
Jalen Tolbert,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,1.5,-125,1.5,-105,DraftKings
John Bates,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,1.5,145,1.5,-190,DraftKings
Logan Thomas,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,4.5,130,4.5,-166,DraftKings
Michael Gallup,N/A,Dallas Cowboys,Washington Commanders,2023,12,2023-11-23T21:31:00Z,2.5,145,2.5,-190,DraftKings
