Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Cade Otton,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,3.5,120,3.5,-150,DraftKings
Chris Godwin,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,5.5,114,5.5,-145,DraftKings
Dalton Kincaid,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,3.5,-166,3.5,130,DraftKings
Gabriel Davis,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,2.5,-160,2.5,124,DraftKings
James Cook,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,2.5,-115,2.5,-115,DraftKings
Mike Evans,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,4.5,-110,4.5,-115,DraftKings
Rachaad White,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,3.5,100,3.5,-130,DraftKings
Stefon Diggs,N/A,Buffalo Bills,Tampa Bay Buccaneers,2023,8,2023-10-27T00:15:00Z,6.5,-150,6.5,120,DraftKings
Brandin Cooks,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,3.5,124,3.5,-160,DraftKings
CeeDee Lamb,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,5.5,-105,5.5,-125,DraftKings
Cooper Kupp,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,7.5,105,7.5,-135,DraftKings
Jake Ferguson,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,3.5,114,3.5,-145,DraftKings
Michael Gallup,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,3.5,120,3.5,-150,DraftKings
Puka Nacua,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,6.5,114,6.5,-145,DraftKings
Tony Pollard,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,3.5,100,3.5,-130,DraftKings
Tutu Atwell,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,1.5,-180,1.5,140,DraftKings
Tyler Higbee,N/A,Dallas Cowboys,Los Angeles Rams,2023,8,2023-10-29T17:01:00Z,2.5,-150,2.5,120,DraftKings
Alexander Mattison,N/A,Green Bay Packers,Minnesota Vikings,2023,8,2023-10-29T17:01:00Z,2.5,105,2.5,-135,DraftKings
Calvin Ridley,N/A,Pittsburgh Steelers,Jacksonville Jaguars,2023,8,2023-10-29T17:01:00Z,3.5,-145,3.5,114,DraftKings
Christian Kirk,N/A,Pittsburgh Steelers,Jacksonville Jaguars,2023,8,2023-10-29T17:01:00Z,4.5,-120,4.5,-110,DraftKings
Evan Engram,N/A,Pittsburgh Steelers,Jacksonville Jaguars,2023,8,2023-10-29T17:01:00Z,4.5,-115,4.5,-115,DraftKings
Jaylen Warren,N/A,Pittsburgh Steelers,Jacksonville Jaguars,2023,8,2023-10-29T17:01:00Z,3.5,145,3.5,-190,DraftKings
Travis Etienne Jr.,N/A,Pittsburgh Steelers,Jacksonville Jaguars,2023,8,2023-10-29T17:01:00Z,3.5,140,3.5,-180,DraftKings
Bijan Robinson,N/A,Tennessee Titans,Atlanta Falcons,2023,8,2023-10-29T17:03:00Z,3.5,-145,3.5,114,DraftKings
Derrick Henry,N/A,Tennessee Titans,Atlanta Falcons,2023,8,2023-10-29T17:03:00Z,1.5,-125,1.5,-105,DraftKings
Drake London,N/A,Tennessee Titans,Atlanta Falcons,2023,8,2023-10-29T17:03:00Z,4.5,130,4.5,-166,DraftKings
Kyle Pitts,N/A,Tennessee Titans,Atlanta Falcons,2023,8,2023-10-29T17:03:00Z,3.5,130,3.5,-166,DraftKings
Adam Thielen,N/A,Carolina Panthers,Houston Texans,2023,8,2023-10-29T17:03:00Z,5.5,-150,5.5,120,DraftKings
Dalton Schultz,N/A,Carolina Panthers,Houston Texans,2023,8,2023-10-29T17:03:00Z,3.5,120,3.5,-150,DraftKings
DJ Chark Jr.,N/A,Carolina Panthers,Houston Texans,2023,8,2023-10-29T17:03:00Z,2.5,-135,2.5,105,DraftKings
Hayden Hurst,N/A,Carolina Panthers,Houston Texans,2023,8,2023-10-29T17:03:00Z,3.5,130,3.5,-166,DraftKings
Nico Collins,N/A,Carolina Panthers,Houston Texans,2023,8,2023-10-29T17:03:00Z,4.5,130,4.5,-166,DraftKings
Tank Dell,N/A,Carolina Panthers,Houston Texans,2023,8,2023-10-29T17:03:00Z,3.5,-105,3.5,-125,DraftKings
Alec Pierce,N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,1.5,-160,1.5,124,DraftKings
Alvin Kamara,N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,4.5,-145,4.5,114,DraftKings
Chris Olave,N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,4.5,-130,4.5,100,DraftKings
Josh Downs,N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,3.5,-175,3.5,135,DraftKings
Michael Pittman Jr.,N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,5.5,105,5.5,-135,DraftKings
Michael Thomas (NO),N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,4.5,-115,4.5,-115,DraftKings
Rashid Shaheed,N/A,Indianapolis Colts,New Orleans Saints,2023,8,2023-10-29T17:03:00Z,2.5,-140,2.5,110,DraftKings
Jaylen Waddle,N/A,Miami Dolphins,New England Patriots,2023,8,2023-10-29T17:03:00Z,4.5,-115,4.5,-115,DraftKings
Tyreek Hill,N/A,Miami Dolphins,New England Patriots,2023,8,2023-10-29T17:03:00Z,6.5,-135,6.5,105,DraftKings
Allen Lazard,N/A,New York Giants,New York Jets,2023,8,2023-10-29T17:03:00Z,2.5,-135,2.5,105,DraftKings
Garrett Wilson,N/A,New York Giants,New York Jets,2023,8,2023-10-29T17:03:00Z,4.5,-160,4.5,124,DraftKings
Tyler Conklin,N/A,New York Giants,New York Jets,2023,8,2023-10-29T17:03:00Z,2.5,-180,2.5,140,DraftKings
A.J. Brown,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,5.5,-145,5.5,114,DraftKings
D'Andre Swift,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,3.5,120,3.5,-150,DraftKings
Dallas Goedert,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,3.5,-150,3.5,120,DraftKings
DeVonta Smith,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,4.5,124,4.5,-160,DraftKings
Jahan Dotson,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,3.5,105,3.5,-135,DraftKings
Logan Thomas,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,3.5,120,3.5,-150,DraftKings
Terry McLaurin,N/A,Washington Commanders,Philadelphia Eagles,2023,8,2023-10-29T17:03:00Z,4.5,-135,4.5,105,DraftKings
Brandon Aiyuk,N/A,San Francisco 49ers,Cincinnati Bengals,2023,8,2023-10-29T20:26:00Z,4.5,-135,4.5,105,DraftKings
George Kittle,N/A,San Francisco 49ers,Cincinnati Bengals,2023,8,2023-10-29T20:26:00Z,3.5,-140,3.5,110,DraftKings
Ja'Marr Chase,N/A,San Francisco 49ers,Cincinnati Bengals,2023,8,2023-10-29T20:26:00Z,7.5,-120,7.5,-110,DraftKings
Joe Mixon,N/A,San Francisco 49ers,Cincinnati Bengals,2023,8,2023-10-29T20:26:00Z,3.5,124,3.5,-160,DraftKings
Tee Higgins,N/A,San Francisco 49ers,Cincinnati Bengals,2023,8,2023-10-29T20:26:00Z,4.5,130,4.5,-166,DraftKings
Tyler Boyd,N/A,San Francisco 49ers,Cincinnati Bengals,2023,8,2023-10-29T20:26:00Z,3.5,-125,3.5,-105,DraftKings
