Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Christian McCaffrey,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,-220,DraftKings
Deebo Samuel,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,125,DraftKings
Brandon Aiyuk,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,160,DraftKings
George Kittle,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,180,DraftKings
Elijah Mitchell,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,200,DraftKings
Daniel Jones,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,240,DraftKings
Matt Breida,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,285,DraftKings
Brock Purdy,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,450,DraftKings
Jauan Jennings,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,450,DraftKings
Darren Waller,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,310,DraftKings
Darius Slayton,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,500,DraftKings
Isaiah Hodgins,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,475,DraftKings
Gary Brightwell,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,600,DraftKings
Ronnie Bell,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,950,DraftKings
Parris Campbell,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,650,DraftKings
Kyle Juszczyk,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,1100,DraftKings
Ray-Ray McCloud,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,1100,DraftKings
Jalin Hyatt,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,750,DraftKings
Eric Gray,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,900,DraftKings
Wan'Dale Robinson,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,800,DraftKings
Jordan Mason,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,1400,DraftKings
Daniel Bellinger,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,1000,DraftKings
Sterling Shepard,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,1900,DraftKings
Brayden Willis,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,3500,DraftKings
Tyrion Davis-Price,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,3000,DraftKings
Charlie Woerner,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,3500,DraftKings
Ross Dwelley,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,4000,DraftKings
Lawrence Cager,N/A,San Francisco 49ers,New York Giants,2023,3,2023-09-22T00:15:00Z,3000,DraftKings
Derrick Henry,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,-115,DraftKings
Jerome Ford,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,120,DraftKings
Amari Cooper,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,175,DraftKings
DeAndre Hopkins,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,225,DraftKings
Kareem Hunt,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,235,DraftKings
Tyjae Spears,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,255,DraftKings
Treylon Burks,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,300,DraftKings
Deshaun Watson,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,310,DraftKings
Elijah Moore,N/A,Cleveland Browns,Tennessee Titans,2023,3,2023-09-24T17:01:00Z,350,DraftKings
