Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Travis Kelce,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,-120,DraftKings
Isiah Pacheco,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,125,DraftKings
Amon-Ra St. Brown,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,115,DraftKings
David Montgomery,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,115,DraftKings
Kadarius Toney,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,160,DraftKings
Marquez Valdes-Scantling,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,205,DraftKings
Skyy Moore,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,200,DraftKings
Jerick McKinnon,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,205,DraftKings
Noah Gray,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,205,DraftKings
Patrick Mahomes,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,280,DraftKings
Blake Bell,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,360,DraftKings
Marvin Jones Jr.,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,300,DraftKings
Brock Wright,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,380,DraftKings
Josh Reynolds,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,380,DraftKings
Justin Watson,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,650,DraftKings
Richie James Jr.,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,550,DraftKings
Clyde Edwards-Helaire,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,650,DraftKings
Kalif Raymond,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,600,DraftKings
Jared Goff,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,900,DraftKings
James Mitchell,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,1300,DraftKings
Jason Cabinda,N/A,Kansas City Chiefs,Detroit Lions,2023,1,2023-09-08T00:20:00Z,2200,DraftKings
Brian Robinson Jr.,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,150,DraftKings
Terry McLaurin,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,185,DraftKings
James Conner,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,165,DraftKings
Antonio Gibson,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,225,DraftKings
Jahan Dotson,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,245,DraftKings
Sam Howell,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,260,DraftKings
Logan Thomas,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,310,DraftKings
Marquise Brown,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,360,DraftKings
Zach Ertz,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,380,DraftKings
Curtis Samuel,N/A,Washington Commanders,Arizona Cardinals,2023,1,2023-09-10T17:00:00Z,450,DraftKings
