Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Adam Thielen,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,6.5,-125,6.5,-105.0,DraftKings
Chuba Hubbard,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,2.5,105,2.5,-135.0,DraftKings
Cole Kmet,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,3.5,-145,3.5,114.0,DraftKings
D.J. Moore,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,4.5,100,4.5,-130.0,DraftKings
Darnell Mooney,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,2.5,-150,2.5,120.0,DraftKings
Hayden Hurst,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,2.5,120,2.5,-150.0,DraftKings
Jonathan Mingo,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,3.5,140,3.5,-180.0,DraftKings
Miles Sanders,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1.5,-140,1.5,110.0,DraftKings
Terrace Marshall,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,2.5,-105,2.5,-125.0,DraftKings
Tommy Tremble,N/A,Chicago Bears,Carolina Panthers,2023,10,2023-11-10T01:15:00Z,1.5,130,1.5,-166.0,DraftKings
Demario Douglas,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,4.5,130,4.5,-166.0,DraftKings
Ezekiel Elliott,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,1.5,-115,1.5,-115.0,DraftKings
Hunter Henry,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,2.5,-166,2.5,130.0,DraftKings
Jonathan Taylor,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,2.5,-190,2.5,145.0,DraftKings
Michael Pittman Jr.,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,5.5,-140,5.5,110.0,DraftKings
Mike Gesicki,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,2.5,145,2.5,-190.0,DraftKings
Rhamondre Stevenson,N/A,New England Patriots,Indianapolis Colts,2023,10,2023-11-12T14:33:00Z,3.5,100,3.5,-130.0,DraftKings
