Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Antonio Gibson,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,2.5,124,2.5,-160,DraftKings
Brian Robinson Jr.,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,1.5,100,1.5,-130,DraftKings
Cole Kmet,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,3.5,110,3.5,-140,DraftKings
Curtis Samuel,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,2.5,-175,2.5,135,DraftKings
D.J. Moore,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,3.5,-140,3.5,110,DraftKings
Darnell Mooney,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,2.5,-105,2.5,-125,DraftKings
Jahan Dotson,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,3.5,-110,3.5,-120,DraftKings
Khalil Herbert,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,2.5,145,2.5,-190,DraftKings
Logan Thomas,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,2.5,-166,2.5,130,DraftKings
Terry McLaurin,N/A,Washington Commanders,Chicago Bears,2023,5,2023-10-06T00:15:00Z,4.5,-140,4.5,110,DraftKings
Calvin Ridley,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,4.5,-105,4.5,-125,DraftKings
Christian Kirk,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,4.5,-145,4.5,114,DraftKings
Dalton Kincaid,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,2.5,-210,2.5,160,DraftKings
Evan Engram,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,4.5,-145,4.5,114,DraftKings
Gabriel Davis,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,2.5,-160,2.5,124,DraftKings
James Cook,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,2.5,100,2.5,-130,DraftKings
Stefon Diggs,N/A,Buffalo Bills,Jacksonville Jaguars,2023,5,2023-10-08T13:30:00Z,6.5,-135,6.5,105,DraftKings
Bijan Robinson,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,3.5,-175,3.5,135,DraftKings
Dalton Schultz,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,2.5,-145,2.5,114,DraftKings
Dameon Pierce,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,2.5,135,2.5,-175,DraftKings
Drake London,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,3.5,-115,3.5,-115,DraftKings
Jonnu Smith,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,3.5,140,3.5,-180,DraftKings
Kyle Pitts,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,2.5,-140,2.5,110,DraftKings
Mack Hollins,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,2.5,135,2.5,-175,DraftKings
Nico Collins,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,4.5,-105,4.5,-125,DraftKings
Robert Woods,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,3.5,-130,3.5,100,DraftKings
Tank Dell,N/A,Atlanta Falcons,Houston Texans,2023,5,2023-10-08T17:00:00Z,3.5,100,3.5,-130,DraftKings
DeAndre Hopkins,N/A,Indianapolis Colts,Tennessee Titans,2023,5,2023-10-08T17:00:00Z,4.5,-105,4.5,-125,DraftKings
Darius Slayton,N/A,Miami Dolphins,New York Giants,2023,5,2023-10-08T17:00:00Z,2.5,-160,2.5,124,DraftKings
Darren Waller,N/A,Miami Dolphins,New York Giants,2023,5,2023-10-08T17:00:00Z,3.5,-150,3.5,120,DraftKings
Durham Smythe,N/A,Miami Dolphins,New York Giants,2023,5,2023-10-08T17:00:00Z,2.5,130,2.5,-166,DraftKings
Wan'Dale Robinson,N/A,Miami Dolphins,New York Giants,2023,5,2023-10-08T17:00:00Z,3.5,-160,3.5,124,DraftKings
Alvin Kamara,N/A,New England Patriots,New Orleans Saints,2023,5,2023-10-08T17:00:00Z,4.5,120,4.5,-150,DraftKings
Rhamondre Stevenson,N/A,New England Patriots,New Orleans Saints,2023,5,2023-10-08T17:00:00Z,2.5,-175,2.5,135,DraftKings
A.J. Brown,N/A,Los Angeles Rams,Philadelphia Eagles,2023,5,2023-10-08T20:05:00Z,5.5,-105,5.5,-125,DraftKings
D'Andre Swift,N/A,Los Angeles Rams,Philadelphia Eagles,2023,5,2023-10-08T20:05:00Z,2.5,100,2.5,-130,DraftKings
Dallas Goedert,N/A,Los Angeles Rams,Philadelphia Eagles,2023,5,2023-10-08T20:05:00Z,3.5,-120,3.5,-110,DraftKings
DeVonta Smith,N/A,Los Angeles Rams,Philadelphia Eagles,2023,5,2023-10-08T20:05:00Z,4.5,-145,4.5,114,DraftKings
Allen Lazard,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,2.5,-160,2.5,124,DraftKings
Breece Hall,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,1.5,-145,1.5,114,DraftKings
Courtland Sutton,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,3.5,-130,3.5,100,DraftKings
Garrett Wilson,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,5.5,124,5.5,-160,DraftKings
Jerry Jeudy,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,3.5,-135,3.5,105,DraftKings
Marvin Mims,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,2.5,140,2.5,-180,DraftKings
Randall Cobb,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,1.5,-120,1.5,-110,DraftKings
Tyler Conklin,N/A,Denver Broncos,New York Jets,2023,5,2023-10-08T20:26:00Z,2.5,-145,2.5,114,DraftKings
Alexander Mattison,N/A,Minnesota Vikings,Kansas City Chiefs,2023,5,2023-10-08T20:26:00Z,3.5,140,3.5,-180,DraftKings
Isiah Pacheco,N/A,Minnesota Vikings,Kansas City Chiefs,2023,5,2023-10-08T20:26:00Z,2.5,120,2.5,-150,DraftKings
Brandin Cooks,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,3.5,-120,3.5,-110,DraftKings
CeeDee Lamb,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,6.5,120,6.5,-150,DraftKings
Christian McCaffrey,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,4.5,114,4.5,-145,DraftKings
George Kittle,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,3.5,-115,3.5,-115,DraftKings
Jake Ferguson,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,3.5,-120,3.5,-110,DraftKings
Michael Gallup,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,2.5,-145,2.5,114,DraftKings
Tony Pollard,N/A,San Francisco 49ers,Dallas Cowboys,2023,5,2023-10-09T00:20:00Z,3.5,124,3.5,-160,DraftKings
Aaron Jones,N/A,Las Vegas Raiders,Green Bay Packers,2023,5,2023-10-10T00:18:00Z,2.5,-105,2.5,-125,DraftKings
Christian Watson,N/A,Las Vegas Raiders,Green Bay Packers,2023,5,2023-10-10T00:18:00Z,3.5,110,3.5,-140,DraftKings
Jayden Reed,N/A,Las Vegas Raiders,Green Bay Packers,2023,5,2023-10-10T00:18:00Z,3.5,135,3.5,-175,DraftKings
Luke Musgrave,N/A,Las Vegas Raiders,Green Bay Packers,2023,5,2023-10-10T00:18:00Z,3.5,120,3.5,-150,DraftKings
Romeo Doubs,N/A,Las Vegas Raiders,Green Bay Packers,2023,5,2023-10-10T00:18:00Z,3.5,-166,3.5,130,DraftKings
