player_id,player_display_name,position,recent_team,season,week,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,opponent_team,wopr,rushing_epa,receiving_epa,target_share,receiving_air_yards,air_yards_share,racr,scored_touchdown,redzone_carry_share,redzone_target_share,endzone_targets,endzone_target_share,team_x,spread_line,total_line,implied_total,inside_5_carry_share,inside_5_target_share,depth_chart_rank,team_y,offense_snap_share,rush_yards_over_expected_per_att,rush_pct_over_expected,avg_time_to_los,percent_attempts_gte_eight_defenders,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,avg_expected_yac,avg_yac_above_expectation,avg_carries,avg_rushing_yards,avg_receptions,avg_receiving_yards,avg_wopr,avg_rushing_epa,avg_receiving_epa,avg_target_share,avg_receiving_air_yards,avg_racr,avg_scored_touchdown,avg_redzone_carry_share,avg_redzone_target_share,avg_endzone_targets,avg_endzone_target_share,avg_inside_5_carry_share,avg_inside_5_target_share,avg_offense_snap_share,avg_rush_yards_over_expected_per_att,avg_rush_pct_over_expected,avg_avg_time_to_los,avg_percent_attempts_gte_eight_defenders,avg_avg_cushion,avg_avg_separation,avg_avg_intended_air_yards,avg_percent_share_of_intended_air_yards,avg_catch_percentage,avg_avg_expected_yac,avg_avg_yac_above_expectation,team_continuity,rushing_tds_allowed_to_DB,rushing_tds_allowed_to_QB,rushing_tds_allowed_to_RB,rushing_tds_allowed_to_TE,rushing_tds_allowed_to_WR,passing_tds_allowed_to_DB,passing_tds_allowed_to_DL,passing_tds_allowed_to_LB,passing_tds_allowed_to_OL,passing_tds_allowed_to_QB,passing_tds_allowed_to_RB,passing_tds_allowed_to_TE,passing_tds_allowed_to_WR
00-0031280,Derek Carr,QB,LV,2022,8,1,-1.0,0,0,0,0.0,0,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,LV,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.757040909198053,8.118896482882013,0.0,0.0,0.0,-0.544147855233726,0.0,0.0,0.0,0.0,2.9870756023329004e-06,0.03921415251302846,0.0,0.0,0.0,0.00403586267418046,0.0,0.9906019513265044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.25990409849858404,0.9815206539953722,0.0,0.10506240696054847,0.0,0.0,0.0,0.0,0.0,0.32700476266108147,0.0012366099162629159,1.4120710024780951
00-0031325,Sammy Watkins,WR,GB,2022,8,0,0.0,0,1,1,3.0,0,BUF,0.06077586,0.0,0.87061095,0.03448276,3.0,0.012931035,1.0,0,0.0,0.0,0.0,0.0,GB,10.5,47.0,18.25,0.0,0.0,4,GB,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1589358604571403e-06,9.476807581371415e-06,2.1667477801663124,41.73333500991401,0.3976409082550399,-6.805626169999576e-07,1.5791473404667764,0.11350164664057205,57.13998852460788,1.853341739238113,0.03113168082426808,0.0,0.03078126631407789,0.04036410647636671,0.001084841800457808,0.0,5.005765028806706e-05,0.5410761721762021,0.0,0.0,0.0,0.0,0.2754764421896582,0.14943386130775022,0.32422248367172496,0.7171391227368502,2.3918437830026846,0.07120170637068345,0.04101831024836582,1,0.0,0.006646309431509181,0.40647755114015655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485702719832254,0.0009300907221219131,0.9413676244535366
00-0031345,Jimmy Garoppolo,QB,SF,2022,8,1,3.0,0,0,0,0.0,0,LA,0.0,0.72630954,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,SF,1.0,42.0,20.5,0.0,0.0,1,SF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9945673055498525,3.8101518860584638,0.0,0.0,0.0,0.1360765605685249,0.0,0.0,0.0,0.0,0.03131648043554693,0.009625615041946516,0.0,0.0,0.0,0.013463807089852996,0.0,0.9399248404345538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.03230920718443077,0.40166252722188095,0.0,0.019199452420065103,0.0,0.0,0.0,0.0,0.0,0.0010007605364106072,0.0010499801756145878,0.38673767391069225
00-0031381,Davante Adams,WR,LV,2022,8,1,-1.0,0,1,5,3.0,0,NO,0.37482303,-2.288033,-4.895438,0.12820514,85.0,0.2607362,0.03529412,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,LV,0.72,0.0,0.0,0.0,0.0,3.372,1.9560014388497464,16.496000000000002,26.86032500732732,20.0,10.631258040066314,-5.491258040066313,0.23040000237644345,0.23040000237644345,6.439789478186838,94.55976166009408,0.7969295329759645,-0.15199484094991098,6.173399355252343,0.3213692207504186,108.43393636387806,0.8764327103837344,0.4348717278232268,0.0,0.1253192624822343,1.189186747113509,0.03705001153179845,0.0,0.1055140208259198,0.957788945087408,0.0,0.0,0.0,0.0,5.816615602807028,3.3260953874760615,12.261813754433643,45.10453546924991,67.25768823861155,5.037600354142155,0.009646419388515062,1,0.0,0.25990409849858404,0.9815206539953722,0.0,0.10506240696054847,0.0,0.0,0.0,0.0,0.0,0.32700476266108147,0.0012366099162629159,1.4120710024780951
00-0031408,Mike Evans,WR,TB,2022,8,0,0.0,0,6,11,123.0,0,BAL,0.8324476,0.0,3.9134147,0.26190478,184.0,0.6279864,0.66847825,0,0.0,0.21428572,2.0,0.045454545454545456,TB,-2.0,46.0,24.0,0.0,0.0,1,TB,0.94,0.0,0.0,0.0,0.0,5.574545454545455,3.155714098980994,16.612727272727273,56.96206477354201,54.54545454545454,2.778446255192122,2.511553744807878,0.0008707129355639246,0.008707129355639246,6.356503854404416,77.46896342759455,0.5809266622731026,0.0005551288934478297,3.157198813500298,0.21176009731804454,130.13767455415453,0.7908056958174713,0.15337358757180938,0.0,0.19182654112006808,0.3768950186305254,0.008633840499705388,0.0,0.07232358268608285,0.870601087274912,0.0,0.0,0.0,0.0,4.791100644099637,1.8723130774042804,9.424669474615099,33.034371872269794,43.288312761240164,1.4710302317393478,0.14928586476826392,1,0.0,0.2825412069260961,1.1570379333111376,0.0,0.0,0.0,0.0,0.0,1.4852771721739008e-09,0.0,0.0064748200231958064,0.43593917483567823,0.5276395738590651
00-0031428,Allen Robinson,WR,LA,2022,8,0,0.0,0,5,7,54.0,0,SF,0.62740034,0.0,4.4248934,0.21875,59.0,0.42753622,0.91525424,0,0.0,0.5,1.0,0.030303030303030304,0,0.0,0.0,0.0,0.0,0.5,1,LA,0.93,0.0,0.0,0.0,0.0,4.39,1.5581464881335028,8.225714285714286,39.22343324250681,71.42857142857143,2.9155740786175555,-0.14357407861755567,6.87628326991859e-09,-6.87628326991859e-09,3.549206590433532,35.53958499489373,0.41574984039402196,-6.213032338187955e-09,0.26372626554386785,0.15704161465198546,50.93550422745036,0.7138194143591651,0.45195744176351244,0.0,0.3132013437677889,1.557917151610978,0.04307045641282758,0.0,0.48767315536181854,0.8754781949369234,0.0,0.0,0.0,0.0,5.007416494123285,2.434623439474051,8.170289236097824,25.129485336289974,61.48504345381458,3.2161468447725725,-0.49784368092580544,1,0.0,0.24012822546028773,0.6215456404744707,0.0,0.8000000010693995,0.0,0.0,0.0,0.0,0.0,0.00011612447272431434,0.5026954321057719,1.267499552000364
00-0031484,Chris Manhertz,TE,JAX,2022,8,0,0.0,0,1,1,-1.0,0,DEN,0.03357143,0.0,-0.96845543,0.035714287,-4.0,-0.028571429,0.0,0,0.0,0.0,0.0,0.0,JAX,-1.0,40.5,20.75,0.0,0.0,1,JAX,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.247872304276803,8.21656768953546,0.07024333187295204,0.0,0.24189764588813994,0.041708610010263755,3.9414756190688474,1.5084529167051333,0.004031760842427424,0.0,0.08001354481233296,0.0,0.0,0.0,0.0,0.3369236546265508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0008759631341876354,0.8237433407284741,2.94765226688338e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.011829354709207056,0.04904749292567344,0.07440899031680234
00-0031544,Amari Cooper,WR,CLE,2022,8,0,0.0,0,5,7,131.0,1,CIN,0.9295872,0.0,10.678919,0.35,126.0,0.57798165,1.0396825,1,0.0,0.5,1.0,0.045454545454545456,CLE,3.0,45.0,21.0,0.0,1.0,1,CLE,0.79,0.0,0.0,0.0,0.0,4.304285714285714,2.346341001253285,18.009999999999998,57.18238309066993,71.42857142857143,7.777280267823724,-0.7452802678237234,4.6925731413440365e-06,-5.038050603310264e-06,4.076801129362545,62.13068925197039,0.6449955534709034,-2.9734015180190586e-06,2.3820998279914036,0.23605389394451123,105.76848585814673,0.626166840968417,0.47945218402852935,1.9100787304044053e-09,0.22762433486274586,1.053246471116643,0.027708278307793027,2.2920944423304193e-09,0.15203510395701653,0.8704413702776896,0.0,0.0,0.0,0.0,3.0113696930452023,0.9668470000537004,6.371119679086487,19.945452344846103,25.01293014115865,0.8133354485492316,-0.3241508232708098,1,0.0,1.4627109241756312e-05,0.4612757743811561,1.1460472013642585e-08,0.2414511885467597,0.0,0.0,0.0,0.0,0.0,0.11639862613522708,0.1573477783705403,0.6999458685021264
00-0031547,DeVante Parker,WR,NE,2022,8,0,0.0,0,0,1,0.0,0,NYJ,0.065666944,0.0,-0.5189334,0.03125,4.0,0.026845638,0.0,0,0.0,0.0,0.0,0.0,NE,-3.0,40.0,21.5,0.0,0.0,2,NE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.074928513632931,61.6533494575327,0.4964125670525092,0.0,1.6787852768269786,0.17593787224555688,80.00313244269653,0.8835329180523173,0.15220165231013016,0.0,0.10185504585604332,0.24468487832523578,0.007946451067543292,0.0,0.0011668432207603595,0.8895749736987673,0.0,0.0,0.0,0.0,2.981399253510099,0.8697679203136017,11.487133953369405,27.711284220436685,45.75888635023024,2.3229072754097806,1.2910760610289722,1,0.0,0.1757058951243865,0.660902514907929,0.14690237664437164,0.0005015306508848207,0.0,0.0024186470432331244,0.0,0.00011284439644908459,1.8953525378622567e-06,0.06365109295198323,0.009188456547260854,0.4591573271040278
00-0031549,Nelson Agholor,WR,NE,2022,8,0,0.0,0,1,1,2.0,0,NYJ,0.037479028,0.0,-0.31610832,0.03125,-2.0,-0.013422819,0.0,0,0.0,0.0,0.0,0.0,NE,-3.0,40.0,21.5,0.0,0.0,1,NE,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00714476512637638,0.04107561866524836,1.1050597284219599,17.86382978347365,0.22503945993001012,-1.5076392046918612e-05,-1.75662541024445,0.08399929523794784,27.22578305408294,0.2983320027890302,0.05481849161964754,0.0,0.018885679407720297,0.0023614504234309654,6.455619332824948e-05,0.0,2.442730372726917e-07,0.2903680467770384,0.0,0.0,0.0,0.0,0.48289757861408406,0.33344719990610056,1.0747698176220168,2.0062794854495936,8.114621963846808,0.3641383400259953,0.2529974217709721,1,0.0,0.1757058951243865,0.660902514907929,0.14690237664437164,0.0005015306508848207,0.0,0.0024186470432331244,0.0,0.00011284439644908459,1.8953525378622567e-06,0.06365109295198323,0.009188456547260854,0.4591573271040278
00-0031588,Stefon Diggs,WR,BUF,2022,8,0,0.0,0,6,8,108.0,1,GB,0.75694704,0.0,4.958279,0.32,127.0,0.3956386,0.8503937,1,0.0,0.33333334,2.0,0.08,BUF,-10.5,47.0,28.75,0.0,0.33333334,1,BUF,0.8,0.0,0.0,0.0,0.0,6.54125,2.612902918497418,15.572499999999998,37.904280889646145,75.0,2.7706346326999287,1.274365367300072,2.4563768877560615e-07,2.4563768877560615e-07,8.295020725181452,113.68976351708919,0.6910227300169942,-1.795265989102957e-07,5.533138143138851,0.29575423556825414,109.36129564894487,1.0279751938728263,0.7542579107192059,0.0,0.3020761600758251,1.270276603809161,0.03274065314600484,0.0,0.11198204000496499,0.8264584847899318,0.0,0.0,0.0,0.0,5.102314496023283,3.4278372414601836,10.411364149631524,36.24175088788352,73.01601388349772,4.124280280252109,1.3868039714643625,1,0.0,0.03595188844674873,0.6305807065322984,0.1440000001924919,0.24000000032081983,0.0,0.0,0.0,0.0,0.0,0.400907204455857,0.020267199553948484,0.6150950530867056
00-0031687,Raheem Mostert,RB,MIA,2022,8,14,64.0,0,1,1,3.0,0,DET,0.049530018,-0.12791985,-0.3006525,0.029411765,3.0,0.0077319588,1.0,0,0.6,0.2,0.0,0.0,MIA,-3.5,52.0,27.75,0.0,0.0,1,MIA,0.65,-0.22995934562717832,0.35714285714285715,2.691666666666667,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.746088930712235,69.31809150801936,2.28749082502978,15.336508163149093,0.1634701913689539,-1.2414434561454013,0.4065720064058875,0.09685475049128782,8.343707953754215,1.1051649720428498,0.5461067815994244,0.362024442352048,0.2360665969815564,0.0,0.0,0.09165009012998598,0.0,0.6557954613382826,-0.17803795375930473,0.33105885164277976,2.5879350578776212,17.510338299869794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.1751101316472198,1.4632876343409493,3.183464451071049e-08,0.007241301172920638,0.0,0.0,0.0,0.0,0.0,0.0031515133983013584,0.7685917314437889,0.6062879291932227
00-0031787,Jake Kumerow,WR,BUF,2022,8,0,0.0,0,0,1,0.0,0,GB,0.101433024,0.0,-0.7363375,0.04,19.0,0.05919003,0.0,0,0.0,0.0,0.0,0.0,BUF,-10.5,47.0,28.75,0.0,0.0,2,BUF,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5730991071663725,21.90702941873634,0.11150133451327437,0.0,1.3292198649760485,0.045720071254635654,19.677974136795807,1.500725715388591,0.019199873581079302,0.0,0.014457421185929863,0.140087966498986,0.003340927926900357,0.0,0.012698329655674955,0.25315994627195876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.03595188844674873,0.6305807065322984,0.1440000001924919,0.24000000032081983,0.0,0.0,0.0,0.0,0.0,0.400907204455857,0.020267199553948484,0.6150950530867056
00-0031800,Taylor Heinicke,QB,WAS,2022,8,6,29.0,1,0,0,0.0,0,IND,0.0,0.66369593,0.0,0.0,0.0,0.0,0.0,1,0.4,0.0,0.0,0.0,WAS,3.0,40.0,18.5,1.0,0.0,1,WAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1048034285301664,5.799585959530925,0.0003134681172750267,-0.0006269362345500533,1.427229877186297e-05,-0.44699507266074595,-0.0003434381757734905,1.3061171942379362e-05,-0.0012538724691001067,0.0,0.0004218026986052759,0.06130577891437356,0.0,0.0,0.0,0.01592109209367412,0.0,0.9607243957935152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.48000240316446047,0.42396400444044646,3.183464446531854e-08,0.00031345665663540777,0.0,0.0,0.0,0.0,0.0,0.0010676621879699593,0.18077242132384774,0.42357452410974933
00-0031806,Malcolm Brown,RB,LA,2022,8,5,10.0,0,0,0,0.0,0,SF,0.0,-2.1311288,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6666667,0.0,2,LA,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.739829092442364,17.104741573918318,0.8980551957576294,6.520493777370541,0.032561195822603854,-2.894632669201055,0.0023783307222667253,0.028222627213219026,-1.974786651555788,-0.4028882223723916,0.05199551155623791,0.2113926522020389,0.017297420647094327,0.0,0.0,0.21872934776162803,0.0,0.2657375278413975,-0.00013448997674574885,2.7443086992584107e-05,0.00034200856358311776,0.001521139564702507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.24012822546028773,0.6215456404744707,0.0,0.8000000010693995,0.0,0.0,0.0,0.0,0.0,0.00011612447272431434,0.5026954321057719,1.267499552000364
00-0031868,Damiere Byrd,WR,ATL,2022,8,0,0.0,0,3,6,67.0,1,CAR,0.75749415,0.0,-1.2975355,0.21428572,190.0,0.6229508,0.35263157,1,0.0,0.0,0.0,0.0,ATL,-4.0,41.0,22.5,0.0,0.0,3,ATL,0.51,0.0,0.0,0.0,0.0,8.306666666666667,2.4820351491294272,28.16,60.061853471259475,50.0,2.6455157027161156,10.064484297283883,0.00019684884661679458,0.0008488188708921206,1.028960652933329,37.27946154156132,0.26298511177125405,-3.261670601939205e-05,2.5375375228462596,0.0735664409499952,29.910100151344107,1.0048132769648195,0.4067273886416196,0.0,0.011351351283490917,0.1464333256280757,0.00764177925450712,0.0,0.03319223785242664,0.37572789632459735,0.0,0.0,0.0,0.0,0.7076698946762972,0.3924860583092164,0.7144006415309989,1.3446361340697348,8.503557930820037,0.29330526889662256,-0.1050124207517155,1,0.0,0.08645674226784456,0.6239985637435512,1.8953525378622567e-06,0.25264862856172793,0.0,0.0,4.125769924911332e-09,0.0,0.0,0.1806923430328704,0.12324741265452918,0.5546409904545404
00-0032054,Breshad Perriman,WR,TB,2022,8,0,0.0,0,1,1,11.0,0,BAL,0.03093613,0.0,0.45358762,0.023809524,-2.0,-0.0068259384,0.0,0,0.0,0.0,0.0,0.0,TB,-2.0,46.0,24.0,0.0,0.0,2,TB,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355444718625169,-0.6104569013229124,1.5360021816732798,22.317192505624742,0.22512624434562672,-0.5296969213376579,-0.25028511193897024,0.08020782373699628,40.880377074997206,0.4909260532141594,0.1629668933868249,0.0,0.016866707151402,0.5158611555530379,0.01414815471864765,0.0,0.0,0.39214516638002944,0.0,0.0,0.0,0.0,0.8863965074708681,0.6912081183107672,2.3309338743244385,4.261115890448156,13.225802146385496,1.1731339431383108,-0.1730444157915765,1,0.0,0.2825412069260961,1.1570379333111376,0.0,0.0,0.0,0.0,0.0,1.4852771721739008e-09,0.0,0.0064748200231958064,0.43593917483567823,0.5276395738590651
00-0032104,Ameer Abdullah,RB,LV,2022,8,0,0.0,0,4,5,28.0,0,NO,0.21807456,0.0,-5.539278,0.12820514,12.0,0.036809817,2.3333333,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,LV,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1467681353446808,3.81848372074796,2.247472726958794,16.37653468693096,0.11054883207951482,-0.15864829691045268,-0.3742241395177565,0.08205438019966635,-1.2665037348837629,-3.156420095491043,0.018708377498247865,0.06493231722180932,0.09419998810752238,0.0,0.0,0.03110414738331151,1.7023464435880856e-05,0.22114986333595196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.25990409849858404,0.9815206539953722,0.0,0.10506240696054847,0.0,0.0,0.0,0.0,0.0,0.32700476266108147,0.0012366099162629159,1.4120710024780951
00-0032134,C.J. Uzomah,TE,NYJ,2022,8,0,0.0,0,1,1,27.0,0,NE,0.072915114,0.0,1.65633,0.029411765,13.0,0.04113924,2.0769231,0,0.0,0.0,0.0,0.0,NYJ,3.0,40.0,18.5,0.0,0.0,2,NYJ,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7681253759018836,12.305741540347821,0.17367084667405097,0.0,-0.33086554317716654,0.09920444933206005,6.499927730881973,0.8900995573981628,0.0009633661270715988,0.0,0.014944028331089081,0.03815982233648384,0.000855078814939767,0.0,0.010524867167277406,0.6648155473107319,0.0,0.0,0.0,0.0,0.6816073959467339,0.35905121462501527,0.4458179186205564,0.9171454554177845,6.887399854460702,0.48542173985579207,0.05977189412962982,1,0.0,0.45185381588549123,0.418649442554911,8.77478026788082e-06,0.08646770675336458,0.0,0.0,0.0,0.0,0.0,0.4091458878524588,0.2774365688390334,0.4189234405718273
00-0032144,Melvin Gordon,RB,DEN,2022,8,9,29.0,1,3,4,23.0,0,JAX,0.22594164,-0.1328222,-1.1691794,0.15384616,-2.0,-0.0068965517,-11.5,1,0.4,0.0,0.0,0.0,DEN,1.0,40.5,19.75,0.6666667,0.0,1,DEN,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.027863301829353,29.41328586948047,1.6006424028997184,16.120182088909207,0.10136815534340067,-2.6279318863753662,-0.228517058649773,0.06451701484696,3.284128976089263,-2.9331047558706107,0.06564980145435405,0.1968759098272831,0.004705286152016565,4.12576993471599e-09,1.0578897268502531e-10,0.0667065625058378,0.0,0.3904502165132137,-1.2194614412017157,0.1332122639263915,1.843397309923782,5.3031781024896665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.4919606428720864,0.6737481826727317,0.0,0.001358331280266412,0.0,0.0,0.0,0.004031078405388542,0.0,3.409575521572736e-06,0.2403760094456097,1.0463574403030862
00-0032156,Trevor Siemian,QB,CHI,2022,8,0,0.0,0,0,0,0.0,0,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,CHI,10.0,42.5,16.25,0.0,0.0,2,CHI,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9617346938775515,2.8176691729323307,0.0,0.0,0.0,-0.8670882630040901,0.0,0.0,0.0,0.0,0.15104726100966703,0.04242270237193007,0.0,0.0,0.0,0.0,0.0,0.8319508592910849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0006647785235079624,0.30554563448611144,0.00031346353308622104,1.8994783077871674e-06,0.0,0.0,0.0,0.0,0.0,0.004055452795021543,0.015285144979702658,0.7887942856286855
00-0032208,Phillip Dorsett,WR,HOU,2022,8,0,0.0,0,1,5,6.0,0,TEN,0.47245762,0.0,-1.9440191,0.16666667,75.0,0.31779662,0.08,0,0.0,0.0,0.0,0.0,HOU,1.0,39.5,19.25,0.0,0.0,2,HOU,0.83,0.0,0.0,0.0,0.0,7.825999999999999,2.176941115783227,14.803999999999998,31.570417128721317,20.0,0.5264272833715964,-1.3764272833715978,0.018852388641603938,0.0,1.2037185496125564,24.800154336152833,0.20448913195082302,-0.009954220712799559,1.5155406945227146,0.0678107844877192,33.38462907084878,0.5930347176614095,0.4040721159465865,0.0,0.05427949233401309,0.4040721159465865,0.009855417462111866,0.0,0.0,0.3381347358751905,0.0,0.0,0.0,0.0,0.45036261754942736,0.141416152429274,0.8450408649444875,2.5218827106027977,2.6183873113338794,0.16361864669246393,-0.013148655867810216,1,0.0,0.005821899871262716,0.040090468464128164,0.0,0.0,0.0,0.0,0.0,2.456376889069485e-07,0.0,0.05215356633031917,0.37124257983808445,1.3066862055739845
00-0032211,Tyler Lockett,WR,SEA,2022,8,0,0.0,0,5,8,63.0,1,NYG,0.5889237,0.0,-4.179153,0.24242425,84.0,0.3218391,0.75,1,0.0,0.16666667,1.0,0.029411764705882353,SEA,-3.0,44.5,23.75,0.0,0.0,1,SEA,0.69,0.0,0.0,0.0,0.0,7.041666666666667,4.423247962166718,11.165,33.03865359718884,62.5,6.097841744133592,-0.48584174413359005,0.01791590401436944,0.06942412805568157,5.439798436047774,54.71771477971883,0.593299408638091,-0.003167294186988569,0.9320248835305447,0.2553826560714242,74.84138979904205,0.7707408008908873,0.16580097856737908,0.0,0.130447303968945,0.6300568289418025,0.02269668352331892,0.0,0.015766383495267714,0.7709207266422946,0.0,0.0,0.0,0.0,7.8968697924799445,2.5175514453090084,12.068867746100352,30.079980805455996,71.57538893133173,4.2407535470150926,-2.3342512806919538,1,0.0,0.4000292689030461,0.7254018065158001,2.9253393329527642e-05,2.4754619549467967e-09,0.0,0.0,0.0,0.004031078405388542,6.876283208185546e-09,0.037390067121463304,0.38790279400376787,0.24347084854617945
00-0032214,Tyler Kroft,TE,SF,2022,8,0,0.0,0,1,1,6.0,0,LA,0.07945397,0.0,0.15256037,0.03846154,6.0,0.031088082,1.0,0,0.0,0.0,0.0,0.0,SF,1.0,42.0,20.5,0.0,0.0,4,SF,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4612476806248513,14.975189291246174,0.26262696035570166,0.0,-0.18630555800382229,0.11762209371466861,21.898585023183507,0.5311019178877567,0.03372023388241914,0.0,0.023826538287085242,0.03372023388241914,0.0007043220254385259,0.0,0.0006675414139147905,0.6833090003470564,0.0,0.0,0.0,0.0,0.9035812855210553,0.5493212608812841,0.6752411613798966,3.0769655544573546,8.899421248051782,0.31236269916654097,0.09388404315212887,1,0.0,0.03230920718443077,0.40166252722188095,0.0,0.019199452420065103,0.0,0.0,0.0,0.0,0.0,0.0010007605364106072,0.0010499801756145878,0.38673767391069225
00-0032268,Marcus Mariota,QB,ATL,2022,8,6,43.0,0,0,0,0.0,0,CAR,0.0,1.1352401,0.0,0.0,0.0,0.0,0.0,0,0.14285715,0.0,0.0,0.0,ATL,-4.0,41.0,22.5,0.0,0.0,1,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1358167322020885,35.9515944946862,0.0,0.0,0.0,1.701535916796377,0.0,0.0,0.0,0.0,0.3133818511372274,0.10468902600288732,0.0,0.0,0.0,0.1847516585334313,0.0,0.9746068530159776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.08645674226784456,0.6239985637435512,1.8953525378622567e-06,0.25264862856172793,0.0,0.0,4.125769924911332e-09,0.0,0.0,0.1806923430328704,0.12324741265452918,0.5546409904545404
00-0032392,Austin Hooper,TE,TEN,2022,8,0,0.0,0,1,1,5.0,0,HOU,0.20239362,0.0,-0.88680315,0.125,1.0,0.021276595,5.0,0,0.0,0.0,0.0,0.0,TEN,-1.0,39.5,20.25,0.0,0.0,1,TEN,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9648275210676471,28.692448765101084,0.2642864944124887,0.0,3.208838660796611,0.1041253726841398,24.103630721767505,1.2042112656357102,0.008229053303160639,0.0,0.07932854002398387,0.060152952575610485,0.0024183310903376954,0.0,0.007341390991573821,0.4666464580873727,0.0,0.0,0.0,0.0,0.5727764267882361,0.25662770854195754,0.7839062514586369,1.7508432994430356,3.3092943808676467,0.5542876116703005,-0.159590125918104,1,0.0,0.0009394822733953236,1.7202791345521995,1.4624633792834349e-05,0.0001880739942494129,0.0,0.0,0.0,0.0,0.0,0.15539470099190242,0.21719887041392605,0.5104026364968319
00-0032394,Nick Vannett,TE,NO,2022,8,0,0.0,0,1,1,8.0,0,LV,0.08081761,0.0,0.18646803,0.033333335,7.0,0.044025157,1.1428572,0,0.0,0.0,0.0,0.0,NO,1.0,48.5,23.75,0.0,0.0,4,NO,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429432161583083,8.73761464937624,0.09615211294833086,0.0,0.31935756785344377,0.05225800681801451,4.308625429025096,0.9386933740222002,0.022694861333480174,0.0,0.03226697311455475,0.02273548779176034,0.0007726573124036991,0.0,0.0027078626776737406,0.3321362942284075,0.0,0.0,0.0,0.0,0.3470899502641853,0.14575503167991832,0.17548909359884501,1.154027358168643,2.592157955669794,0.4588460393970662,-0.02025291329773701,1,0.0,0.282256209307814,0.188230742709419,0.0,8.786240747724462e-06,0.0,0.0,0.0,0.0,0.0,0.054099533495649305,1.0853907815125678,1.2236085537604071
