player_id,player_display_name,position,recent_team,opponent_team,season,week,scored_touchdown,avg_offense_snap_share,avg_wopr,avg_rushing_epa,avg_receiving_epa,avg_racr,avg_rush_yards_over_expected_per_att,avg_rush_pct_over_expected,avg_avg_time_to_los,avg_percent_attempts_gte_eight_defenders,avg_redzone_carry_share,avg_redzone_target_share,avg_endzone_targets,avg_endzone_target_share,avg_inside_5_carry_share,avg_inside_5_target_share,rush_matchup_value,pass_matchup_value,avg_rushing_tds_allowed_to_RB,avg_passing_tds_allowed_to_RB,implied_total,depth_chart_rank,avg_scored_touchdown,position_group,avg_target_share,avg_avg_separation,avg_percent_share_of_intended_air_yards,avg_catch_percentage,avg_avg_expected_yac,avg_avg_yac_above_expectation,avg_passing_tds_allowed_to_WR,avg_passing_tds_allowed_to_TE,avg_receptions,avg_receiving_yards,avg_receiving_air_yards,avg_avg_intended_air_yards,avg_carries,avg_rushing_yards,avg_rushing_tds_allowed_to_QB
00-0039796,Rasheen Ali,RB,BAL,PIT,2024,16,0,0.17,0.0,0.6654564142227173,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.11111111442248026,0.0,0.3333333333333333,0.0,25.5,4,0.0,RB,,,,,,,,,,,,,,,
00-0039798,Isaiah Davis,RB,NYJ,LA,2024,16,0,0.3733333333333333,0.15108256414532661,0.10935947795708974,1.2981274724006653,0.24242424964904785,0.15501254154910835,0.13333333333333333,0.9035185185185185,10.0,0.3333333333333333,0.13888889054457346,0.3333333333333333,0.008547008547008546,0.0,0.3333333333333333,0.0,0.04629629684819115,0.0,0.3333333333333333,22.0,3,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0039875,Ray Davis,RB,BUF,NE,2024,16,0,0.26666666666666666,0.0679938867688179,0.005167404810587565,0.7562738905350367,1.3333333333333333,0.7130464058154661,0.21212121212121213,0.9677272727272727,18.18181818181818,0.32777778059244156,0.055555557211240135,0.0,0.0,0.3333333333333333,0.11111111442248027,0.21851852039496103,0.055555557211240135,0.6666666666666666,1.0,31.0,3,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0030578,Cordarrelle Patterson,RB,PIT,KC,2024,17,0,0.11,0.06254267816742261,-2.141344110171,0.2809972365697225,0.5222222258647283,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.010101010101010102,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,22.0,3,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0031687,Raheem Mostert,RB,MIA,CLE,2024,17,0,0.3466666666666667,0.1001074289282163,-2.6143479347229004,0.10695127646128337,-1.1975489854812622,0.0,0.0,0.0,0.0,0.11111111442248027,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.037037038140826754,0.0,0.3333333333333333,0.0,17.75,1,0.0,RB,,,,,,,,,,,,,,,
00-0032104,Ameer Abdullah,RB,LVR,NO,2024,17,0,0.42666666666666675,0.2528419569134712,-0.4100113908449809,2.1429378191630044,1.665555516878764,0.0,0.0,0.0,0.0,0.20370370397965112,0.40000000099341076,0.0,0.0,0.0,0.6666666666666666,0.27160493863953483,0.0,1.3333333333333333,0.0,19.5,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0032764,Derrick Henry,RB,BAL,HOU,2024,17,1,0.57,0.08416873961687088,0.4088369607925415,0.9808372259140015,0.9722223281860352,0.7444415662010311,0.4444444444444444,2.7512054709995883,23.015873015873012,0.5416666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.18055555555555552,0.0,0.3333333333333333,0.0,26.75,1,0.0,RB,,,,,,,,,,,,,,,
00-0033045,Ezekiel Elliott,RB,DAL,PHI,2024,17,0,0.11333333333333334,0.03321125855048498,0.26011186838150024,0.03859670956929525,-1.5,0.0,0.0,0.0,0.0,0.39444445570309955,0.0,0.0,0.0,0.3333333333333333,0.0,0.1314814852343665,0.0,0.3333333333333333,0.0,15.0,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0033293,Aaron Jones,RB,MIN,GB,2024,17,0,0.6866666666666665,0.13686368614435196,-0.4619693060715993,0.4040094017982483,-4.738095204035441,0.23444212254666139,0.42735042735042733,2.779953703703704,8.831908831908832,0.7833333412806193,0.16428571691115698,0.0,0.0,0.16666666666666666,0.0,0.5222222275204128,0.05476190563705233,0.6666666666666666,0.3333333333333333,25.0,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0033526,Samaje Perine,RB,KC,PIT,2024,17,0,0.22999999999999998,0.07087589552005132,-0.18143638968467712,1.9617573022842407,12.071428537368774,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3,0.0,RB,,,,,,,,,,,,,,,
00-0033553,James Conner,RB,ARI,LA,2024,17,0,0.64,0.18118737637996674,2.6401565869649253,3.3776891231536865,-7.377777894337972,1.7668732868137136,0.3939814814814815,2.825864880952381,27.268518518518515,0.7666666706403097,0.2976190497477849,0.0,0.0,0.5,0.16666666666666666,0.0,0.0992063499159283,0.0,0.3333333333333333,20.75,1,1.0,RB,,,,,,,,,,,,,,,
00-0033854,Dare Ogunbowale,RB,HOU,BAL,2024,17,0,0.2066666666666667,0.029047710200150807,1.7655846277872722,-0.0321728785832723,-1.2222222487131755,0.0,0.0,0.0,0.0,0.0,0.047619049747784935,0.0,0.0,0.0,0.0,0.0,0.015873016582594976,0.6666666666666666,0.3333333333333333,20.25,3,0.0,RB,,,,,,,,,,,,,,,
00-0033897,Joe Mixon,RB,HOU,BAL,2024,17,0,0.6833333333333332,0.25983751316865283,-0.9093626538912455,-1.0792589286963146,0.9137254556020101,-0.3323978609905431,0.3119047619047619,2.964146464646465,35.47619047619048,0.8333333333333334,0.0,0.0,0.0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.6666666666666666,0.3333333333333333,20.25,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0033923,Kareem Hunt,RB,KC,PIT,2024,17,1,0.3633333333333333,0.07200703273216884,-0.41707130273183185,0.5986843506495158,2.3333332737286887,-0.4029620312649769,0.19347319347319347,1.7443939393939394,18.881118881118883,0.25833333532015484,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,24.0,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0033925,D'Onta Foreman,RB,CLE,MIA,2024,17,0,0.11666666666666665,0.0,-1.4274883419275284,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.22222222884496054,0.0,0.027777777777777776,0.0,0.3333333333333333,0.0,14.75,3,0.0,RB,,,,,,,,,,,,,,,
00-0033948,Jamaal Williams,RB,NO,LV,2024,17,0,0.10333333333333333,0.051140171786149345,-1.1617817481358845,0.2318675716718038,2.2777777512868247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,18.0,2,0.0,RB,,,,,,,,,,,,,,,
00-0033955,Jeremy McNichols,RB,WAS,ATL,2024,17,0,0.27,0.10890125731627147,0.5233672360579172,-0.846539298693339,2.5,0.0,0.0,0.0,0.0,0.17171717683474222,0.047619049747784935,0.0,0.0,0.3333333333333333,0.0,0.05723905894491407,0.03174603316518995,0.3333333333333333,0.6666666666666666,25.0,2,0.0,RB,,,,,,,,,,,,,,,
00-0034115,Jeffery Wilson,RB,MIA,CLE,2024,17,0,0.0,0.011972119410832724,-0.31445154547691345,0.12512008349100748,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,17.75,2,0.0,RB,,,,,,,,,,,,,,,
00-0034208,Mike Boone,RB,CAR,TB,2024,17,0,0.06333333333333334,0.0,-0.8080451190471649,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.3333333333333333,0.0,18.75,4,0.0,RB,,,,,,,,,,,,,,,
00-0034844,Saquon Barkley,RB,PHI,DAL,2024,17,0,0.73,0.10816825429598491,1.5946513017018635,-0.3180125455061595,0.5999999841054281,0.8394891423579977,0.4053884711779449,2.8293458333333334,9.168179068360557,0.6259920597076416,0.0,0.0,0.0,0.6500000009934107,0.0,0.20866401990254718,0.0,0.3333333333333333,0.3333333333333333,22.5,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0034972,Alexander Mattison,RB,LVR,NO,2024,17,0,0.4033333333333333,0.2033123845855395,-3.131477952003479,-1.3385237058003743,-3.0625,-0.815051521393214,0.0,0.9213,5.555555555555557,0.4333333373069763,0.0,0.0,0.0,0.6666666666666666,0.0,0.5777777830759684,0.0,1.3333333333333333,0.0,19.5,4,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0035250,Devin Singletary,RB,NYG,IND,2024,17,0,0.24666666666666667,0.033065016071001686,-0.740798165400823,0.09221919377644856,-0.5925925970077515,0.0,0.0,0.0,0.0,0.22222222884496054,0.0,0.0,0.0,0.22222222884496054,0.0,0.22222222884496054,0.0,1.0,0.0,16.5,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0035537,Ty Johnson,RB,BUF,NYJ,2024,17,0,0.3466666666666667,0.21113033841053644,-0.2579894959926605,5.096300433079402,18.84684685866038,0.0,0.0,0.0,0.0,0.027777778605620067,0.2222222238779068,0.0,0.0,0.0,0.0,0.018518519070413377,0.0,0.6666666666666666,0.0,27.25,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0035567,Craig Reynolds,RB,DET,SF,2024,17,0,0.09000000000000001,0.010439814378817877,0.2872234930594762,0.45336325963338214,-0.4166666666666667,0.0,0.0,0.0,0.0,0.06060606241226196,0.0,0.0,0.0,0.0,0.0,0.02020202080408732,0.0,0.3333333333333333,0.0,27.0,3,0.0,RB,,,,,,,,,,,,,,,
00-0035628,D'Ernest Johnson,RB,JAX,TEN,2024,17,0,0.2333333333333333,0.06475027650594711,-0.20348434646924338,-2.836024363835653,0.3333333333333333,0.0,0.0,0.0,0.0,0.11111111442248027,0.06666666766007741,0.3333333333333333,0.01075268817204301,0.11111111442248027,0.0,0.18518519070413378,0.022222222553359136,1.6666666666666667,0.3333333333333333,19.5,3,0.0,RB,,,,,,,,,,,,,,,
00-0035700,Josh Jacobs,RB,GB,MIN,2024,17,1,0.6533333333333333,0.11842809617519379,-1.2413240671157837,1.746322790781657,-2.026515165964762,0.4743396255854049,0.49430199430199434,2.7463390522875817,34.61538461538461,0.648809532324473,0.0,0.0,0.0,0.6333333353201548,0.0,0.43253968821631533,0.0,0.6666666666666666,0.0,24.0,1,1.0,RB,,,,,,,,,,,,,,,
00-0036139,Rico Dowdle,RB,DAL,PHI,2024,17,0,0.7599999999999999,0.08271976560354233,0.28121519088745117,0.6879317263762156,0.6666666666666666,0.4986347549030515,0.417022792022792,2.752815543672014,29.356125356125357,0.4277777820825577,0.06666666766007741,0.0,0.0,0.0,0.0,0.14259259402751923,0.0,0.3333333333333333,0.0,15.0,1,0.0,RB,,,,,,,,,,,,,,,
00-0036158,J.K. Dobbins,RB,LAC,NE,2024,17,1,0.5633333333333334,0.13800274829069772,0.6930138270060221,-1.0449557205041249,-3.2857142885526023,0.7706326275972905,0.21645021645021645,1.848452991452991,10.505050505050505,0.23333333929379782,0.06666666766007741,0.0,0.0,0.2444444497426351,0.0,0.23333333929379782,0.04444444510671827,1.0,0.6666666666666666,24.0,4,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0036223,Jonathan Taylor,RB,IND,NYG,2024,17,1,0.7766666666666667,0.049498495956261955,0.7183144688606262,0.33299511671066284,-0.08333333333333333,1.2600943701225282,0.3743185550082102,2.739592712842713,29.368861024033436,0.4603174726168315,0.06666666766007741,0.0,0.0,0.1944444477558136,0.0,0.4603174726168315,0.022222222553359136,1.0,0.3333333333333333,24.0,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0036275,D'Andre Swift,RB,CHI,SEA,2024,17,0,0.7366666666666667,0.08405334999163945,-3.6624258359273276,0.10615819692611694,-1.1666666666666667,-0.6828067599423858,0.15288220551378445,1.9972226720647772,27.694235588972433,0.9166666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3055555555555555,0.0,0.3333333333333333,0.3333333333333333,18.75,1,0.0,RB,,,,,,,,,,,,,,,
00-0036328,Antonio Gibson,RB,NE,LAC,2024,17,0,0.37999999999999995,0.07743105540672938,0.11783023675282796,0.32840081055959064,-9.444444417953491,-0.23911006940610235,0.09999999999999999,1.0703703703703702,0.0,0.318518524368604,0.0,0.0,0.0,0.4444444477558136,0.0,0.10617284145620133,0.0,0.3333333333333333,0.6666666666666666,18.0,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0036360,Clyde Edwards-Helaire,RB,NO,LV,2024,17,0,,,,,,,,,,,,,,,,0.0,0.0,0.6666666666666666,0.3333333333333333,18.0,4,,RB,,,,,,,,,,,,,,,
00-0036414,Cam Akers,RB,MIN,GB,2024,17,1,0.2333333333333333,0.0,-0.4611656616131465,0.0,0.0,-0.33479935794860277,0.09999999999999999,0.8816666666666667,3.3333333333333335,0.15000000099341074,0.0,0.0,0.0,0.16666666666666666,0.0,0.10000000066227382,0.0,0.6666666666666666,0.3333333333333333,25.0,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0036425,DeeJay Dallas,RB,ARI,LA,2024,17,0,0.1566666666666667,0.018509494761625927,-0.686295360326767,0.5811060667037964,0.3333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.3333333333333333,0.010416666666666666,0.0,0.3333333333333333,0.0,0.027777777777777776,0.0,0.3333333333333333,20.75,3,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0036670,Jermar Jefferson,RB,DET,SF,2024,17,0,0.08,0.046875,-0.37696588039398193,0.488208144903183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,27.0,4,0.0,RB,,,,,,,,,,,,,,,
00-0036875,Rhamondre Stevenson,RB,NE,LAC,2024,17,0,0.6233333333333334,0.07571136951446533,-2.472849120696386,1.320819576581319,1.8714285691579182,0.7720654365134386,0.4686609686609687,2.808063762626263,19.515669515669515,0.5777777930100759,0.0,0.0,0.0,0.11111111442248027,0.0,0.1925925976700253,0.0,0.3333333333333333,0.6666666666666666,18.0,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0036893,Najee Harris,RB,PIT,KC,2024,17,0,0.3433333333333333,0.025395161161820095,-0.9101788861056169,-0.6929353872934977,-0.3888888756434123,0.022246507237355957,0.14583333333333334,1.073888888888889,25.0,0.3055555621782939,0.06666666766007741,0.0,0.0,0.16666666666666666,0.0,0.20370370811886257,0.0,0.6666666666666666,0.0,22.0,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0036906,Khalil Herbert,RB,CIN,DEN,2024,17,0,0.08,0.00991850532591343,0.051215151945749916,0.11723190546035767,-1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,26.75,3,0.0,RB,,,,,,,,,,,,,,,
00-0036919,Kenneth Gainwell,RB,PHI,DAL,2024,17,0,0.2733333333333334,0.1259703685839971,-0.40637048085530597,1.9449390657246113,-2.666666587193807,0.0,0.0,0.0,0.0,0.11011904974778493,0.17777778208255768,0.0,0.0,0.0,0.0,0.036706349915928305,0.05925926069418589,0.3333333333333333,0.3333333333333333,22.5,2,0.0,RB,,,,,,,,,,,,,,,
00-0036924,Michael Carter,RB,ARI,LA,2024,17,0,0.36,0.23959894478321075,0.8619866371154785,0.8686977624893188,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,20.75,4,0.0,RB,,,,,,,,,,,,,,,
00-0036973,Travis Etienne,RB,JAX,TEN,2024,17,0,0.5733333333333334,0.15640253325303397,-1.3014773422231276,1.3252186874548595,-14.074074109395346,0.22383169567107586,0.14285714285714285,0.9828333333333332,4.761904761904762,0.2777777810891469,0.03703703731298447,0.0,0.0,0.0,0.0,0.46296296848191154,0.012345679104328156,1.6666666666666667,0.3333333333333333,19.5,1,0.0,RB,,,,,,,,,,,,,,,
00-0036984,Trey Sermon,RB,IND,NYG,2024,17,0,0.15333333333333335,0.04795272275805473,-0.0684754525621732,-0.1956404997035861,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,24.0,2,0.0,RB,,,,,,,,,,,,,,,
00-0036997,Javonte Williams,RB,DEN,CIN,2024,17,0,0.5033333333333333,0.16410004595915476,-0.6612095435460409,-2.148120562235514,2.354838709036509,0.0,0.0,0.0,0.0,0.08333333333333333,0.06666666766007741,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.022222222553359136,1.0,0.3333333333333333,23.75,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0037197,Isiah Pacheco,RB,KC,PIT,2024,17,0,0.3933333333333333,0.0903584969540437,-3.281802917520205,-0.39919038613637287,4.566666667660077,-0.2572169735580241,0.3333333333333333,1.6379238095238093,7.509157509157508,0.15000000099341074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1,0.0,RB,,,,,,,,,,,,,,,
00-0037228,Jaylen Warren,RB,PIT,KC,2024,17,0,0.5733333333333334,0.2301295797030131,-0.43881937861442566,-0.5497027238210043,1.3396824995676677,-0.06513613638386771,0.1388888888888889,0.8748999999999999,5.5555555555555545,0.4166666666666667,0.11111111442248027,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.6666666666666666,0.0,22.0,2,0.0,RB,,,,,,,,,,,,,,,
00-0037248,James Cook,RB,BUF,NYJ,2024,17,1,0.4066666666666667,0.10480449845393498,2.52522607644399,1.9001760880152385,-2.3676470518112183,2.247027347371173,0.26406926406926406,1.850446153846154,10.173160173160172,0.4722222189108531,0.11111111442248027,0.0,0.0,0.11111111442248027,0.3333333333333333,0.3148148126072354,0.0,0.6666666666666666,0.0,27.25,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0037256,Rachaad White,RB,TB,CAR,2024,17,0,0.59,0.16498725364605585,-0.40441179275512695,-0.2932743529478709,-7.9595959186553955,0.4135647239706793,0.3490196078431372,1.7166071428571428,19.869281045751638,0.5777777830759684,0.2777777810891469,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1925925943586561,0.0925925936963823,0.3333333333333333,0.3333333333333333,28.75,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0037258,Dameon Pierce,RB,HOU,BAL,2024,17,0,0.08,0.014335664610068003,-0.27898173530896503,-0.13868150115013123,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,20.25,2,0.0,RB,,,,,,,,,,,,,,,
00-0037263,Tyler Allgeier,RB,ATL,WAS,2024,17,0,0.23666666666666666,0.00895823227862517,0.2511407931645711,0.21669735511144003,-0.4285714228947957,0.28444556775571134,0.3762626262626263,1.9217992424242425,11.111111111111109,0.07870370397965114,0.0,0.0,0.0,0.0,0.0,0.05246913598643409,0.0,0.6666666666666666,0.3333333333333333,21.5,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0037267,Jerome Ford,RB,CLE,MIA,2024,17,0,0.6466666666666666,0.16779145101706186,0.9749662081400553,0.5734489808479944,-1.9222222566604614,1.0527374469443278,0.3181818181818182,1.9476809523809522,0.0,0.5,0.11111111442248027,0.3333333333333333,0.008130081300813009,0.11111111442248027,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,14.75,2,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0037276,Ty Chandler,RB,MIN,GB,2024,17,0,0.08,0.0,0.2407967448234558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,25.0,3,0.0,RB,,,,,,,,,,,,,,,
00-0037429,Raheem Blackshear,RB,CAR,TB,2024,17,0,0.1,0.0,-0.05226307362318039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,18.75,3,0.0,RB,,,,,,,,,,,,,,,
00-0037594,Julius Chestnut,RB,TEN,JAX,2024,17,0,0.12666666666666668,0.019999999552965164,-1.2490123510360718,-0.38488197326660156,0.0,0.0,0.0,0.0,0.0,0.033333333830038704,0.0,0.0,0.0,0.0,0.0,0.033333333830038704,0.0,1.0,0.0,18.5,3,0.0,RB,,,,,,,,,,,,,,,
00-0037617,Hassan Haskins,RB,LAC,NE,2024,17,0,0.26666666666666666,0.03717948744694392,-1.99508136510849,1.4223670959472656,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,24.0,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0037745,Velus Jones,RB,CAR,TB,2024,17,0,0.07,0.03536899760365486,0.15440896153450012,0.5649058222770691,-1.600000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,18.75,4,0.0,RB,,,,,,,,,,,,,,,
00-0037746,Brian Robinson,RB,WAS,ATL,2024,17,0,0.6133333333333334,0.10702444240450859,-5.503403186798096,0.634554406007131,-7.166666666666667,0.23527333347372945,0.3410714285714285,2.612180392156863,16.26984126984127,0.4783549904823303,0.0,0.0,0.0,0.5555555621782938,0.0,0.1594516634941101,0.0,0.3333333333333333,0.6666666666666666,25.0,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0037827,Tyrion Davis-Price,RB,PHI,DAL,2024,17,0,,,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,0.3333333333333333,22.5,4,,RB,,,,,,,,,,,,,,,
00-0037840,Kyren Williams,RB,LAR,ARI,2024,17,1,0.84,0.08033879287540913,-0.6865782737731934,-0.7509502023458481,0.7222222089767456,0.3289942500558131,0.48015873015873023,2.748161092530658,12.743628185907047,0.6406186521053314,0.11111111442248027,0.0,0.0,0.4166666666666667,0.0,0.8541582028071085,0.0,1.3333333333333333,0.0,27.25,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0038098,Pierre Strong,RB,CLE,MIA,2024,17,0,0.13333333333333333,0.05424004544814428,-0.7235590219497681,-0.4259479319055875,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,14.75,3,0.0,RB,,,,,,,,,,,,,,,
00-0038120,Breece Hall,RB,NYJ,BUF,2024,17,0,0.6233333333333334,0.1028677982588609,-2.8367475171883902,0.04348345100879669,6.366666674613953,-0.4312051717763556,0.25793650793650796,1.8962857142857146,7.539682539682539,0.75,0.09523809949556987,0.3333333333333333,0.007936507936507936,0.6666666666666666,0.16666666666666666,1.0,0.03174603316518995,1.3333333333333333,0.3333333333333333,17.25,1,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0038454,Keaton Mitchell,RB,BAL,HOU,2024,17,0,,,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,0.0,26.75,3,,RB,,,,,,,,,,,,,,,
00-0038542,Bijan Robinson,RB,ATL,WAS,2024,17,1,0.7866666666666666,0.13336899876594543,0.6989705996675184,0.4417901039123535,-1.1238094965616863,0.9882896659979977,0.49134199134199125,2.823531328320802,10.606060606060606,0.5879629651705424,0.12222222487131755,0.0,0.0,0.6666666666666666,0.0,0.3919753101136949,0.04074074162377252,0.6666666666666666,0.3333333333333333,21.5,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0038551,Kendre Miller,RB,NO,LV,2024,17,0,0.37333333333333335,0.08033436288436253,-0.4798840433359146,-0.062059491872787476,0.5333333412806193,0.1476883917358504,0.19999999999999998,1.110047619047619,3.3333333333333335,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,18.0,3,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0038555,Tank Bigsby,RB,JAX,TEN,2024,17,0,0.3566666666666667,0.04965743608772755,-0.34176525473594666,-0.7842850089073181,-1.111111084620158,0.10353839181600928,0.35000000000000003,2.7900333333333336,29.46127946127946,0.7222222288449606,0.0,0.0,0.0,0.3333333333333333,0.0,1.203703714741601,0.0,1.6666666666666667,0.3333333333333333,19.5,2,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0038597,Chase Brown,RB,CIN,DEN,2024,17,0,0.9133333333333334,0.22175584733486176,1.6782825986544292,1.6711559295654297,2.590086340904236,0.1499505831889496,0.3913043478260869,2.438076853400223,13.777777777777777,1.0,0.1439393957455953,0.6666666666666666,0.016584766584766587,0.6666666666666666,0.0,0.6666666666666666,0.0959595971637302,0.6666666666666666,0.6666666666666666,26.75,1,0.6666666666666666,RB,,,,,,,,,,,,,,,
00-0038611,Chris Rodriguez,RB,WAS,ATL,2024,17,1,0.14,0.0,1.3295257488886516,0.0,0.0,0.8203181967429055,0.20512820512820515,0.8370256410256411,5.128205128205129,0.06060606241226196,0.0,0.0,0.0,0.0,0.0,0.02020202080408732,0.0,0.3333333333333333,0.6666666666666666,25.0,3,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0038636,Kenny McIntosh,RB,SEA,CHI,2024,17,0,0.19000000000000003,0.05219401294986407,-0.1310732662677765,0.05125468969345093,3.2777777512868247,0.0,0.0,0.0,0.0,0.06060606241226196,0.0,0.0,0.0,0.0,0.0,0.12121212482452393,0.0,2.0,0.0,23.25,3,0.0,RB,,,,,,,,,,,,,,,
00-0038794,Jaleel McLaughlin,RB,DEN,CIN,2024,17,0,0.29666666666666663,0.06601760846873124,0.41076866785685223,-1.0786277850468953,-0.4333333174387614,0.08815437046320525,0.14285714285714285,1.0856944444444443,11.904761904761905,0.4583333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.4583333333333333,0.0,1.0,0.3333333333333333,23.75,2,0.0,RB,,,,,,,,,,,,,,,
00-0038797,Emanuel Wilson,RB,GB,MIN,2024,17,1,0.17,0.01438872516155243,0.6792860825856527,-0.17978372176488241,-0.3333333333333333,0.5227684739401672,0.15151515151515152,0.9919000000000002,18.18181818181818,0.125,0.0,0.0,0.0,0.13333333532015482,0.0,0.08333333333333333,0.0,0.6666666666666666,0.0,24.0,2,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0038951,Sean Tucker,RB,TB,CAR,2024,17,0,0.12333333333333334,0.05581255257129669,-0.5209594170252482,-0.32762677470843,0.4666666587193807,0.0,0.0,0.0,0.0,0.11111111442248027,0.0,0.0,0.0,0.22222222884496054,0.0,0.037037038140826754,0.0,0.3333333333333333,0.3333333333333333,28.75,3,0.3333333333333333,RB,,,,,,,,,,,,,,,
00-0039021,Roschon Johnson,RB,CHI,SEA,2024,17,0,0.3566666666666667,0.032191423078378044,0.8738062183062235,1.4574565887451172,2.0,0.16418389448483392,0.2333333333333333,0.8619666666666665,16.666666666666668,0.4888888994852702,0.027777778605620067,0.0,0.0,0.5555555621782938,0.0,0.16296296649509007,0.009259259535206689,0.3333333333333333,0.3333333333333333,18.75,2,0.6666666666666666,RB,,,,,,,,,,,,,,,
