season,week,team,spread_line,total_line
2021,1,TB,-7.5,51.5
2021,1,ATL,-3.5,48
2021,1,BUF,-6.5,48.5
2021,1,CAR,-5.0,44.5
2021,1,CIN,3.0,48
2021,1,DET,7.5,46
2021,1,HOU,3.0,44.5
2021,1,IND,2.5,48.5
2021,1,KC,-6.0,53
2021,1,LAR,-7.5,44.5
2021,1,NE,-2.5,44.5
2021,1,NO,4.0,49.5
2021,1,NYG,2.5,42.5
2021,1,TEN,-3.0,51.5
2021,1,WAS,1.0,44.5
2021,1,LVR,4.5,51
2021,2,WAS,-3.0,41
2021,2,ARI,-4.0,51
2021,2,BAL,4.0,55.5
2021,2,CAR,3.5,44
2021,2,CHI,-3.0,45
2021,2,CLE,-12.5,48
2021,2,IND,4.0,47.5
2021,2,JAX,6.0,45.5
2021,2,LAC,-3.0,55
2021,2,MIA,3.0,48
2021,2,NYJ,5.5,42.5
2021,2,PHI,3.5,50
2021,2,PIT,-6.0,47.5
2021,2,SEA,-5.5,54
2021,2,TB,-12.5,52
2021,2,GB,-10.5,48
2021,3,HOU,8.0,43
2021,3,BUF,-7.0,45.5
2021,3,CLE,-7.5,45
2021,3,DEN,-10.0,41.5
2021,3,DET,7.5,51
2021,3,JAX,8.0,51.5
2021,3,KC,-7.0,55
2021,3,LVR,-3.5,45
2021,3,LAR,1.0,55
2021,3,MIN,2.0,54
2021,3,NE,-3.0,43.5
2021,3,NYG,-2.5,48
2021,3,PIT,-2.5,42.5
2021,3,SF,-3.0,50.5
2021,3,TEN,-5.0,47
2021,3,DAL,-3.5,51.5
2021,4,CIN,-7.5,46
2021,4,ATL,2.0,47.5
2021,4,BUF,-19.0,47.5
2021,4,CHI,-3.0,41.5
2021,4,DAL,-4.5,51.5
2021,4,DEN,-1.0,44
2021,4,GB,-6.0,45
2021,4,LAR,-4.0,54
2021,4,MIA,-2.5,41.5
2021,4,MIN,1.0,52
2021,4,NE,6.5,49
2021,4,NO,-7.0,42.5
2021,4,NYJ,6.0,44.5
2021,4,PHI,7.0,54
2021,4,SF,-2.5,52
2021,4,LAC,-3.0,51.5
2021,5,SEA,2.5,53.5
2021,5,ARI,-6.0,48.5
2021,5,ATL,-3.0,45.5
2021,5,CAR,-2.5,46
2021,5,CIN,2.0,50
2021,5,DAL,-7.0,52.5
2021,5,HOU,8.0,39
2021,5,JAX,4.5,49
2021,5,KC,-3.0,57
2021,5,LVR,-5.5,46
2021,5,LAC,-2.5,47
2021,5,MIN,-10.0,49.5
2021,5,PIT,1.5,40
2021,5,TB,-11.0,48
2021,5,WAS,2.5,43.5
2021,5,BAL,-7.5,46.5
2021,6,PHI,7.0,53
2021,6,BAL,-3.0,51
2021,6,CAR,2.5,45.5
2021,6,CHI,5.5,44
2021,6,CLE,-3.0,48
2021,6,DEN,-5.0,45
2021,6,DET,3.5,46.5
2021,6,IND,-11.5,45
2021,6,JAX,1.5,47.5
2021,6,NE,3.5,50.5
2021,6,NYG,7.5,49
2021,6,PIT,-5.5,43
2021,6,WAS,6.5,54
2021,6,TEN,6.0,53.5
2021,7,CLE,-2.0,40
2021,7,ARI,-20.0,47.5
2021,7,BAL,-6.5,46
2021,7,GB,-8.5,48
2021,7,LVR,-1.0,48
2021,7,LAR,-16.0,51
2021,7,MIA,1.5,47.5
2021,7,NE,-7.0,42.5
2021,7,NYG,3.0,43
2021,7,SF,-3.5,41.5
2021,7,TB,-12.0,47
2021,7,TEN,4.0,58.5
2021,7,SEA,6.0,42
2021,8,ARI,-6.5,51
2021,8,ATL,-2.5,47
2021,8,BUF,-15.0,48.5
2021,8,CHI,4.5,40
2021,8,CLE,-5.5,43
2021,8,DEN,-4.0,45
2021,8,DET,3.0,48
2021,8,HOU,16.5,47
2021,8,IND,-3.0,51
2021,8,LAC,-3.5,50.5
2021,8,MIN,-4.0,49
2021,8,NO,4.0,48
2021,8,NYJ,11.5,43
2021,8,SEA,-4.0,44.5
2021,8,KC,-10.5,53
2021,9,IND,-10.0,45.5
2021,9,BAL,-7.0,51
2021,9,CAR,3.5,41.5
2021,9,CIN,-2.0,47.5
2021,9,DAL,-10.0,50
2021,9,JAX,14.5,48.5
2021,9,KC,-7.0,48
2021,9,LAR,-7.0,53
2021,9,MIA,-4.0,45
2021,9,NO,-6.5,43
2021,9,NYG,3.0,47
2021,9,PHI,1.0,49.5
2021,9,SF,-5.5,44.5
2021,9,PIT,-7.0,40
2021,10,MIA,8.5,47
2021,10,ARI,-7.0,41.5
2021,10,DAL,-7.5,55
2021,10,DEN,-1.0,44.5
2021,10,GB,-3.0,49
2021,10,IND,-10.5,48
2021,10,LVR,2.5,54
2021,10,LAC,-3.0,53.5
2021,10,NE,-2.5,45
2021,10,NYJ,13.5,48.5
2021,10,PIT,-6.0,40.5
2021,10,TEN,-3.0,42.5
2021,10,WAS,10.0,50.5
2021,10,SF,3.5,50
2021,11,ATL,7.0,47
2021,11,BUF,-7.0,49.5
2021,11,CAR,-3.0,43
2021,11,CHI,1.0,40.5
2021,11,CLE,-13.5,42.5
2021,11,JAX,6.5,45.5
2021,11,KC,-2.5,56
2021,11,LVR,2.0,50.5
2021,11,LAC,-6.0,47.5
2021,11,MIN,1.0,47
2021,11,NYJ,3.5,44.5
2021,11,PHI,-3.0,42
2021,11,SEA,-4.5,45
2021,11,TEN,-10.0,44.5
2021,11,TB,-11.5,50
2021,12,DAL,-7.0,51
2021,12,DET,2.0,41.5
2021,12,NO,7.0,45
2021,12,BAL,-3.0,47.5
2021,12,CIN,-3.5,43.5
2021,12,DEN,3.0,47
2021,12,GB,2.0,46.5
2021,12,HOU,-3.0,44.5
2021,12,IND,3.0,53
2021,12,JAX,1.5,46
2021,12,MIA,1.0,41
2021,12,NE,-7.0,43
2021,12,NYG,4.0,45
2021,12,SF,-4.0,49
2021,12,WAS,1.5,46.5
2021,13,NO,6.5,45.5
2021,13,ATL,10.5,51
2021,13,CHI,7.5,43
2021,13,CIN,-2.5,49.5
2021,13,DET,7.0,47
2021,13,HOU,10.0,45.5
2021,13,KC,-8.5,46.5
2021,13,LVR,-1.5,47.5
2021,13,LAR,-14.0,48
2021,13,MIA,-7.0,40
2021,13,NYJ,5.0,44
2021,13,PIT,4.0,44
2021,13,SEA,3.0,45
2021,13,BUF,-3.0,39.5
2021,14,MIN,-3.5,45
2021,14,CAR,-2.5,41.5
2021,14,CIN,1.5,49
2021,14,CLE,-3.0,44
2021,14,DEN,-12.5,42
2021,14,GB,-12.0,43
2021,14,HOU,9.5,41
2021,14,KC,-9.5,48
2021,14,LAC,-9.0,43.5
2021,14,NYJ,4.5,42
2021,14,TB,-3.5,52.5
2021,14,TEN,-8.5,44.5
2021,14,WAS,6.5,48
2021,14,ARI,-3.0,51
2021,15,LAC,3.0,54
2021,15,IND,-1.5,46
2021,15,BAL,9.0,45.5
2021,15,BUF,-14.5,43
2021,15,DEN,-3.0,44
2021,15,DET,13.0,48.5
2021,15,JAX,-6.0,40
2021,15,MIA,-10.0,42
2021,15,NYG,12.0,43.5
2021,15,PIT,-1.0,44
2021,15,SF,-9.0,47.5
2021,15,TB,-11.5,45.5
2021,15,CHI,7.0,47
2021,15,CLE,1.0,40.5
2021,15,LAR,-7.0,47
2021,15,PHI,-10.0,39.5
2021,16,TEN,3.5,45.5
2021,16,ARI,-3.0,48
2021,16,GB,-7.5,46.5
2021,16,ATL,-7.5,42.5
2021,16,CAR,11.0,44.5
2021,16,CIN,-7.5,43.5
2021,16,DAL,-10.0,46
2021,16,HOU,13.0,45.5
2021,16,KC,-10.0,44.5
2021,16,LVR,1.0,41.5
2021,16,MIN,3.0,48.5
2021,16,NE,-1.0,43.5
2021,16,NYJ,-2.5,43
2021,16,PHI,-11.0,41
2021,16,SEA,-7.0,41
2021,16,NO,3.0,37.5
2021,17,BAL,7.0,46.5
2021,17,BUF,-14.0,46
2021,17,CHI,-6.5,36.5
2021,17,CIN,3.5,51
2021,17,DAL,-6.5,52.5
2021,17,GB,-13.0,42.5
2021,17,IND,-8.5,46.5
2021,17,LAC,-7.5,46
2021,17,NE,-17.5,41.5
2021,17,NO,-7.0,37
2021,17,NYJ,14.0,47.5
2021,17,SF,-13.5,44.5
2021,17,SEA,-8.5,41.5
2021,17,TEN,-3.0,41
2021,17,WAS,4.5,44.5
2021,17,PIT,-2.0,42
2021,18,DEN,11.5,44.5
2021,18,PHI,6.0,46.5
2021,18,ARI,-5.0,48.5
2021,18,ATL,4.5,40
2021,18,BAL,-3.0,41
2021,18,BUF,-16.0,42
2021,18,CLE,-6.5,38
2021,18,DET,4.0,45
2021,18,HOU,10.5,43
2021,18,JAX,14.0,43
2021,18,LVR,3.0,49.5
2021,18,LAR,3.5,46.5
2021,18,MIA,6.0,41
2021,18,MIN,-3.5,44.5
2021,18,NYG,6.0,36
2021,18,TB,-10.5,43.5
2022,1,LAR,2.0,52
2022,1,ARI,6.0,54
2022,1,ATL,5.5,44
2022,1,CAR,-1.0,42
2022,1,CHI,6.5,38
2022,1,CIN,-7.0,44.5
2022,1,DAL,2.5,49.5
2022,1,DET,5.5,48.5
2022,1,HOU,7.0,45.5
2022,1,LAC,-3.5,52.5
2022,1,MIA,-3.0,46.5
2022,1,MIN,-2.0,46.5
2022,1,NYJ,6.5,44
2022,1,TEN,-5.5,44
2022,1,WAS,-3.0,43
2022,1,SEA,6.0,44
2022,2,KC,-4.0,52.5
2022,2,BAL,-3.5,44
2022,2,CLE,-6.5,38.5
2022,2,DAL,7.0,42
2022,2,DEN,-10.0,45.5
2022,2,DET,-1.0,48
2022,2,GB,-10.0,42
2022,2,JAX,3.0,43.5
2022,2,LVR,-5.5,52
2022,2,LAR,-10.0,46
2022,2,NO,2.5,43.5
2022,2,NYG,1.0,43.5
2022,2,PIT,3.0,40
2022,2,SF,-8.5,39.5
2022,2,BUF,-10.0,47.5
2022,2,PHI,-2.5,49.5
2022,3,CLE,-4.5,38
2022,3,ARI,3.5,48.5
2022,3,CAR,2.0,41
2022,3,CHI,-3.0,39
2022,3,DEN,1.5,45
2022,3,IND,5.0,51
2022,3,LAC,-6.5,46.5
2022,3,MIA,4.0,54.5
2022,3,MIN,-6.5,51.5
2022,3,NE,2.5,44.5
2022,3,NYJ,6.5,46
2022,3,SEA,-1.0,43.5
2022,3,TB,-1.5,42
2022,3,TEN,2.0,45.5
2022,3,WAS,6.0,47.5
2022,3,NYG,-1.0,38.5
2022,4,CIN,-4.0,49
2022,4,ATL,1.0,48.5
2022,4,BAL,3.0,50
2022,4,CAR,-1.0,43.5
2022,4,DAL,-3.0,41
2022,4,DET,-3.5,48.5
2022,4,GB,-9.5,40
2022,4,HOU,5.5,45
2022,4,IND,-3.5,43
2022,4,LVR,-2.5,45.5
2022,4,NO,4.0,42
2022,4,NYG,-3.0,39.5
2022,4,PHI,-6.5,44
2022,4,PIT,-3.0,41
2022,4,TB,-1.5,47.5
2022,4,SF,-1.5,42.5
2022,5,DEN,-3.0,42
2022,5,ARI,5.5,49
2022,5,BAL,-3.0,48
2022,5,BUF,-14.0,44.5
2022,5,CAR,6.0,40
2022,5,CLE,1.5,46.5
2022,5,GB,-9.0,42
2022,5,JAX,-7.0,43.5
2022,5,LAR,-5.0,41.5
2022,5,MIN,-8.5,44
2022,5,NE,-3.0,47
2022,5,NO,-5.5,45
2022,5,NYJ,3.0,46
2022,5,TB,-10.5,46
2022,5,WAS,1.0,43
2022,5,KC,-7.0,51.5
2022,6,CHI,1.0,38
2022,6,ATL,4.0,45.5
2022,6,CLE,-2.5,43
2022,6,GB,-7.5,45
2022,6,IND,-1.0,41
2022,6,KC,2.5,54
2022,6,LAR,-10.0,41
2022,6,MIA,3.0,45
2022,6,NO,3.0,42.5
2022,6,NYG,5.5,45.5
2022,6,PHI,-6.5,42.5
2022,6,PIT,10.0,46.5
2022,6,SEA,2.5,50.5
2022,6,LAC,-4.0,45.5
2022,7,ARI,-2.5,43.5
2022,7,BAL,-6.5,46.5
2022,7,CAR,13.0,39.5
2022,7,CIN,-6.5,47.5
2022,7,DAL,-7.0,49.5
2022,7,DEN,2.0,37
2022,7,JAX,-3.0,43.5
2022,7,LVR,-7.0,46
2022,7,LAC,-4.5,51
2022,7,MIA,-7.0,44
2022,7,SF,1.0,49
2022,7,TEN,-2.5,42.5
2022,7,WAS,4.0,41.5
2022,7,NE,-8.5,40
2022,8,TB,-2.0,46
2022,8,ATL,-4.0,41
2022,8,BUF,-10.5,47
2022,8,DAL,-10.0,42.5
2022,8,DET,3.5,52
2022,8,HOU,1.0,39.5
2022,8,IND,-3.0,40
2022,8,JAX,-1.0,40.5
2022,8,LAR,-1.0,42
2022,8,MIN,-4.0,48.5
2022,8,NO,1.0,48.5
2022,8,NYJ,3.0,40
2022,8,PHI,-11.5,43
2022,8,SEA,-3.0,44.5
2022,8,CLE,3.0,45
2022,9,HOU,14.0,45.5
2022,9,ARI,-2.0,49
2022,9,ATL,2.5,49.5
2022,9,CHI,4.0,46
2022,9,CIN,-7.0,42.5
2022,9,DET,4.0,49.5
2022,9,JAX,2.5,48
2022,9,KC,-14.0,45
2022,9,NE,-5.0,40
2022,9,NYJ,10.5,46
2022,9,TB,-3.0,42.5
2022,9,WAS,3.0,43.5
2022,9,NO,1.5,46
2022,10,CAR,2.5,41.5
2022,10,BUF,-6.0,46
2022,10,CHI,-3.0,48.5
2022,10,GB,3.5,44.5
2022,10,KC,-9.5,51.5
2022,10,LVR,-4.0,41
2022,10,LAR,-3.5,38
2022,10,MIA,-3.0,49.5
2022,10,NYG,-4.5,41
2022,10,PIT,-1.0,39.5
2022,10,SF,-8.0,45.5
2022,10,TB,-2.5,45
2022,10,TEN,-2.5,39.5
2022,10,PHI,-11.0,43
2022,11,GB,-3.0,40.5
2022,11,ATL,-2.5,48.5
2022,11,BAL,-12.5,41.5
2022,11,BUF,-7.5,50.5
2022,11,DEN,-2.5,41.5
2022,11,HOU,3.0,41
2022,11,IND,6.0,45
2022,11,LAC,5.5,53
2022,11,MIN,2.0,48.5
2022,11,NE,-3.5,38
2022,11,NO,-2.5,39.5
2022,11,NYG,-3.0,44.5
2022,11,PIT,3.5,39.5
2022,11,ARI,10.0,43
2022,12,DAL,-10.0,45.5
2022,12,DET,9.5,55
2022,12,MIN,-2.5,41.5
2022,12,ARI,2.5,48.5
2022,12,CAR,1.0,36
2022,12,CLE,3.0,42
2022,12,JAX,3.5,43
2022,12,KC,-15.5,42
2022,12,MIA,-14.0,47.5
2022,12,NYJ,-7.5,37.5
2022,12,PHI,-6.5,46.5
2022,12,SF,-8.5,43.5
2022,12,SEA,-4.0,47.5
2022,12,TEN,1.0,42
2022,12,WAS,-3.5,40
2022,12,IND,-2.5,39.5
2022,13,NE,4.0,44
2022,13,ATL,1.5,43
2022,13,BAL,-9.0,40
2022,13,CHI,3.5,45
2022,13,CIN,2.5,53.5
2022,13,DAL,-11.0,44.5
2022,13,DET,-1.0,51
2022,13,HOU,7.5,46.5
2022,13,LVR,-2.5,49.5
2022,13,LAR,6.5,41
2022,13,MIN,-3.0,44
2022,13,NYG,2.5,40.5
2022,13,PHI,-4.5,44.5
2022,13,SF,-5.0,45.5
2022,13,TB,-3.0,40.5
2022,14,LAR,6.5,41.5
2022,14,BUF,-10.0,43.5
2022,14,CIN,-4.0,47
2022,14,DAL,-17.0,44.5
2022,14,DEN,9.0,44
2022,14,DET,-2.0,51.5
2022,14,LAC,3.0,55
2022,14,NYG,7.0,44.5
2022,14,PIT,-2.0,37
2022,14,SF,-3.5,38.5
2022,14,SEA,-4.0,44
2022,14,TEN,-3.0,41.5
2022,14,ARI,2.5,44
2022,15,SEA,3.0,42.5
2022,15,BUF,-7.0,43.5
2022,15,CLE,-3.0,39
2022,15,MIN,-3.5,47
2022,15,CAR,-2.5,37
2022,15,CHI,8.5,48
2022,15,DEN,-1.5,37
2022,15,HOU,14.5,48.5
2022,15,JAX,4.0,48
2022,15,LVR,-2.5,45.5
2022,15,LAC,-3.0,46.5
2022,15,NO,-5.0,43.5
2022,15,NYJ,-2.0,44
2022,15,TB,3.5,47.5
2022,15,WAS,-4.0,40.5
2022,15,GB,-7.5,39.5
2022,16,NYJ,-2.5,36.5
2022,16,BAL,-6.5,35
2022,16,CAR,2.5,43.5
2022,16,CHI,8.0,40.5
2022,16,CLE,-3.0,32
2022,16,DAL,-4.0,48
2022,16,KC,-10.0,50.5
2022,16,MIN,-4.5,48
2022,16,NE,3.0,41.5
2022,16,PIT,-2.0,38
2022,16,SF,-6.5,37
2022,16,TEN,-3.0,34
2022,16,ARI,7.5,41.5
2022,16,LAR,3.0,36
2022,16,MIA,-3.5,49.5
2022,16,IND,3.5,44.5
2022,17,TEN,14.0,40.5
2022,17,ATL,-6.5,40.5
2022,17,BAL,-1.0,35.5
2022,17,DET,-4.5,52.5
2022,17,GB,-3.5,47.5
2022,17,HOU,3.5,43
2022,17,KC,-12.5,45.5
2022,17,LVR,10.0,41
2022,17,LAC,-6.5,41
2022,17,NE,-3.0,41.5
2022,17,NYG,-5.5,38.5
2022,17,PHI,-5.0,42
2022,17,SEA,1.5,43
2022,17,TB,-3.5,40.5
2022,17,WAS,-2.0,41.5
2022,18,JAX,-6.5,39.5
2022,18,LVR,8.5,52
2022,18,ATL,-6.0,40.5
2022,18,BUF,-8.0,44
2022,18,CHI,6.5,42.5
2022,18,CIN,-11.0,39
2022,18,DEN,-6.5,39
2022,18,GB,-4.0,48
2022,18,IND,-3.0,37.5
2022,18,MIA,-3.5,37.5
2022,18,NO,-3.5,41.5
2022,18,PHI,-17.0,43
2022,18,PIT,-2.5,40
2022,18,SF,-14.5,40
2022,18,SEA,-4.5,43
2022,18,WAS,7.5,41
2023,1,KC,-4.5,53
2023,1,ATL,-3.5,39.5
2023,1,BAL,-9.5,43.5
2023,1,CHI,-1.0,41.5
2023,1,CLE,2.0,47.5
2023,1,DEN,-3.5,43
2023,1,IND,4.5,46
2023,1,LAC,-3.0,51
2023,1,MIN,-5.0,46
2023,1,NE,3.5,44.5
2023,1,NO,-3.0,41.5
2023,1,NYG,3.5,45
2023,1,PIT,2.0,41.5
2023,1,SEA,-5.0,46
2023,1,WAS,-7.0,38
2023,1,NYJ,2.0,45.5
2023,2,PHI,-6.0,49
2023,2,ARI,4.0,39.5
2023,2,ATL,-1.5,40
2023,2,BUF,-8.0,47
2023,2,CIN,-3.0,45.5
2023,2,DAL,-8.5,38.5
2023,2,DEN,-3.5,38.5
2023,2,DET,-4.5,47
2023,2,HOU,-1.0,39.5
2023,2,JAX,3.0,51
2023,2,LAR,7.5,45
2023,2,NE,2.5,46.5
2023,2,TB,-2.5,41
2023,2,TEN,2.5,45.5
2023,2,CAR,3.0,39.5
2023,2,PIT,2.0,38
2023,3,SF,-10.0,44
2023,3,ARI,13.0,43
2023,3,BAL,-8.0,43
2023,3,CLE,-3.5,38.5
2023,3,DET,-3.0,46
2023,3,GB,-1.0,42
2023,3,JAX,-7.5,43.5
2023,3,KC,-12.5,48
2023,3,LVR,2.5,43
2023,3,MIA,-6.0,47
2023,3,MIN,-1.0,54
2023,3,NYJ,2.5,36
2023,3,SEA,-5.0,42
2023,3,WAS,6.0,43
2023,3,CIN,-2.0,43.5
2023,3,TB,5.0,45
2023,4,GB,1.5,46
2023,4,BUF,-2.5,53.5
2023,4,CAR,4.5,46.5
2023,4,CHI,3.0,46.5
2023,4,CLE,-2.5,38.5
2023,4,DAL,-6.0,43.5
2023,4,HOU,3.0,42
2023,4,IND,-1.0,45.5
2023,4,JAX,-3.0,42.5
2023,4,LAC,-6.0,48
2023,4,NO,-3.5,40
2023,4,NYJ,8.5,41.5
2023,4,PHI,-9.0,43
2023,4,SF,-14.0,43.5
2023,4,TEN,2.5,41
2023,4,NYG,1.5,47
2023,5,WAS,-6.0,44.5
2023,5,ARI,3.0,45
2023,5,ATL,-2.5,42
2023,5,BUF,-5.0,48.5
2023,5,DEN,-2.0,42.5
2023,5,DET,-9.0,43.5
2023,5,IND,2.5,43.5
2023,5,LAR,3.5,50.5
2023,5,MIA,-13.0,47.5
2023,5,MIN,3.5,52.5
2023,5,NE,-1.5,38.5
2023,5,PIT,4.5,38.5
2023,5,SF,-3.5,45.5
2023,5,LVR,-2.0,45
2023,6,KC,-10.5,47.5
2023,6,ATL,-1.5,42
2023,6,BUF,-15.0,43.5
2023,6,CHI,3.0,44.5
2023,6,CIN,-3.0,45.5
2023,6,CLE,9.5,36
2023,6,HOU,2.5,41.5
2023,6,JAX,-4.0,44
2023,6,LVR,-3.0,41.5
2023,6,LAR,-7.0,48
2023,6,MIA,-14.0,47.5
2023,6,NYJ,6.5,43.5
2023,6,TB,3.0,43
2023,6,TEN,5.5,42.5
2023,6,LAC,1.0,50
2023,7,NO,-2.5,41
2023,7,BAL,-3.0,43.5
2023,7,CHI,2.5,38.5
2023,7,DEN,-1.5,44
2023,7,IND,3.5,39.5
2023,7,KC,-5.5,48.5
2023,7,LAR,-3.5,44
2023,7,NE,7.5,41
2023,7,NYG,3.0,37
2023,7,PHI,-3.0,52
2023,7,SEA,-9.0,43.5
2023,7,TB,-3.0,37.5
2023,7,MIN,7.0,44
2023,8,BUF,-10.0,43
2023,8,ARI,9.5,45
2023,8,CAR,3.5,43
2023,8,DAL,-7.0,45.5
2023,8,DEN,7.0,45.5
2023,8,GB,1.5,41.5
2023,8,IND,2.0,43.5
2023,8,LAC,-9.5,46
2023,8,MIA,-8.0,47
2023,8,NYG,3.0,34.5
2023,8,PIT,2.5,40.5
2023,8,SF,-4.0,44
2023,8,SEA,-4.0,38.5
2023,8,TEN,2.5,35.5
2023,8,WAS,7.0,43
2023,8,DET,-7.0,46
2023,9,PIT,-3.0,37
2023,9,ATL,-3.5,39
2023,9,BAL,-6.0,44.5
2023,9,CAR,1.5,45
2023,9,CIN,-1.5,51
2023,9,CLE,-13.0,38
2023,9,GB,-3.5,37.5
2023,9,HOU,-2.5,40
2023,9,KC,-1.0,51
2023,9,LVR,-1.5,38.5
2023,9,NE,-3.0,40.5
2023,9,NO,-9.0,42
2023,9,PHI,-3.0,46.5
2023,9,NYJ,3.0,41
2023,10,CHI,-3.5,38
2023,10,ARI,2.0,43.5
2023,10,BAL,-6.0,38
2023,10,CIN,-5.5,45.5
2023,10,DAL,-17.5,39
2023,10,JAX,3.0,44.5
2023,10,LVR,1.0,35.5
2023,10,LAC,2.5,48.5
2023,10,MIN,3.0,40.5
2023,10,NE,1.5,42.5
2023,10,PIT,-3.0,38.5
2023,10,SEA,-6.0,44
2023,10,TB,-2.5,39
2023,10,BUF,-7.5,47.5
2023,11,BAL,-4.0,46.5
2023,11,BUF,-8.5,39
2023,11,CAR,11.0,43
2023,11,CLE,-2.0,34.5
2023,11,DEN,-2.5,43
2023,11,DET,-8.0,48
2023,11,GB,3.0,44
2023,11,HOU,-5.0,48
2023,11,JAX,-6.5,40
2023,11,LAR,-2.0,46
2023,11,MIA,-14.0,44.5
2023,11,SF,-13.5,41.5
2023,11,WAS,-8.5,39
2023,11,KC,-2.5,46
2023,12,DAL,-13.0,48
2023,12,DET,-8.5,47
2023,12,SEA,7.0,43
2023,12,NYJ,9.5,40
2023,12,ARI,3.0,45
2023,12,ATL,2.0,42
2023,12,CIN,2.0,37
2023,12,DEN,-1.5,37.5
2023,12,HOU,1.5,47.5
2023,12,IND,-2.5,45
2023,12,LVR,9.0,42.5
2023,12,LAC,3.0,49
2023,12,NYG,4.5,36
2023,12,PHI,-2.5,48.5
2023,12,TEN,-3.5,35.5
2023,12,MIN,-3.0,43.5
2023,13,DAL,-9.5,47.5
2023,13,GB,6.0,44
2023,13,HOU,-3.0,47
2023,13,LAR,-3.5,39.5
2023,13,NE,4.5,39
2023,13,NO,4.0,47.5
2023,13,NYJ,2.0,33
2023,13,PHI,3.0,46.5
2023,13,PIT,-6.0,41
2023,13,TB,-3.5,36.5
2023,13,TEN,1.0,42
2023,13,WAS,9.0,49.5
2023,13,JAX,-10.0,41
2023,14,PIT,-5.0,30.5
2023,14,ATL,-1.5,41.5
2023,14,BAL,-7.5,42
2023,14,CHI,3.0,44.5
2023,14,CIN,-3.0,44.5
2023,14,CLE,-2.0,37.5
2023,14,DAL,-3.5,52.5
2023,14,KC,-2.0,49.5
2023,14,LVR,3.0,40.5
2023,14,LAC,-3.0,46
2023,14,NO,-5.0,39
2023,14,NYJ,3.0,33.5
2023,14,SF,-14.5,44.5
2023,14,MIA,-13.5,45
2023,14,NYG,5.5,37
2023,15,LVR,-3.0,35.5
2023,15,CIN,-3.0,41
2023,15,DET,-5.0,49
2023,15,IND,-1.0,41.5
2023,15,ARI,11.5,48.5
2023,15,BUF,-2.5,49
2023,15,CAR,2.5,32
2023,15,CLE,-3.0,37.5
2023,15,GB,-4.0,41.5
2023,15,JAX,-4.0,42.5
2023,15,LAR,-6.5,48.5
2023,15,MIA,-7.0,35.5
2023,15,NE,9.5,39.5
2023,15,NO,-6.0,39.5
2023,15,TEN,-3.0,38
2023,15,SEA,4.0,46.5
2023,16,LAR,-4.0,45
2023,16,LAC,12.5,44.5
2023,16,PIT,3.0,39
2023,16,ATL,-2.5,44.5
2023,16,CAR,3.5,38.5
2023,16,CHI,-4.5,42
2023,16,DEN,-7.0,37.5
2023,16,HOU,3.0,40
2023,16,MIA,-1.5,48.5
2023,16,MIN,2.5,47.5
2023,16,NYJ,-3.0,37
2023,16,TB,2.0,43
2023,16,TEN,3.0,42
2023,16,KC,-11.0,40.5
2023,16,PHI,-14.0,41.5
2023,16,SF,-6.5,47.5
2023,17,CLE,-7.0,33.5
2023,17,DAL,-4.0,53
2023,17,BAL,-3.0,46.5
2023,17,BUF,-14.5,40
2023,17,CHI,-2.5,39
2023,17,DEN,-3.5,39
2023,17,HOU,-5.0,44
2023,17,IND,-3.5,42
2023,17,JAX,-3.5,37.5
2023,17,KC,-7.0,46.5
2023,17,MIN,-1.0,42.5
2023,17,NYG,6.0,43.5
2023,17,PHI,-12.5,48
2023,17,SEA,-4.0,40.5
2023,17,TB,-2.5,42.5
2023,17,WAS,14.0,48.5
2023,18,BAL,3.0,34
2023,18,ARI,3.0,48
2023,18,CAR,4.5,36.5
2023,18,CIN,-7.0,37
2023,18,DET,-4.0,47.5
2023,18,GB,-2.5,46
2023,18,IND,1.0,47.5
2023,18,LVR,-3.5,37.5
2023,18,LAC,-3.5,35
2023,18,MIA,2.5,48
2023,18,NE,-2.0,28.5
2023,18,NO,-3.0,41.5
2023,18,NYG,5.0,43.5
2023,18,SF,-5.5,40
2023,18,TEN,3.5,41.5
2023,18,WAS,13.0,47.5
2024,1,KC,-3.0,47
2024,1,PHI,-2.0,49.5
2024,1,ATL,-3.5,42
2024,1,BUF,-6.5,46.5
2024,1,CHI,-4.0,44.5
2024,1,CIN,-8.0,41
2024,1,CLE,-2.5,41
2024,1,DET,-4.5,52.5
2024,1,IND,3.0,48.5
2024,1,LAC,-3.0,40
2024,1,MIA,-3.5,49
2024,1,NO,-4.0,41.5
2024,1,NYG,1.5,41
2024,1,SEA,-6.0,42
2024,1,TB,-3.5,42.5
2024,1,SF,-3.5,43.5
2024,2,MIA,-2.5,48.5
2024,2,ARI,-1.0,47.5
2024,2,BAL,-8.5,41.5
2024,2,CAR,4.5,38.5
2024,2,DAL,-6.5,47
2024,2,DEN,2.5,36.5
2024,2,DET,-7.5,51.5
2024,2,GB,2.5,41.5
2024,2,HOU,-6.0,45.5
2024,2,JAX,-3.0,41.5
2024,2,KC,-6.5,47.5
2024,2,MIN,4.5,46.5
2024,2,NE,3.0,38.5
2024,2,TEN,4.0,41.5
2024,2,WAS,-1.5,42.5
2024,2,PHI,-5.5,46.5
2024,3,NYJ,6.0,39
2024,3,ARI,3.0,51.5
2024,3,ATL,3.5,46.5
2024,3,CLE,-6.5,38
2024,3,DAL,1.5,47.5
