player_id,player_display_name,position,team,opponent_team,avg_avg_expected_yac,avg_avg_intended_air_yards,avg_avg_separation,avg_avg_time_to_los,avg_avg_yac_above_expectation,avg_carries,avg_catch_percentage,avg_endzone_target_share,avg_endzone_targets,avg_inside_5_carry_share,avg_inside_5_target_share,avg_offense_snap_share,avg_percent_attempts_gte_eight_defenders,avg_percent_share_of_intended_air_yards,avg_racr,avg_receiving_air_yards,avg_receiving_epa,avg_receiving_yards,avg_receptions,avg_redzone_carry_share,avg_redzone_target_share,avg_rush_pct_over_expected,avg_rush_yards_over_expected_per_att,avg_rushing_epa,avg_rushing_yards,avg_scored_touchdown,avg_wopr,target_share,recent_team,team_continuity,passing_tds_allowed_to_WR,rushing_tds_allowed_to_QB,passing_tds_allowed_to_RB,passing_tds_allowed_to_TE,rushing_tds_allowed_to_RB,implied_total,opponent_encoded,rush_matchup_value,pass_matchup_value,season,week,depth_chart_rank
00-0034829,Mike Gesicki,TE,CIN,JAX,2.4120041770222915,4.029084613070824,2.2125535011971125,0.0,-0.1897960722767896,0.0,56.59135916873868,0.0090881374754756,0.4185732448421102,0.0,0.2318668895175807,0.5440017692848681,0.0,16.773184919107013,1.372464632531058,46.01866076492075,1.778389791606661,57.34997768327971,6.576403194303023,0.0,0.0672971533505562,0.0,0.0,0.0,0.0,0.0067610159220529,0.4044430552236532,0.130434782608696,CIN,1,0.7303719783883781,0.0069155377476523,0.0100418393063247,0.297917437376157,0.8795275018038615,26.25,14,0.0,0.020048995468907958,2025.0,1.0,2
00-0034837,Calvin Ridley,WR,TEN,LA,4.075255343968513,16.78822417296961,2.5281277585693465,0.0,2.135539025823292,1.1304428773131991,64.89990656992276,0.0019855287351217,0.0613331245210051,0.0,0.0264175543972798,0.7398973018329774,0.0,36.39626420099784,0.7714661995192944,96.93558306207682,4.542915176775489,73.4814083789736,3.739487058863975,0.0001123431043291,0.0836563928110086,0.0,0.0,-0.5186340895346954,2.143576924624718,0.1510037953695042,0.5511909607057512,0.32,TEN,1,1.1320759884669973,0.1555915426050026,0.0518452674130167,1.0443887245307475,0.0583862999955867,18.0,16,0.0,0.09470539358310598,2025.0,1.0,1
00-0034844,Saquon Barkley,RB,PHI,KC,0.0,0.0,0.0,2.8132825194117266,0.0,26.8379438092686,0.0,0.0002869395845104,0.0069524268895368,0.3495846004363051,0.0003837957490289,0.7502148227435894,11.051696100904508,0.0,2.6700137926268384,7.55402199719827,-0.4612304961990217,5.550577715836232,1.4026973934520548,0.6023586910569005,0.0811700329346186,0.4100748800398265,1.148068728943913,2.0226675929284648,142.02761040918364,0.3516284068460694,0.1629822464655328,0.25,PHI,1,1.8812086485717292,0.2541530230395059,5.0230869402534535e-05,0.1801390391434403,0.5837759046656483,24.0,15,0.3516424898049579,4.077241323738253e-06,2025.0,1.0,1
00-0034854,KhaDarel Hodge,WR,ATL,MIN,0.002731840989277,0.0184667853816997,0.0030243781570872,0.0,0.0028665258324499,0.0001128443963099,0.0436618193687379,0.0068808487866464,0.2408908799336865,0.0001128443963099,2.0250476630274298e-06,0.612120966543246,0.0,0.0344547417239551,1.674566067429478,30.34779442185848,0.6960131169356857,19.39746682497145,1.1360865583575317,2.2568879598296436e-05,0.1300010331966693,0.0,0.0,-7.363642718552056e-05,0.0,0.0518452648735427,0.1560324389561975,0.0238095238095238,ATL,1,0.7077444341762298,0.0067594050828406,0.4027325162368434,0.1447796181357812,1.805657762383851,20.0,20,0.0,0.09200750768210199,2025.0,1.0,5
00-0034855,Baker Mayfield,QB,TB,HOU,0.0,0.0,0.0,0.0,0.0,4.814632600947903,0.0,0.0,0.0,0.0002194959298194,0.0,0.960590416593768,0.0,0.0,1.0945201970284993e-15,4.560500639734064e-15,1.6149537956076501e-15,5.472600767680878e-15,9.12100127946813e-16,0.0501618792082339,0.0,0.0,0.0,1.379804185081156,37.65891044193146,0.0193816765763606,5.810252957519834e-17,0.0,TB,1,0.7409899347580217,0.3841380058248714,0.002741029836145,0.6129109245203378,0.4316232921382998,20.0,12,0.01926908424747905,0.0,2025.0,1.0,1
00-0034857,Josh Allen,QB,BUF,NYJ,0.0,0.0,0.0,0.0,0.0,6.688095887137745,0.0,0.0,0.0,0.3256438533900232,4.887367798068913e-15,0.9294837066221292,0.0,0.0,0.0,-7.659889842507569e-17,3.515466227511489e-17,1.8383735622018163e-16,1.5319779685015136e-17,0.2700850112502128,1.644442427592957e-15,0.0,0.0,3.019088857174253,34.88846037592227,0.7347765981665046,3.3428026649045346e-19,0.0,BUF,1,0.9815591476700194,0.3076212547243069,8.543170173420479e-05,0.6284263349473834,0.8964838091919507,26.75,24,0.083083890043019,0.0,2025.0,1.0,1
00-0034869,Sam Darnold,QB,SEA,PIT,0.0,0.0,0.0,0.0,0.0,3.184830258519471,0.0,0.0,0.0,0.0574505230328032,0.0,0.9977806430785936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195622118131975,0.0,0.0,0.0,-0.1937733833226414,6.434877625617944,0.0112653264437348,0.0,0.0,SEA,1,1.3563896980681227,0.1050624000005121,0.0008945661131244,0.5830023316793344,0.3482591509722189,18.75,26,0.0020552529224128987,0.0,2025.0,1.0,1
00-0034959,Andrew Beck,RB,NYJ,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1898591706018815,0.4005979558703667,0.1055538880067685,0.4216409404757352,0.3775586595210206,19.75,3,0.0,0.0,0.0,0.0,4
00-0034960,Jakobi Meyers,WR,LV,LAC,3.211709757249946,12.284149518673155,2.1687331308739823,0.0,0.5251773621956123,0.0117171651645814,68.41321958673255,0.0440764297134477,1.5926776757234442,0.0001880739938303,0.1966033907284216,0.905391540316044,0.0,36.31917355417127,0.7694878664202593,108.53860049126396,2.9712740726742943,85.17676761611804,6.41155106370586,2.7370163557224124e-05,0.2560428170222626,0.0,0.0,0.0190990158633261,0.2259124943975365,0.6451506958681166,0.6485655405630896,0.303030303030303,LVR,0,1.1689324328281352,0.0204764739057047,0.2305131020532531,0.4186872477877592,0.1943308345725474,0.0,17,0.0,0.2992967530100025,2025.0,1.0,1
00-0034975,Justice Hill,RB,BAL,CLE,0.0,0.0,0.0,0.0002157560663749,0.0,2.4028491975025226,0.0,7.63783275795647e-05,0.0014511882240117,0.0186771425444921,0.0,0.2948414897647503,1.339841937712243e-06,0.0,-1.610972256768212,-3.166307398938196,0.1769116019191612,20.306234497893755,2.3269095566016325,0.0102284295163836,0.0283411693522032,8.039227029396056e-06,-0.0001697453660101,0.977706378418062,20.39584835079294,0.3346829944487189,0.1712825217584911,0.105263157894737,BAL,1,1.0694062805936724,0.2735961580696781,0.0001328526174557,0.7935284033407155,0.9534944178059712,28.5,7,0.009752750446793593,3.7651985301954604e-06,2025.0,1.0,2
00-0034983,Hunter Renfrow,WR,CAR,ARI,1.344505585937517,0.4633707705298213,0.7817213540190959,0.0,0.9344861587811032,3.3947330732511392e-06,13.88839186254517,1.4731378359551651e-05,0.0005298009988543,0.0,3.600795661828809e-06,0.344990580161101,0.0,1.5218964262776795,0.9642004106410912,10.51127169941404,-0.8382349811385278,13.298984978485064,1.1596584438181223,0.0,0.1052505542137358,0.0,0.0,-3.7652353564609535e-06,-1.1898770503126344e-05,0.0007171941352709,0.1652919720745173,0.176470588235294,CAR,1,0.8522768952156902,0.6311745258277552,0.43517506632583,0.0321229529413104,0.6418640614382042,19.0,0,0.0,0.08970261556501342,2025.0,1.0,3
00-0035021,Ashton Dulin,WR,IND,DEN,0.0013157423613721,0.0071560811709662,0.0010501540184278,0.0,0.0002590638900469,0.6499300971998131,0.0317934610585644,0.0010076146660523,0.0214083826873666,0.0,0.0187876072449643,0.1942032287783549,0.0,0.0158523392857563,0.0361656420214337,22.77132227911556,-0.8919704698448048,0.7246676379958668,0.0343761493835031,0.0108000000668374,0.0202279668590169,0.0,0.0,0.3265518118337039,5.467414870508645,0.0091761101201484,0.0977002681695507,0.0,IND,1,0.9402278462655425,0.3265158783863727,0.2352657599716191,0.1160109021101278,0.3039019733762529,20.0,9,0.0,0.01901889771418423,2025.0,1.0,5
00-0035100,Jake Browning,QB,CIN,JAX,0.0,0.0,0.0,0.0,0.0,2.391353655501178,0.0,0.0,0.0,0.0997326458411168,0.0,0.5464642959577095,0.0,0.0,0.0,-0.1314315161185571,-0.0394830997895863,-0.1314315161185571,0.0187759308740795,0.0992289757153323,0.0,0.0,0.0,0.9060111130826763,9.579710085204091,0.1949451588284066,0.0001178153300048,0.0,CIN,1,0.7303719783883781,0.0069155377476523,0.0100418393063247,0.297917437376157,0.8795275018038615,26.25,14,0.000686221727220254,0.0,2025.0,1.0,2
00-0035125,Alec Ingold,RB,MIA,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8758718550663006,0.0519304322200189,0.6595288538348331,0.0610629135588246,0.9706744155760836,23.0,21,0.0,0.0,0.0,0.0,4
00-0035208,Olamide Zaccheaus,WR,CHI,DET,3.4513414461219023,11.253637185996094,2.4527328897671388,0.0,1.369405449124992,0.2400000232355447,46.85041289384501,0.023263857612171,0.7840541406938809,0.0,0.1440001228196074,0.6462172062042921,0.0,22.374579486345777,1.9294839769488823,66.3870811915734,3.664843573869773,55.83742556712964,3.9639940438822574,0.0,0.0850645772191721,0.0,0.0,0.1410064716181172,1.9200002235735705,0.3840419624283409,0.4362414335414261,0.205882352941176,CHI,1,0.8152171414101707,0.6554358885261915,0.3264000000003276,0.196371850077927,0.3422399606635681,20.5,10,0.0,0.0693461014758782,2025.0,1.0,3
00-0035228,Kyler Murray,QB,ARI,CAR,0.0,0.0,0.0,0.0,0.0,4.256999293610134,0.0,0.0,0.0,0.1621078966921877,0.0,0.9575384466026496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531312512104406,0.0,0.0,0.0,1.673593149924124,29.630629668332197,0.1584978450895491,0.0,0.0,ARI,1,2.125830407224781,0.6178119236622761,0.1485690781990789,0.3490193810847709,0.9975885327782552,25.5,4,0.15638750524936118,0.0,2025.0,1.0,1
00-0035229,T.J. Hockenson,TE,MIN,ATL,3.382291107105233,9.08203501042267,3.1735169095851026,0.0,-0.4731286725495842,1.5084468512558385e-13,49.955089536178725,0.0117461785019014,0.4566488854146198,0.0,0.0669539149615058,0.7137052154939202,0.0,20.287104372142743,0.6236370504751507,63.17096575593937,-2.4008389131900225,34.736808769617994,3.2701879473543483,0.0,0.0690176673468279,0.0,0.0,-7.531512616281325e-13,0.0,0.0007818324534254,0.4259302628619833,0.2,MIN,1,0.993364873609097,0.8012873098771768,0.6435785938159202,0.9067335767988424,0.7136845119437584,24.5,1,0.0,0.06258063637570194,2025.0,1.0,1
00-0035243,Miles Sanders,RB,DAL,NYG,0.0,0.0,0.0,1.0212535002929606,0.0,8.109161201931625,0.0,1.0556714443828871e-16,4.2226857775315406e-15,0.2069118717007472,0.0,0.3679284341266533,4.708614817276514,0.0,0.3645058359487714,18.64416060348392,0.3422935806381958,23.41164327392047,2.275353662709408,0.1993110780800921,0.0254031704246388,0.1412805874429615,-0.4699991094212495,-0.9820400894399364,30.0551399609545,0.4067204720826197,0.1623203727862028,0.0303030303030303,DAL,1,1.244456755755399,0.0249803443562517,0.0869231100940302,0.5494688396458853,0.9289863983019812,25.0,23,0.1851572805673097,0.00220812257955829,2025.0,1.0,2
00-0035249,Josh Oliver,TE,MIN,ATL,0.3371070849412615,0.8585443983042309,0.2831023271752168,0.0,0.0310587315603673,0.0,6.566427353170148,0.003017752339445,0.1022571816664099,0.0,0.0166314692363413,0.498788490228395,0.0,1.546752582326096,1.2500549529741147,15.698079161884602,0.6973527831110338,18.4174498743094,1.638558623085509,0.0,0.0084255759481497,0.0,0.0,0.0,0.0,0.0566127538925627,0.1482701276376387,0.05,MIN,1,0.993364873609097,0.8012873098771768,0.6435785938159202,0.9067335767988424,0.7136845119437584,24.5,1,0.0,0.007639752616056076,2025.0,1.0,2
00-0035250,Devin Singletary,RB,NYG,DAL,0.0,0.0,0.0,0.0101357495148852,0.0,5.837169157693653,0.0,0.0,0.0,0.0675286956177848,7.755344070802124e-11,0.2775183202556414,0.1382122440988072,0.0,1.4848528499690965,-2.8076578721131717,-0.6517401971795997,1.8520634744197124,0.9658940212272068,0.0631053918021736,2.780807339080939e-05,0.0011866381719098,-0.0019566883836012,-0.0385065091442162,19.85648159772708,0.1066764385317927,0.0371566369957432,0.0,NYG,1,1.6391316894068069,0.7925472521417857,0.0521349270382857,0.430995845716023,0.219428981623824,19.5,8,0.013847151858123364,1.4497718773051415e-06,2025.0,1.0,2
00-0035261,Tony Pollard,RB,TEN,LA,0.0,0.0,0.0,1.9385189545471475,0.0,16.779427275712358,0.0,2.2766556892260217e-07,9.184176404694218e-06,0.2154219833569565,1.0860817652719615e-14,0.6019576063787908,12.264637117269888,0.0,-0.1514134346159724,-1.957411025838836,-1.4420041309701208,5.909495597533099,1.083030754317695,0.6512839570773027,0.0124440320858566,0.1998872538143013,-0.5773811980810548,-2.9878279338388314,56.43771463861401,0.1777440583793745,0.0748982056095064,0.04,TEN,1,1.1320759884669973,0.1555915426050026,0.0518452674130167,1.0443887245307475,0.0583862999955867,18.0,16,0.038026060500228206,0.0006451641711873954,2025.0,1.0,1
00-0035264,Jarrett Stidham,QB,DEN,IND,0.0,0.0,0.0,0.0,0.0,3.401554558677116,0.0,0.0,0.0,0.080291296845365,0.0,0.5559579242168576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0940082683562902,0.0,0.0,0.0,-2.049099396604058,6.69033691367931,0.0,0.0,0.0,DEN,1,1.7550945824487327,0.2522671801905216,0.0187395665285818,0.2542472331098295,0.870462545511808,22.5,13,0.023715200772835166,0.0,2025.0,1.0,2
00-0035289,Gardner Minshew,QB,KC,PHI,0.0,0.0,0.0,0.0,0.0,1.6873283153019878,0.0,0.0,0.0,0.0001497086526794,0.0,0.8583021262000929,0.0,0.0,0.0,-3.3006159371053224e-08,-2.9695004695271893e-09,0.0,4.125769921381653e-09,0.0862928468661768,0.0,0.0,0.0,-1.040575265731172,5.292766671180134,0.000213134836216,8.524522271140474e-11,0.0,LVR,0,1.401903048218054,0.0085909222248323,8.125104673608448e-05,0.2116492378286718,0.0848703327308319,22.5,25,0.0007413351359866886,0.0,2025.0,1.0,2
00-0035298,Scott Miller,WR,PIT,SEA,0.0003026502433313,0.000864468262956,0.0003277420846476,0.0,-0.0001210613602726,1.1978513690946252e-05,0.0071332421837138,0.0007319837042925,0.0179837203837179,0.0,0.0055987200009699,0.3842189646953028,0.0,0.0021633355691471,1.2672690722040711,37.01167651157065,1.5509222953712354,26.560873854525475,1.767267291121986,2.3099030911326044e-11,0.0153277138800794,0.0,0.0,1.2695176663673282e-05,0.0001811149197364,0.0179190840447601,0.2778830196621314,0.0476190485060215,PIT,1,1.1232803188643126,0.0113397835164875,0.0829462791698268,0.4070399906596928,0.1003261625820319,21.75,27,0.0,0.017217319334676538,2025.0,1.0,5
00-0035359,David Sills,WR,ATL,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006056751894864,0.0187759308740795,0.0,0.0,0.4117571510283338,0.0,0.0,1.808991190671405,12.985379602446836,0.9011652625626972,14.120993849942556,1.2367862776740226,0.0,0.0481374697415094,0.0,0.0,0.0,0.0,0.0,0.1541360774839669,0.0645161271095275,NYG,0,0.7077444341762298,0.0067594050828406,0.4027325162368434,0.1447796181357812,1.805657762383851,20.0,20,0.0,0.03406902628487995,2025.0,1.0,7
00-0035500,Greg Dortch,WR,ARI,CAR,0.0113506696245408,0.0104256325466427,0.0080739648914713,0.0,0.0060196417220965,0.6616336938205033,0.1167105680801278,9.316976063018338e-05,0.0024250560013609,8.84295680853069e-08,0.2024186647835506,0.3629477349441933,0.0,0.0260494781825596,5.211244344115561,2.3950642072448542,3.2389049211980034,31.563541449975556,2.883416903470226,0.0108143645849268,0.159501403302267,0.0,0.0,0.3030327620441786,4.657565219746562,0.4024483259053027,0.1346902514522179,0.0344827586206897,ARI,1,2.125830407224781,0.6178119236622761,0.1485690781990789,0.3490193810847709,0.9975885327782552,25.5,4,0.0,0.3390729331349823,2025.0,1.0,4
00-0035535,Darius Slayton,WR,NYG,DAL,0.0760827934815911,1.5670296646081712,0.1539687976928587,0.0,0.0064861437382096,0.155197440001941,3.4527823532042223,0.0059639080757764,0.2348051997657242,0.0,7.836416409600765e-05,0.8394344268914858,0.0,3.3611963442298785,0.5144450686186779,27.95902189578817,-0.4242453855126147,15.456464011883366,0.7326900534896269,0.074239488033371,0.0214107665391143,0.0,0.0,0.0496940632210245,0.9871718399747832,0.2416776288611277,0.2188629259667324,0.03125,NYG,1,1.6391316894068069,0.7925472521417857,0.0521349270382857,0.430995845716023,0.219428981623824,19.5,8,0.0,0.03509506592875315,2025.0,1.0,3
00-0035537,Ty Johnson,RB,BUF,NYJ,0.0,0.0,0.0,5.263560950647543e-11,0.0,3.076738334046881,0.0,0.0002019649690018,0.0067631820963845,0.0006791579336575,0.0024186470400001,0.2970719160157768,6.88532274377885e-10,0.0,3.839778038972624,16.90581739721337,1.2265498532196493,15.524752941027126,1.2440682649946977,0.0692333680671363,0.0440303514215684,7.211868898252873e-12,5.791973828155797e-12,-0.1972057587261664,15.57232878291347,0.055100049424401,0.1325251574573196,0.0444444444444444,BUF,1,0.9815591476700194,0.3076212547243069,8.543170173420479e-05,0.6284263349473834,0.8964838091919507,26.75,24,0.06206659352801471,3.7615878498996515e-06,2025.0,1.0,3
00-0035567,Craig Reynolds,RB,DET,CHI,0.0,0.0,0.0,0.0421419638762851,0.0,6.098544096333799,0.0,0.0,0.0,0.0121980826797732,0.0,0.2614205168837661,0.5618250969809472,0.0,3.849843715022861,-3.3514017862888115,-1.9330272825445909,9.447050332684055,0.652630823187018,0.0332270215507189,0.0,0.0080107338593986,0.0117801716193866,-1.1397928995057736,28.892618067501008,0.0024186539163027,0.0538014321143567,0.0,DET,1,0.5390233333527922,0.0112380762402491,6.590141958980347e-05,0.2063439094130095,1.3127036501917682,26.0,5,0.04361723247462925,0.0,2025.0,1.0,3
00-0035602,Alex Bachman,WR,LV,LAC,0.0,0.0,0.0,0.0,0.0,0.3749999999999999,0.0,0.0,0.0,0.0,0.625,0.4262499999999999,0.0,0.0,0.92261902987957,13.125,0.6391090899705887,19.375,1.875,0.0,0.1041666697710752,0.0,0.0,-1.4219461083412168,-1.1249999999999998,0.0,0.1262184325605631,0.0303030303030303,LVR,0,1.1689324328281352,0.0204764739057047,0.2305131020532531,0.4186872477877592,0.1943308345725474,0.0,17,0.0,0.1217637987151079,2025.0,1.0,6
00-0035631,Drew Sample,TE,CIN,JAX,5.709197327833717e-09,5.619374858244387e-09,6.610547609686834e-09,0.0,1.1801749160967347e-09,0.0186624000000905,1.3898456954354398e-07,0.0002871138485188,0.0111974401046762,0.0062208001854244,0.00223948804835,0.6363340996154595,0.0,1.6976467580912413e-08,1.4545378339059538,-0.4906812198779426,0.3494247136486886,10.106973535316335,2.3188530288902016,0.0031104000927122,0.0376849575808202,0.0,0.0,-0.0276101074677852,-0.074649600000362,0.0112797753973638,0.0778007279908621,0.0434782608695652,CIN,1,0.7303719783883781,0.0069155377476523,0.0100418393063247,0.297917437376157,0.8795275018038615,26.25,14,0.0,0.011227005990107135,2025.0,1.0,3
00-0035640,DK Metcalf,WR,PIT,SEA,1.6737657427623522,12.014407307742118,1.173719674636721,0.0,0.4083719305935863,5.388541849765085e-12,38.2068512534332,0.0208265736560899,0.6295702223662879,0.0,0.0175892429231744,0.8794933839166976,0.0,29.368805359820566,0.7818380011185564,77.62493576766397,2.148518334355888,49.720128269772005,3.1659073571245173,0.0,0.0793658377612161,0.0,0.0,1.198635462639324e-12,3.233125109859048e-11,0.5522240856438515,0.5364051934679502,0.241379310344828,PIT,1,1.1232803188643126,0.0113397835164875,0.0829462791698268,0.4070399906596928,0.1003261625820319,21.75,27,0.0,0.08915008354735211,2025.0,1.0,1
00-0035644,Noah Fant,TE,CIN,JAX,5.222309148891698,4.235923153777598,3.77974005132185,0.0,2.1506996686047213,0.0,64.2906225172736,0.0036519421431097,0.1183402184323511,0.0,0.0077760098830435,0.6247609155258522,0.0,12.059675647126548,1.031494743693234,27.14746138829929,0.6146483644947432,47.614099805490746,4.071392268753994,0.0,0.1130635136439649,0.0,0.0,0.0,0.0,0.400000160934241,0.3820021108201894,0.217391304347826,CIN,1,0.7303719783883781,0.0069155377476523,0.0100418393063247,0.297917437376157,0.8795275018038615,26.25,14,0.0,0.033683592245554186,2025.0,1.0,1
00-0035645,Gunner Olszewski,WR,NYG,DAL,0.0,0.0,0.0,0.0,0.0,0.4274485009598689,0.0,0.0,0.0,0.0,0.0,0.1128164933177625,0.0,0.0,0.0721970452976593,0.8098445437355024,-1.4976262759956636,0.6676000629166381,0.3418018367824758,4.513835297429119e-06,0.0016796381076829,0.0,0.0,0.0781563737103906,1.263859995037192,6.77075289569764e-05,0.0217357961808693,0.0,NYG,1,1.6391316894068069,0.7925472521417857,0.0521349270382857,0.430995845716023,0.219428981623824,19.5,8,0.0,0.002753148049038324,2025.0,1.0,6
00-0035659,Terry McLaurin,WR,WAS,GB,2.0878511123467574,11.17903680848108,2.462437805992181,0.0,-0.1406540952628137,0.002321909664609,57.59593461570361,0.0294916041178862,0.9392528871813872,0.0,0.2724995453665977,0.8718685931567616,0.0,36.71751267761834,0.5563104915551288,99.6928946639082,2.244276084155186,50.47384238666542,5.477037721852189,6.432836768856592e-20,0.2650114590174491,0.0,0.0,-0.0056982789070427,0.0017415130615789,0.7224055165631278,0.6845915741330452,0.137931034482759,WAS,1,1.0296074635324106,0.00403111172615,0.3230714696342126,0.0235953973985927,0.573340535307702,22.5,11,0.0,0.27285777612597917,2025.0,1.0,1
00-0035662,Marquise Brown,WR,KC,PHI,4.539237907385284,7.671446572503919,2.791157708410632,0.0,-1.0082134755122505,0.0522211638563917,46.69220110860012,0.00373721533383,0.1489003358997021,0.0,0.0501921864715251,0.4993908278253555,0.0,25.0472696237069,0.5665078258791557,67.66565982205117,0.6079853503881086,40.28388453440154,3.66112073612486,0.0,0.0986180987049167,0.0,0.0,-0.0678837542824386,-0.3018820458534307,0.0150183409512218,0.4830887482999498,0.421052631578947,KC,1,1.401903048218054,0.0085909222248323,8.125104673608448e-05,0.2116492378286718,0.0848703327308319,22.5,25,0.0,0.13825301318389163,2025.0,1.0,2
00-0035676,A.J. Brown,WR,PHI,KC,1.7567232864539326,10.65564045715255,1.4982668526608145,0.0,0.7487112780783043,2.0303818769907826e-12,56.99435355937412,0.0751995105176182,1.7315354550488435,0.0,0.1920468977173083,0.9322803076510304,0.0,43.055084125085614,0.7889139753806759,89.82887639981855,3.431296005456511,67.60523848020969,5.276177350411115,2.771250218049433e-13,0.3298206746813337,0.0,0.0,1.610389064620174e-12,1.3850645894634075e-11,0.8198868808420143,0.8823717675869687,0.05,PHI,1,1.8812086485717292,0.2541530230395059,5.0230869402534535e-05,0.1801390391434403,0.5837759046656483,24.0,15,0.0,0.6204615056882877,2025.0,1.0,1
00-0035685,David Montgomery,RB,DET,CHI,0.0,0.0,0.0,1.3252471471884892,0.0,10.843971520697274,0.0,0.0,0.0,0.2955204752121227,8.316166483839431e-12,0.3857880327487958,16.368370110052282,0.0,-1.71465366678665,-5.802418186917449,1.6480090674889716,31.30032443995004,3.780508455405708,0.3301467014364507,0.023113784685431,0.1863906764276555,0.0954271600907728,-1.8325937191838904,37.22546696636035,0.430507130810115,0.1285279563866659,0.105263157894737,DET,1,0.5390233333527922,0.0112380762402491,6.590141958980347e-05,0.2063439094130095,1.3127036501917682,26.0,5,0.4333847800744007,1.5232312228629619e-06,2025.0,1.0,2
00-0035689,Dawson Knox,TE,BUF,NYJ,0.1357145622505035,0.3213073517547375,0.1100776269270752,0.0,-0.0404312312917423,0.0,2.0773216158452814,0.000219858260853,0.0064816572327566,0.0,0.0002475864153423,0.5869063622929162,0.0,0.787024153814727,0.7122981474986266,23.118559494943515,0.3534369384538162,18.731095624278165,1.5554164712541303,0.0,0.1252846429069564,0.0,0.0,0.0,0.0,0.0027415238982953,0.2090303636320767,0.0444444444444444,BUF,1,0.9815591476700194,0.3076212547243069,8.543170173420479e-05,0.6284263349473834,0.8964838091919507,26.75,24,0.0,0.0787321689672103,2025.0,1.0,2
00-0035700,Josh Jacobs,RB,GB,WAS,0.0,0.0,0.0,1.626225884920424,0.0,13.088860522642175,0.0,9.762281963914354e-06,0.0005262690084449,0.3314204742720562,0.0024188176217281,0.4938961593214735,14.306907108054991,0.0,0.163961121636125,-2.190024644330625,0.3349936359849532,13.04921353582332,1.5286035873964363,0.4810423670786038,0.0010865434653447,0.2992286207701337,0.1657727367943099,0.2590928846679491,61.38230610080056,0.9905808392042724,0.0833839883570782,0.0454545454545455,GB,1,0.3039168309887184,0.0253809179141555,0.0864138878240639,0.3844624638974009,1.2311346730599184,26.0,31,0.5922279373212862,9.389244513026656e-05,2025.0,1.0,1
00-0035704,Drew Lock,QB,SEA,PIT,0.0,0.0,0.0,0.0,0.0,3.410287441534406,0.0,0.0,0.0,0.4024925628950185,0.0004837296006495,0.9138080185905604,0.0,0.0,0.0,-0.0072559437934998,-0.0045431849099544,0.0014511887586999,0.0014511887586999,0.1240002157503005,0.0002902377560648,0.0,0.0,1.1272429499989427,14.238920919753928,0.4888908299452125,5.7845090627854646e-05,0.0,NYG,0,1.3563896980681227,0.1050624000005121,0.0008945661131244,0.5830023316793344,0.3482591509722189,18.75,26,0.013027760267307873,0.0,2025.0,1.0,2
00-0035710,Daniel Jones,QB,IND,DEN,0.0,0.0,0.0,0.0,0.0,6.5063588895796896,0.0,0.0,0.0,0.6591946346601822,0.0,0.9796867902577688,0.0,0.0,5.077870859192677e-09,5.363500895216288e-08,4.046904716796151e-09,6.601231871035428e-08,4.1257699193971425e-09,0.2778989395082762,0.0,0.0,0.0,3.096773024981396,30.03198038174597,0.6404573236880711,3.6463170918185885e-10,0.0,IND,1,0.9402278462655425,0.3265158783863727,0.2352657599716191,0.1160109021101278,0.3039019733762529,20.0,9,0.09073841633618626,0.0,2025.0,1.0,1
00-0035719,Deebo Samuel Sr.,WR,WAS,GB,3.262472944914175,1.8158698799562747,1.9317980914883104,0.0,1.2689148130804515,3.232723286773927,31.824061043614496,0.0002026059076367,0.0056635482486366,0.0006346860430929,0.1341216315952307,0.8086399669993106,0.0,5.812096347606971,1.6156780782587818,15.658889372127582,2.1415372710160225,33.19562911191387,3.112053824762701,0.0815617557348073,0.1213328738652949,0.0,0.0,-0.364523309313021,14.312564702969537,0.6448953786076362,0.2594690692517869,0.344827586206897,WAS,1,1.0296074635324106,0.00403111172615,0.3230714696342126,0.0235953973985927,0.573340535307702,22.5,11,0.0,0.12492523250354419,2025.0,1.0,2
00-0035726,Jakob Johnson,RB,HOU,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.2645540265091717,0.0840182483225334,0.0155887525926095,0.0242045477881144,0.171472067345783,22.5,29,0.0,0.0,0.0,0.0,4
