Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Jordan Mason,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,105,DraftKings
Kimani Vidal,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,125,DraftKings
Justin Jefferson,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,140,DraftKings
Quentin Johnston,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,150,DraftKings
Ladd McConkey,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,160,DraftKings
Keenan Allen,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,165,DraftKings
Oronde Gadsden II,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,185,DraftKings
T.J. Hockenson,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,215,DraftKings
Jordan Addison,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,220,DraftKings
Jalen Nailor,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,390,DraftKings
Los Angeles Chargers D/ST,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,475,DraftKings
Minnesota Vikings D/ST,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,500,DraftKings
Justin Herbert,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,550,DraftKings
Zavier Scott,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,700,DraftKings
Josh Oliver,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,750,DraftKings
Nyheim Hines,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,800,DraftKings
KeAndre Lambert-Smith,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,950,DraftKings
Tre Harris,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1000,DraftKings
Derius Davis,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1100,DraftKings
Carson Wentz,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1100,DraftKings
Will Dissly,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1300,DraftKings
Adam Thielen,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1300,DraftKings
Tyler Conklin,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1400,DraftKings
Tucker Fisk,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,1400,DraftKings
Myles Price,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,2800,DraftKings
Tai Felton,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,3000,DraftKings
Ben Yurosek,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,4000,DraftKings
Scott Matlock,N/A,Los Angeles Chargers,Minnesota Vikings,2025,8,2025-10-24T00:15:00Z,4000,DraftKings
Bijan Robinson,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,-250,DraftKings
De'Von Achane,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,-110,DraftKings
Drake London,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,100,DraftKings
Tyler Allgeier,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,135,DraftKings
Kyle Pitts,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,175,DraftKings
Jaylen Waddle,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,175,DraftKings
Darnell Mooney,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,310,DraftKings
Julian Hill,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,370,DraftKings
Malik Washington,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,450,DraftKings
Atlanta Falcons D/ST,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,475,DraftKings
Cedrick Wilson Jr.,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,500,DraftKings
Ollie Gordon II,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,500,DraftKings
Tanner Conner,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,500,DraftKings
Miami Dolphins D/ST,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,500,DraftKings
Michael Penix Jr.,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,600,DraftKings
Nick Westbrook-Ikhine,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,700,DraftKings
Charlie Woerner,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,750,DraftKings
Casey Washington,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,900,DraftKings
Greg Dulcich,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,1300,DraftKings
Alec Ingold,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,1400,DraftKings
Feleipe Franks,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,1500,DraftKings
Teagan Quitoriano,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,1500,DraftKings
David Sills V,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,1700,DraftKings
Jamal Agnew,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,1800,DraftKings
Nathan Carter,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,2000,DraftKings
Dee Eskridge,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,2000,DraftKings
Jaylen Wright,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,2000,DraftKings
KhaDarel Hodge,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,2200,DraftKings
Tahj Washington,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,2200,DraftKings
Tua Tagovailoa,N/A,Atlanta Falcons,Miami Dolphins,2025,8,2025-10-26T17:00:00Z,2500,DraftKings
Derrick Henry,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,-195,DraftKings
Zay Flowers,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,115,DraftKings
D'Andre Swift,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,130,DraftKings
Rome Odunze,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,135,DraftKings
Mark Andrews,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,180,DraftKings
Rashod Bateman,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,205,DraftKings
Lamar Jackson,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,210,DraftKings
DJ Moore,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,245,DraftKings
Colston Loveland,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,265,DraftKings
Isaiah Likely,N/A,Baltimore Ravens,Chicago Bears,2025,8,2025-10-26T17:00:00Z,310,DraftKings
