Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Ja'Marr Chase,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,7.5,114,7.5,-145,DraftKings
DK Metcalf,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,4.5,100,4.5,-127,DraftKings
Tee Higgins,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,4.5,116,4.5,-149,DraftKings
Noah Fant,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,3.5,-118,3.5,-108,DraftKings
Jonnu Smith,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,3.5,-106,3.5,-121,DraftKings
Chase Brown,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,2.5,-167,2.5,130,DraftKings
Jaylen Warren,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,2.5,-140,2.5,110,DraftKings
Kenneth Gainwell,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,2.5,-139,2.5,109,DraftKings
Darnell Washington,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,2.5,-121,2.5,-106,DraftKings
Andrei Iosivas,N/A,Cincinnati Bengals,Pittsburgh Steelers,2025,7,2025-10-17T00:15:00Z,1.5,-113,1.5,-113,DraftKings
Brian Thomas Jr,N/A,Jacksonville Jaguars,Los Angeles Rams,2025,7,2025-10-19T13:30:00Z,5.5,123,5.5,-157,DraftKings
Travis Hunter,N/A,Jacksonville Jaguars,Los Angeles Rams,2025,7,2025-10-19T13:30:00Z,3.5,-141,3.5,110,DraftKings
Jaylen Waddle,N/A,Cleveland Browns,Miami Dolphins,2025,7,2025-10-19T17:00:00Z,4.5,-152,4.5,119,DraftKings
De'Von Achane,N/A,Cleveland Browns,Miami Dolphins,2025,7,2025-10-19T17:00:00Z,4.5,-125,4.5,-102,DraftKings
Jerry Jeudy,N/A,Cleveland Browns,Miami Dolphins,2025,7,2025-10-19T17:00:00Z,3.5,-107,3.5,-119,DraftKings
Darren Waller,N/A,Cleveland Browns,Miami Dolphins,2025,7,2025-10-19T17:00:00Z,3.5,-104,3.5,-123,DraftKings
Isaiah Bond,N/A,Cleveland Browns,Miami Dolphins,2025,7,2025-10-19T17:00:00Z,2.5,-132,2.5,104,DraftKings
