Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Stefon Diggs,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,4.5,-127,4.5,100,DraftKings
Mason Taylor,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,4.5,123,4.5,-158,DraftKings
Mack Hollins,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,3.5,127,3.5,-162,DraftKings
Hunter Henry,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,3.5,133,3.5,-171,DraftKings
TreVeyon Henderson,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,2.5,-107,2.5,-119,DraftKings
Breece Hall,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,2.5,102,2.5,-130,DraftKings
DeMario Douglas,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,1.5,-174,1.5,135,DraftKings
Kyle Williams,N/A,New England Patriots,New York Jets,2025,11,2025-11-14T01:15:00Z,1.5,-118,1.5,-108,DraftKings
Jaylen Waddle,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,5.5,-122,5.5,-104,DraftKings
De'Von Achane,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,5.5,101,5.5,-129,DraftKings
Deebo Samuel Sr.,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,4.5,-137,4.5,108,DraftKings
Zach Ertz,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,4.5,125,4.5,-160,DraftKings
Malik Washington,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,3.5,-109,3.5,-117,DraftKings
Greg Dulcich,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,2.5,-116,2.5,-110,DraftKings
Jaylin Lane,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,2.5,140,2.5,-180,DraftKings
Nick Westbrook-Ikhine,N/A,Miami Dolphins,Washington Commanders,2025,11,2025-11-16T14:30:00Z,1.5,-154,1.5,120,DraftKings
