Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Brock Bowers,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,6.5,103,6.5,-132,DraftKings
Troy Franklin,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,4.5,-112,4.5,-113,DraftKings
Courtland Sutton,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,4.5,112,4.5,-143,DraftKings
Tre Tucker,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,3.5,-155,3.5,122,DraftKings
Evan Engram,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,3.5,-101,3.5,-126,DraftKings
Ashton Jeanty,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,2.5,-128,2.5,101,DraftKings
Michael Mayer,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,2.5,-113,2.5,-113,DraftKings
RJ Harvey,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,2.5,-108,2.5,-118,DraftKings
Tyler Lockett,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,1.5,-174,1.5,136,DraftKings
Pat Bryant,N/A,Denver Broncos,Las Vegas Raiders,2025,10,2025-11-07T01:15:00Z,1.5,-173,1.5,135,DraftKings
Drake London,N/A,Indianapolis Colts,Atlanta Falcons,2025,10,2025-11-09T14:30:00Z,5.5,-152,5.5,119,DraftKings
Michael Pittman Jr.,N/A,Indianapolis Colts,Atlanta Falcons,2025,10,2025-11-09T14:30:00Z,5.5,109,5.5,-140,DraftKings
Kyle Pitts,N/A,Indianapolis Colts,Atlanta Falcons,2025,10,2025-11-09T14:30:00Z,4.5,-150,4.5,117,DraftKings
