Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Zay Flowers,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,5.5,101,5.5,-128,DraftKings
De'Von Achane,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,5.5,118,5.5,-151,DraftKings
Jaylen Waddle,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,4.5,-157,4.5,123,DraftKings
Malik Washington,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,3.5,-131,3.5,103,DraftKings
Mark Andrews,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,2.5,-150,2.5,118,DraftKings
Justice Hill,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,2.5,-103,2.5,-123,DraftKings
Isaiah Likely,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,2.5,117,2.5,-150,DraftKings
Rashod Bateman,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,2.5,118,2.5,-150,DraftKings
Tanner Conner,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,1.5,-160,1.5,125,DraftKings
Nick Westbrook-Ikhine,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,1.5,-159,1.5,125,DraftKings
DeAndre Hopkins,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,1.5,114,1.5,-145,DraftKings
Derrick Henry,N/A,Miami Dolphins,Baltimore Ravens,2025,9,2025-10-31T00:15:00Z,1.5,183,1.5,-238,DraftKings
Drake London,N/A,New England Patriots,Atlanta Falcons,2025,9,2025-11-02T18:00:00Z,5.5,100,5.5,-127,DraftKings
Stefon Diggs,N/A,New England Patriots,Atlanta Falcons,2025,9,2025-11-02T18:00:00Z,4.5,-116,4.5,-110,DraftKings
Bijan Robinson,N/A,New England Patriots,Atlanta Falcons,2025,9,2025-11-02T18:00:00Z,4.5,-104,4.5,-123,DraftKings
Kyle Pitts,N/A,New England Patriots,Atlanta Falcons,2025,9,2025-11-02T18:00:00Z,4.5,120,4.5,-153,DraftKings
Darnell Mooney,N/A,New England Patriots,Atlanta Falcons,2025,9,2025-11-02T18:00:00Z,3.5,-104,3.5,-123,DraftKings
Hunter Henry,N/A,New England Patriots,Atlanta Falcons,2025,9,2025-11-02T18:00:00Z,3.5,110,3.5,-140,DraftKings
