Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Evan Engram,N/A,New York Jets,Denver Broncos,2025,6,2025-10-12T13:30:00Z,2.5,-147,2.5,115,DraftKings
Marvin Mims Jr.,N/A,New York Jets,Denver Broncos,2025,6,2025-10-12T13:30:00Z,2.5,118,2.5,-151,DraftKings
RJ Harvey,N/A,New York Jets,Denver Broncos,2025,6,2025-10-12T13:30:00Z,2.5,119,2.5,-152,DraftKings
Josh Reynolds,N/A,New York Jets,Denver Broncos,2025,6,2025-10-12T13:30:00Z,1.5,-139,1.5,109,DraftKings
Jaxon Smith-Njigba,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,6.5,108,6.5,-137,DraftKings
Brian Thomas Jr,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,5.5,117,5.5,-149,DraftKings
Cooper Kupp,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,4.5,112,4.5,-143,DraftKings
Travis Hunter,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,3.5,-110,3.5,-116,DraftKings
Dyami Brown,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,3.5,114,3.5,-145,DraftKings
Hunter Long,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,2.5,-153,2.5,120,DraftKings
AJ Barner,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,2.5,-132,2.5,104,DraftKings
Travis Etienne Jr.,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,2.5,108,2.5,-138,DraftKings
Tory Horton,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,2.5,144,2.5,-185,DraftKings
Kenneth Walker III,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,1.5,-155,1.5,121,DraftKings
Parker Washington,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,1.5,-131,1.5,102,DraftKings
Zach Charbonnet,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,1.5,-113,1.5,-113,DraftKings
Elijah Arroyo,N/A,Jacksonville Jaguars,Seattle Seahawks,2025,6,2025-10-12T17:00:00Z,1.5,-104,1.5,-123,DraftKings
Chris Olave,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,6.5,-101,6.5,-126,DraftKings
Stefon Diggs,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,4.5,-154,4.5,121,DraftKings
Rashid Shaheed,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,3.5,-158,3.5,124,DraftKings
Hunter Henry,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,3.5,-133,3.5,104,DraftKings
TreVeyon Henderson,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,2.5,-158,2.5,123,DraftKings
Rhamondre Stevenson,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,2.5,109,2.5,-139,DraftKings
Kayshon Boutte,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,2.5,139,2.5,-179,DraftKings
Brandin Cooks,N/A,New Orleans Saints,New England Patriots,2025,6,2025-10-12T17:00:00Z,2.5,145,2.5,-187,DraftKings
Puka Nacua,N/A,Baltimore Ravens,Los Angeles Rams,2025,6,2025-10-12T17:01:00Z,8.5,-117,8.5,-109,DraftKings
Davante Adams,N/A,Baltimore Ravens,Los Angeles Rams,2025,6,2025-10-12T17:01:00Z,4.5,-144,4.5,113,DraftKings
Kyren Williams,N/A,Baltimore Ravens,Los Angeles Rams,2025,6,2025-10-12T17:01:00Z,2.5,109,2.5,-139,DraftKings
Blake Corum,N/A,Baltimore Ravens,Los Angeles Rams,2025,6,2025-10-12T17:01:00Z,1.5,143,1.5,-184,DraftKings
Jake Ferguson,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,6.5,108,6.5,-138,DraftKings
Tetairoa McMillan,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,5.5,118,5.5,-150,DraftKings
George Pickens,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,4.5,-147,4.5,115,DraftKings
Javonte Williams,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,2.5,-146,2.5,115,DraftKings
Jalen Tolbert,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,2.5,-115,2.5,-111,DraftKings
Jalen Coker,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,2.5,-105,2.5,-122,DraftKings
Xavier Legette,N/A,Carolina Panthers,Dallas Cowboys,2025,6,2025-10-12T17:01:00Z,2.5,108,2.5,-138,DraftKings
DK Metcalf,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,4.5,122,4.5,-156,DraftKings
David Njoku,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,3.5,-152,3.5,119,DraftKings
Jerry Jeudy,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,3.5,-108,3.5,-118,DraftKings
Harold Fannin Jr.,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,3.5,122,3.5,-156,DraftKings
Jonnu Smith,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,3.5,133,3.5,-171,DraftKings
Isaiah Bond,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,2.5,-164,2.5,128,DraftKings
Jaylen Warren,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,2.5,-129,2.5,101,DraftKings
Pat Freiermuth,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,2.5,144,2.5,-185,DraftKings
Quinshon Judkins,N/A,Pittsburgh Steelers,Cleveland Browns,2025,6,2025-10-12T17:01:00Z,1.5,-141,1.5,110,DraftKings
Jaylen Waddle,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,5.5,-120,5.5,-106,DraftKings
Keenan Allen,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,5.5,111,5.5,-142,DraftKings
Ladd McConkey,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,4.5,-137,4.5,107,DraftKings
De'Von Achane,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,4.5,-136,4.5,107,DraftKings
Quentin Johnston,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,4.5,-122,4.5,-104,DraftKings
Darren Waller,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,3.5,-110,3.5,-116,DraftKings
Malik Washington,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,3.5,118,3.5,-151,DraftKings
Oronde Gadsden II,N/A,Miami Dolphins,Los Angeles Chargers,2025,6,2025-10-12T17:01:00Z,1.5,-167,1.5,130,DraftKings
Calvin Ridley,N/A,Las Vegas Raiders,Tennessee Titans,2025,6,2025-10-12T20:06:00Z,3.5,-122,3.5,-105,DraftKings
Chigoziem Okonkwo,N/A,Las Vegas Raiders,Tennessee Titans,2025,6,2025-10-12T20:06:00Z,3.5,123,3.5,-158,DraftKings
Elic Ayomanor,N/A,Las Vegas Raiders,Tennessee Titans,2025,6,2025-10-12T20:06:00Z,2.5,-140,2.5,110,DraftKings
Gunnar Helm,N/A,Las Vegas Raiders,Tennessee Titans,2025,6,2025-10-12T20:06:00Z,2.5,128,2.5,-163,DraftKings
Tony Pollard,N/A,Las Vegas Raiders,Tennessee Titans,2025,6,2025-10-12T20:06:00Z,1.5,-160,1.5,125,DraftKings
Ja'Marr Chase,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,5.5,-130,5.5,102,DraftKings
Tee Higgins,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,3.5,-163,3.5,127,DraftKings
Tucker Kraft,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,3.5,-130,3.5,102,DraftKings
Chase Brown,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,3.5,-107,3.5,-120,DraftKings
Romeo Doubs,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,3.5,-102,3.5,-125,DraftKings
Matthew Golden,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,3.5,126,3.5,-161,DraftKings
Dontayvion Wicks,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,2.5,-127,2.5,100,DraftKings
Mike Gesicki,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,2.5,-116,2.5,-110,DraftKings
Josh Jacobs,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,2.5,104,2.5,-133,DraftKings
Andrei Iosivas,N/A,Green Bay Packers,Cincinnati Bengals,2025,6,2025-10-12T20:26:00Z,1.5,108,1.5,-138,DraftKings
Amon-Ra St. Brown,N/A,Kansas City Chiefs,Detroit Lions,2025,6,2025-10-13T00:20:00Z,6.5,-121,6.5,-105,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Detroit Lions,2025,6,2025-10-13T00:20:00Z,4.5,-112,4.5,-114,DraftKings
Sam LaPorta,N/A,Kansas City Chiefs,Detroit Lions,2025,6,2025-10-13T00:20:00Z,4.5,-102,4.5,-125,DraftKings
Jahmyr Gibbs,N/A,Kansas City Chiefs,Detroit Lions,2025,6,2025-10-13T00:20:00Z,3.5,-143,3.5,112,DraftKings
Jameson Williams,N/A,Kansas City Chiefs,Detroit Lions,2025,6,2025-10-13T00:20:00Z,2.5,-171,2.5,134,DraftKings
David Montgomery,N/A,Kansas City Chiefs,Detroit Lions,2025,6,2025-10-13T00:20:00Z,1.5,133,1.5,-171,DraftKings
Drake London,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,5.5,-152,5.5,119,DraftKings
Khalil Shakir,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,4.5,-108,4.5,-118,DraftKings
Bijan Robinson,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,3.5,-160,3.5,125,DraftKings
Dalton Kincaid,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,3.5,-118,3.5,-108,DraftKings
Keon Coleman,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,3.5,127,3.5,-163,DraftKings
James Cook,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,2.5,-103,2.5,-124,DraftKings
Joshua Palmer,N/A,Atlanta Falcons,Buffalo Bills,2025,6,2025-10-13T23:15:00Z,1.5,-148,1.5,116,DraftKings
Deebo Samuel Sr.,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,5.5,-142,5.5,111,DraftKings
Rome Odunze,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,4.5,-133,4.5,105,DraftKings
DJ Moore,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,3.5,-140,3.5,110,DraftKings
Zach Ertz,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,3.5,-117,3.5,-109,DraftKings
D'Andre Swift,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,2.5,-137,2.5,107,DraftKings
Olamide Zaccheaus,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,2.5,-130,2.5,102,DraftKings
Luther Burden III,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,1.5,-122,1.5,-105,DraftKings
Jacory Croskey-Merritt,N/A,Washington Commanders,Chicago Bears,2025,6,2025-10-14T00:16:00Z,1.5,-116,1.5,-110,DraftKings
