Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Nico Collins,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,5.5,-152,5.5,118,DraftKings
Khalil Shakir,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,4.5,-117,4.5,-109,DraftKings
Dalton Schultz,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,4.5,110,4.5,-141,DraftKings
Jayden Higgins,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,2.5,-158,2.5,124,DraftKings
Joshua Palmer,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,2.5,108,2.5,-138,DraftKings
James Cook,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,2.5,119,2.5,-153,DraftKings
Dawson Knox,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,2.5,122,2.5,-156,DraftKings
Woody Marks,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,1.5,-155,1.5,121,DraftKings
Tyrell Shavers,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,1.5,-149,1.5,117,DraftKings
Christian Kirk,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,1.5,-126,1.5,-101,DraftKings
Xavier Hutchinson,N/A,Houston Texans,Buffalo Bills,2025,12,2025-11-21T01:15:00Z,1.5,-105,1.5,-121,DraftKings
Zay Flowers,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,4.5,-121,4.5,-106,DraftKings
Mason Taylor,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,4.5,119,4.5,-152,DraftKings
Mark Andrews,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,3.5,110,3.5,-140,DraftKings
Breece Hall,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,2.5,-132,2.5,104,DraftKings
Adonai Mitchell,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,2.5,-119,2.5,-107,DraftKings
John Metchie III,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,2.5,-117,2.5,-109,DraftKings
Derrick Henry,N/A,Baltimore Ravens,New York Jets,2025,12,2025-11-23T18:00:00Z,1.5,122,1.5,-156,DraftKings
Rome Odunze,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,3.5,-161,3.5,126,DraftKings
DK Metcalf,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,3.5,-125,3.5,-102,DraftKings
DJ Moore,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,-173,2.5,135,DraftKings
Colston Loveland,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,-170,2.5,133,DraftKings
Luther Burden III,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,118,2.5,-151,DraftKings
Jaylen Warren,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,121,2.5,-155,DraftKings
Calvin Austin III,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,131,2.5,-168,DraftKings
Darnell Washington,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,150,2.5,-193,DraftKings
Jonnu Smith,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,2.5,153,2.5,-197,DraftKings
D'Andre Swift,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,1.5,-173,1.5,135,DraftKings
Cole Kmet,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,1.5,-143,1.5,112,DraftKings
Pat Freiermuth,N/A,Chicago Bears,Pittsburgh Steelers,2025,12,2025-11-23T18:00:00Z,1.5,-122,1.5,-105,DraftKings
Tee Higgins,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,5.5,-121,5.5,-106,DraftKings
Chase Brown,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,4.5,-134,4.5,105,DraftKings
Stefon Diggs,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,4.5,-132,4.5,103,DraftKings
Hunter Henry,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,3.5,100,3.5,-127,DraftKings
Andrei Iosivas,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,3.5,115,3.5,-147,DraftKings
Kayshon Boutte,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,2.5,103,2.5,-132,DraftKings
Mack Hollins,N/A,Cincinnati Bengals,New England Patriots,2025,12,2025-11-23T18:00:00Z,2.5,107,2.5,-136,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,6.5,-140,6.5,110,DraftKings
Wan'Dale Robinson,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,5.5,105,5.5,-134,DraftKings
Jameson Williams,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,3.5,-153,3.5,119,DraftKings
Theo Johnson,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,3.5,-135,3.5,106,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,3.5,-103,3.5,-124,DraftKings
Brock Wright,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,2.5,-142,2.5,111,DraftKings
Isaiah Hodgins,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,2.5,-115,2.5,-111,DraftKings
Tyrone Tracy Jr.,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,2.5,-103,2.5,-124,DraftKings
David Montgomery,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,1.5,-101,1.5,-127,DraftKings
Kalif Raymond,N/A,Detroit Lions,New York Giants,2025,12,2025-11-23T18:00:00Z,1.5,111,1.5,-142,DraftKings
Justin Jefferson,N/A,Green Bay Packers,Minnesota Vikings,2025,12,2025-11-23T18:00:00Z,5.5,-102,5.5,-126,DraftKings
Romeo Doubs,N/A,Green Bay Packers,Minnesota Vikings,2025,12,2025-11-23T18:00:00Z,4.5,111,4.5,-141,DraftKings
Jordan Addison,N/A,Green Bay Packers,Minnesota Vikings,2025,12,2025-11-23T18:00:00Z,3.5,120,3.5,-153,DraftKings
Christian Watson,N/A,Green Bay Packers,Minnesota Vikings,2025,12,2025-11-23T18:00:00Z,3.5,130,3.5,-166,DraftKings
T.J. Hockenson,N/A,Green Bay Packers,Minnesota Vikings,2025,12,2025-11-23T18:00:00Z,2.5,-159,2.5,124,DraftKings
Aaron Jones,N/A,Green Bay Packers,Minnesota Vikings,2025,12,2025-11-23T18:00:00Z,2.5,-116,2.5,-110,DraftKings
