Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
Keon Coleman,N/A,Carolina Panthers,Buffalo Bills,2025,8,2025-10-26T17:00:00Z,3.5,-124,3.5,-103,DraftKings
Xavier Legette,N/A,Carolina Panthers,Buffalo Bills,2025,8,2025-10-26T17:00:00Z,3.5,100,3.5,-127,DraftKings
Ja'Marr Chase,N/A,Cincinnati Bengals,New York Jets,2025,8,2025-10-26T17:00:00Z,7.5,-137,7.5,107,DraftKings
Tee Higgins,N/A,Cincinnati Bengals,New York Jets,2025,8,2025-10-26T17:00:00Z,4.5,-107,4.5,-119,DraftKings
Chase Brown,N/A,Cincinnati Bengals,New York Jets,2025,8,2025-10-26T17:00:00Z,2.5,-120,2.5,-106,DraftKings
Stefon Diggs,N/A,New England Patriots,Cleveland Browns,2025,8,2025-10-26T17:00:00Z,4.5,-131,4.5,103,DraftKings
Jerry Jeudy,N/A,New England Patriots,Cleveland Browns,2025,8,2025-10-26T17:00:00Z,3.5,-154,3.5,120,DraftKings
Hunter Henry,N/A,New England Patriots,Cleveland Browns,2025,8,2025-10-26T17:00:00Z,3.5,126,3.5,-161,DraftKings
Kayshon Boutte,N/A,New England Patriots,Cleveland Browns,2025,8,2025-10-26T17:00:00Z,2.5,-106,2.5,-120,DraftKings
Christian McCaffrey,N/A,Houston Texans,San Francisco 49ers,2025,8,2025-10-26T17:00:00Z,5.5,102,5.5,-130,DraftKings
George Kittle,N/A,Houston Texans,San Francisco 49ers,2025,8,2025-10-26T17:00:00Z,4.5,-129,4.5,101,DraftKings
Wan'Dale Robinson,N/A,Philadelphia Eagles,New York Giants,2025,8,2025-10-26T17:00:00Z,5.5,113,5.5,-144,DraftKings
Dallas Goedert,N/A,Philadelphia Eagles,New York Giants,2025,8,2025-10-26T17:00:00Z,4.5,-106,4.5,-121,DraftKings
Theo Johnson,N/A,Philadelphia Eagles,New York Giants,2025,8,2025-10-26T17:00:00Z,3.5,-121,3.5,-105,DraftKings
Cam Skattebo,N/A,Philadelphia Eagles,New York Giants,2025,8,2025-10-26T17:00:00Z,2.5,-173,2.5,135,DraftKings
Saquon Barkley,N/A,Philadelphia Eagles,New York Giants,2025,8,2025-10-26T17:00:00Z,2.5,-110,2.5,-116,DraftKings
Emeka Egbuka,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,5.5,-108,5.5,-118,DraftKings
Rashid Shaheed,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,4.5,103,4.5,-131,DraftKings
Cade Otton,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,4.5,117,4.5,-149,DraftKings
Juwan Johnson,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,3.5,-146,3.5,114,DraftKings
Rachaad White,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,3.5,-115,3.5,-111,DraftKings
Sterling Shepard,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,3.5,-114,3.5,-112,DraftKings
Alvin Kamara,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,3.5,-102,3.5,-125,DraftKings
Tez Johnson,N/A,New Orleans Saints,Tampa Bay Buccaneers,2025,8,2025-10-26T20:05:00Z,3.5,120,3.5,-154,DraftKings
CeeDee Lamb,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,5.5,-152,5.5,119,DraftKings
Jake Ferguson,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,5.5,105,5.5,-134,DraftKings
Courtland Sutton,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,4.5,-121,4.5,-105,DraftKings
Evan Engram,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,3.5,-156,3.5,122,DraftKings
George Pickens,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,3.5,-149,3.5,116,DraftKings
Troy Franklin,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,3.5,104,3.5,-133,DraftKings
Javonte Williams,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,2.5,-172,2.5,134,DraftKings
Marvin Mims Jr.,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,2.5,-136,2.5,106,DraftKings
RJ Harvey,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,2.5,110,2.5,-141,DraftKings
KaVontae Turpin,N/A,Denver Broncos,Dallas Cowboys,2025,8,2025-10-26T20:25:00Z,1.5,100,1.5,-127,DraftKings
Tyler Warren,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,5.5,123,5.5,-157,DraftKings
Michael Pittman Jr.,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,4.5,-139,4.5,109,DraftKings
Chigoziem Okonkwo,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,3.5,122,3.5,-156,DraftKings
Elic Ayomanor,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,3.5,122,3.5,-155,DraftKings
Chimere Dike,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,2.5,-160,2.5,125,DraftKings
Jonathan Taylor,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,2.5,-156,2.5,122,DraftKings
Van Jefferson,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,2.5,-150,2.5,118,DraftKings
Gunnar Helm,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,2.5,-112,2.5,-114,DraftKings
Tyjae Spears,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,2.5,109,2.5,-139,DraftKings
Tony Pollard,N/A,Indianapolis Colts,Tennessee Titans,2025,8,2025-10-26T20:25:00Z,2.5,112,2.5,-143,DraftKings
DK Metcalf,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,4.5,-106,4.5,-121,DraftKings
Tucker Kraft,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,4.5,-103,4.5,-123,DraftKings
Romeo Doubs,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,4.5,117,4.5,-149,DraftKings
Jonnu Smith,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,3.5,-133,3.5,105,DraftKings
Matthew Golden,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,3.5,111,3.5,-142,DraftKings
Jaylen Warren,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,3.5,113,3.5,-145,DraftKings
Calvin Austin III,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,2.5,-119,2.5,-107,DraftKings
Josh Jacobs,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,2.5,-115,2.5,-111,DraftKings
Darnell Washington,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,2.5,110,2.5,-140,DraftKings
Pat Freiermuth,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,2.5,115,2.5,-147,DraftKings
Christian Watson,N/A,Pittsburgh Steelers,Green Bay Packers,2025,8,2025-10-27T00:20:00Z,1.5,-104,1.5,-123,DraftKings
Rashee Rice,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,6.5,115,6.5,-147,DraftKings
Deebo Samuel Sr.,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,4.5,-108,4.5,-118,DraftKings
Terry McLaurin,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,3.5,-152,3.5,119,DraftKings
Travis Kelce,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,3.5,-147,3.5,115,DraftKings
Zach Ertz,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,3.5,-113,3.5,-113,DraftKings
Xavier Worthy,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,3.5,107,3.5,-136,DraftKings
Marquise Brown,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,2.5,118,2.5,-150,DraftKings
Brashard Smith,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,1.5,-180,1.5,140,DraftKings
Jacory Croskey-Merritt,N/A,Kansas City Chiefs,Washington Commanders,2025,8,2025-10-28T00:15:00Z,1.5,140,1.5,-180,DraftKings
