Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Josh Jacobs,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,-185,DraftKings
Jayden Daniels,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,175,DraftKings
Deebo Samuel Sr.,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,175,DraftKings
Terry McLaurin,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,185,DraftKings
Tucker Kraft,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,195,DraftKings
Jayden Reed,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,220,DraftKings
Romeo Doubs,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,245,DraftKings
Austin Ekeler,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,250,DraftKings
Jacory Croskey-Merritt,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,250,DraftKings
Matthew Golden,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,265,DraftKings
Zach Ertz,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,265,DraftKings
Dontayvion Wicks,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,450,DraftKings
Jordan Love,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,500,DraftKings
Chris Brooks,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,600,DraftKings
Chris Rodriguez Jr.,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,600,DraftKings
Green Bay Packers D/ST,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,650,DraftKings
Washington Commanders D/ST,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,650,DraftKings
Noah Brown,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,700,DraftKings
Luke Musgrave,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,950,DraftKings
Emanuel Wilson,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,950,DraftKings
Jaylin Lane,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,950,DraftKings
Jeremy McNichols,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,1100,DraftKings
Chris Moore,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,1100,DraftKings
Savion Williams,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,1300,DraftKings
Luke McCaffrey,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,1400,DraftKings
Malik Heath,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,1500,DraftKings
John Bates,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,2200,DraftKings
Ben Sinnott,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,2200,DraftKings
Colson Yankoff,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,2200,DraftKings
Ben Sims,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,2500,DraftKings
John FitzPatrick,N/A,Green Bay Packers,Washington Commanders,2025,2,2025-09-12T00:16:00Z,3500,DraftKings
Jahmyr Gibbs,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,-170,DraftKings
David Montgomery,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,-105,DraftKings
Amon-Ra St. Brown,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,130,DraftKings
D'Andre Swift,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,155,DraftKings
DJ Moore,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,185,DraftKings
Sam LaPorta,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,190,DraftKings
Jameson Williams,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,195,DraftKings
Rome Odunze,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,215,DraftKings
Kyle Monangai,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,370,DraftKings
Roschon Johnson,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,390,DraftKings
Isaac TeSlaa,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,450,DraftKings
Olamide Zaccheaus,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,450,DraftKings
Colston Loveland,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,475,DraftKings
Caleb Williams,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,475,DraftKings
Detroit Lions D/ST,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,500,DraftKings
Chicago Bears D/ST,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,500,DraftKings
Cole Kmet,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,550,DraftKings
Luther Burden III,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,750,DraftKings
Brock Wright,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,1000,DraftKings
Dominic Lovett,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,1500,DraftKings
Jared Goff,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,1600,DraftKings
Devin Duvernay,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,1600,DraftKings
Craig Reynolds,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,1700,DraftKings
Durham Smythe,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,2000,DraftKings
Shane Zylstra,N/A,Detroit Lions,Chicago Bears,2025,2,2025-09-14T17:00:00Z,2800,DraftKings
Chase Brown,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,-150,DraftKings
Ja'Marr Chase,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,-130,DraftKings
Travis Etienne Jr.,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,110,DraftKings
Tee Higgins,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,130,DraftKings
Brian Thomas Jr,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,145,DraftKings
Travis Hunter,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,235,DraftKings
Bhayshul Tuten,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,255,DraftKings
Mike Gesicki,N/A,Cincinnati Bengals,Jacksonville Jaguars,2025,2,2025-09-14T17:00:00Z,350,DraftKings
