Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Odds,Bookmaker
Kyren Williams,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,-205,DraftKings
Christian McCaffrey,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,-120,DraftKings
Puka Nacua,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,-105,DraftKings
Davante Adams,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,105,DraftKings
Kendrick Bourne,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,285,DraftKings
Demarcus Robinson,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,300,DraftKings
Blake Corum,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,330,DraftKings
Jake Tonges,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,400,DraftKings
Jordan Whittington,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,500,DraftKings
Davis Allen,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,500,DraftKings
Los Angeles Rams D/ST,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,500,DraftKings
Tutu Atwell,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,600,DraftKings
Colby Parkinson,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,650,DraftKings
Brian Robinson Jr.,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,650,DraftKings
San Francisco 49ers D/ST,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,650,DraftKings
Terrance Ferguson,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,750,DraftKings
Kyle Juszczyk,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,900,DraftKings
Luke Farrell,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,950,DraftKings
Marquez Valdes-Scantling,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,1100,DraftKings
Mac Jones,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,1200,DraftKings
Skyy Moore,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,1300,DraftKings
Konata Mumpfield,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,1500,DraftKings
Xavier Smith,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,1600,DraftKings
Matthew Stafford,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,2000,DraftKings
Brayden Willis,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,2000,DraftKings
Jarquez Hunter,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,2200,DraftKings
Isaac Guerendo,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,3500,DraftKings
James Jordan,N/A,Los Angeles Rams,San Francisco 49ers,2025,5,2025-10-03T00:16:00Z,4000,DraftKings
Jordan Mason,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,-120,DraftKings
Quinshon Judkins,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,130,DraftKings
Justin Jefferson,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,160,DraftKings
Jerry Jeudy,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,330,DraftKings
Jordan Addison,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,330,DraftKings
T.J. Hockenson,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,330,DraftKings
David Njoku,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,400,DraftKings
Zavier Scott,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,400,DraftKings
Harold Fannin Jr.,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,450,DraftKings
Isaiah Bond,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,450,DraftKings
Cleveland Browns D/ST,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,500,DraftKings
Minnesota Vikings D/ST,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,500,DraftKings
Carson Wentz,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,550,DraftKings
Dillon Gabriel,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,650,DraftKings
Jalen Nailor,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,750,DraftKings
Jerome Ford,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,850,DraftKings
Cam Akers,N/A,Cleveland Browns,Minnesota Vikings,2025,5,2025-10-05T13:31:00Z,850,DraftKings
