Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
De'Von Achane,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,5.5,-116,5.5,-109,DraftKings
Tyreek Hill,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,5.5,-115,5.5,-111,DraftKings
Khalil Shakir,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,4.5,107,4.5,-137,DraftKings
Jaylen Waddle,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,4.5,114,4.5,-145,DraftKings
Dalton Kincaid,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,3.5,100,3.5,-128,DraftKings
Keon Coleman,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,3.5,129,3.5,-166,DraftKings
Joshua Palmer,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,2.5,-148,2.5,116,DraftKings
Malik Washington,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,2.5,-137,2.5,107,DraftKings
James Cook,N/A,Buffalo Bills,Miami Dolphins,2025,3,2025-09-19T00:15:00Z,1.5,-173,1.5,135,DraftKings
Drake London,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,5.5,-112,5.5,-114,DraftKings
Tetairoa McMillan,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,5.5,110,5.5,-140,DraftKings
Bijan Robinson,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,3.5,-116,3.5,-109,DraftKings
Kyle Pitts,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,3.5,-107,3.5,-119,DraftKings
Darnell Mooney,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,3.5,-102,3.5,-125,DraftKings
Hunter Renfrow,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,3.5,-102,3.5,-125,DraftKings
Chuba Hubbard,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,3.5,135,3.5,-173,DraftKings
Ja'Tavion Sanders,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,2.5,-161,2.5,126,DraftKings
Xavier Legette,N/A,Carolina Panthers,Atlanta Falcons,2025,3,2025-09-21T17:00:00Z,2.5,-155,2.5,121,DraftKings
Ja'Marr Chase,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,5.5,-148,5.5,116,DraftKings
Justin Jefferson,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,5.5,-103,5.5,-124,DraftKings
Tee Higgins,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,4.5,-124,4.5,-103,DraftKings
T.J. Hockenson,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,3.5,-130,3.5,102,DraftKings
Jalen Nailor,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,2.5,-143,2.5,112,DraftKings
Jordan Mason,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,2.5,-122,2.5,-104,DraftKings
Chase Brown,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,2.5,-113,2.5,-112,DraftKings
Adam Thielen,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,2.5,103,2.5,-132,DraftKings
Mike Gesicki,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,2.5,112,2.5,-142,DraftKings
Noah Fant,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,2.5,117,2.5,-149,DraftKings
Andrei Iosivas,N/A,Minnesota Vikings,Cincinnati Bengals,2025,3,2025-09-21T17:00:00Z,1.5,-143,1.5,112,DraftKings
Jerry Jeudy,N/A,Cleveland Browns,Green Bay Packers,2025,3,2025-09-21T17:00:00Z,4.5,108,4.5,-138,DraftKings
Harold Fannin Jr.,N/A,Cleveland Browns,Green Bay Packers,2025,3,2025-09-21T17:00:00Z,3.5,-143,3.5,112,DraftKings
David Njoku,N/A,Cleveland Browns,Green Bay Packers,2025,3,2025-09-21T17:00:00Z,3.5,-140,3.5,110,DraftKings
Cedric Tillman,N/A,Cleveland Browns,Green Bay Packers,2025,3,2025-09-21T17:00:00Z,3.5,-127,3.5,100,DraftKings
Josh Jacobs,N/A,Cleveland Browns,Green Bay Packers,2025,3,2025-09-21T17:00:00Z,1.5,-133,1.5,105,DraftKings
Nico Collins,N/A,Jacksonville Jaguars,Houston Texans,2025,3,2025-09-21T17:00:00Z,5.5,106,5.5,-135,DraftKings
Brian Thomas Jr,N/A,Jacksonville Jaguars,Houston Texans,2025,3,2025-09-21T17:00:00Z,5.5,120,5.5,-154,DraftKings
Travis Hunter,N/A,Jacksonville Jaguars,Houston Texans,2025,3,2025-09-21T17:00:00Z,3.5,-162,3.5,126,DraftKings
Dyami Brown,N/A,Jacksonville Jaguars,Houston Texans,2025,3,2025-09-21T17:00:00Z,3.5,122,3.5,-156,DraftKings
Dalton Schultz,N/A,Jacksonville Jaguars,Houston Texans,2025,3,2025-09-21T17:00:00Z,3.5,123,3.5,-157,DraftKings
