Player,Team,HomeTeam,AwayTeam,Season,Week,GameDate,Over_Line,Over_Odds,Under_Line,Under_Odds,Bookmaker
CeeDee Lamb,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,6.5,-115,6.5,-111,DraftKings
AJ Brown,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,5.5,120,5.5,-154,DraftKings
DeVonta Smith,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,4.5,-105,4.5,-122,DraftKings
George Pickens,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,4.5,118,4.5,-151,DraftKings
Jake Ferguson,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,3.5,-159,3.5,124,DraftKings
Dallas Goedert,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,3.5,-116,3.5,-110,DraftKings
Javonte Williams,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,2.5,122,2.5,-156,DraftKings
Saquon Barkley,N/A,Philadelphia Eagles,Dallas Cowboys,2025,1,2025-09-05T00:20:00Z,2.5,140,2.5,-179,DraftKings
Ladd McConkey,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,5.5,-121,5.5,-105,DraftKings
Xavier Worthy,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,5.5,112,5.5,-142,DraftKings
Travis Kelce,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,5.5,115,5.5,-147,DraftKings
Keenan Allen,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,3.5,-126,3.5,-101,DraftKings
Marquise Brown,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,3.5,-111,3.5,-114,DraftKings
Quentin Johnston,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,2.5,112,2.5,-144,DraftKings
JuJu Smith-Schuster,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,1.5,-185,1.5,144,DraftKings
Noah Gray,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,1.5,-177,1.5,138,DraftKings
Isiah Pacheco,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,1.5,-176,1.5,136,DraftKings
Will Dissly,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,1.5,-166,1.5,130,DraftKings
Omarion Hampton,N/A,Los Angeles Chargers,Kansas City Chiefs,2025,1,2025-09-06T00:00:00Z,1.5,-148,1.5,116,DraftKings
Trey McBride,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,6.5,110,6.5,-140,DraftKings
Chris Olave,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,4.5,-116,4.5,-110,DraftKings
Alvin Kamara,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,4.5,-112,4.5,-114,DraftKings
Marvin Harrison Jr.,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,4.5,101,4.5,-129,DraftKings
Rashid Shaheed,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,2.5,-170,2.5,133,DraftKings
Juwan Johnson,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,2.5,-139,2.5,109,DraftKings
James Conner,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,2.5,-120,2.5,-106,DraftKings
Michael Wilson,N/A,New Orleans Saints,Arizona Cardinals,2025,1,2025-09-07T17:00:00Z,2.5,111,2.5,-141,DraftKings
