Model,Precision@5,Recall@5,Avg Picks/Week
Stacked (RF+LGBM),0.32222222222222224,0.30171957671957667,1.6111111111111112
RandomForest Only,0.34444444444444444,0.3207671957671957,1.7222222222222223
LightGBM Only,0.2555555555555556,0.242636684303351,1.2777777777777777
