Model,Precision@10,Recall@10,Avg Picks/Week
Stacked (RF+LGBM),0.5666666666666667,0.2812000223892807,5.666666666666667
RandomForest Only,0.5555555555555556,0.27397416908499606,5.555555555555555
LightGBM Only,0.5555555555555556,0.2739209556270511,5.555555555555555
